"","site_id","lat","long","year","Historical_results","Current_WAVE_Score"
"918","43.302_-75.778",43.302,-75.778,"2014","2014: No Known Impact","No Known Impact"
"919","43.312_-73.734",43.312,-73.734,"2019","2019: No Known Impact","No Known Impact"
"920","43.318_-74.259",43.318,-74.259,"2015","2015: No Conclusion","No Conclusion"
"921","43.321_-75.182",43.321,-75.182,"2017","2017: No Known Impact","No Known Impact"
"922","43.325_-73.359",43.325,-73.359,"2018","2018: No Known Impact","No Known Impact"
"923","43.326_-76.437",43.326,-76.437,"2016","2016: Dry","Dry"
"924","43.332_-75.594",43.332,-75.594,"2015","2015: No Known Impact","No Known Impact"
"925","43.332_-75.737",43.332,-75.737,"2015","2015: No Known Impact","No Known Impact"
"926","43.334_-77.934",43.334,-77.934,"2013","2013: Possibly Impaired","Possibly Impaired"
"927","43.344_-73.716",43.344,-73.716,"2019","2019: No Conclusion","No Conclusion"
"928","43.354_-76.552",43.354,-76.552,"2019","2019: No Conclusion","No Conclusion"
"929","43.355_-73.597",43.355,-73.597,"2018","2018: No Known Impact","No Known Impact"
"930","43.355_-75.588",43.355,-75.588,"2015","2015: No Conclusion","No Conclusion"
"931","43.356_-73.707",43.356,-73.707,"2019","2019: No Conclusion","No Conclusion"
"932","43.358_-73.684",43.358,-73.684,"2019","2019: Possibly Impaired","Possibly Impaired"
"933","43.363_-73.714",43.363,-73.714,"2019","2019: No Known Impact","No Known Impact"
"934","43.364_-73.686",43.364,-73.686,"2019","2019: No Conclusion","No Conclusion"
"935","43.365_-75.686",43.365,-75.686,"2016","2016: No Conclusion","No Conclusion"
"936","43.367_-73.691",43.367,-73.691,"2019","2019: No Known Impact","No Known Impact"
"937","43.372_-73.677",43.372,-73.677,"2019","2019: No Conclusion","No Conclusion"
"938","43.378_-75.554",43.378,-75.554,"2014","2014: No Known Impact","No Known Impact"
"939","43.383_73.695",43.383,73.695,"2018","2018: No Known Impact","No Known Impact"
"940","43.386_-73.704",43.386,-73.704,"2019","2019: No Conclusion","No Conclusion"
"941","43.387_-73.702",43.387,-73.702,"2019","2019: No Known Impact","No Known Impact"
"942","43.389_-76.151",43.389,-76.151,"2016","2016: No Conclusion","No Conclusion"
"943","43.393_-75.058",43.393,-75.058,"2016","2016: No Known Impact","No Known Impact"
"944","43.393_-76.594",43.393,-76.594,"2017","2017: No Conclusion","No Conclusion"
"945","43.399_-73.728",43.399,-73.728,"2020","2020: No Known Impact","No Known Impact"
"946","43.399_-73.729",43.399,-73.729,"2019","2019: No Known Impact","No Known Impact"
"947","43.401_-73.697",43.401,-73.697,"2017","2017: No Known Impact","No Known Impact"
"948","43.402_-73.735",43.402,-73.735,"2019","2019: No Known Impact","No Known Impact"
"949","43.402_-73.736",43.402,-73.736,"2020","2020: No Known Impact","No Known Impact"
"950","43.409_-73.7",43.409,-73.7,"2020","2020: No Conclusion","No Conclusion"
"951","43.409_-73.701",43.409,-73.701,"2019","2019: No Conclusion","No Conclusion"
"952","43.41_-73.699",43.41,-73.699,"2022","2022: No Conclusion","No Conclusion"
"953","43.415_-74.271",43.415,-74.271,"2015","2015: No Known Impact","No Known Impact"
"954","43.416_-73.717",43.416,-73.717,"2022","2022: No Conclusion
2020: No Conclusion
2019: No Conclusion
2018: No Conclusion
2017: No Conclusion
2016: No Conclusion
2015: No Conclusion","No Conclusion"
"955","43.418_-73.713",43.418,-73.713,"2017","2017: No Conclusion","No Conclusion"
"956","43.419_-73.71",43.419,-73.71,"2019","2019: No Conclusion
2018: No Known Impact","No Conclusion"
"957","43.432_-73.708",43.432,-73.708,"2022","2022: No Conclusion","No Conclusion"
"958","43.436_-73.718",43.436,-73.718,"2020","2020: No Conclusion
2017: No Conclusion
2016: No Conclusion","No Conclusion"
"959","43.437_-73.725",43.437,-73.725,"2019","2019: No Known Impact","No Known Impact"
"960","43.437_-73.739",43.437,-73.739,"2016","2016: No Conclusion","No Conclusion"
"961","43.438_-73.727",43.438,-73.727,"2018","2018: No Known Impact","No Known Impact"
"962","43.438_-73.728",43.438,-73.728,"2015","2015: No Known Impact","No Known Impact"
"963","43.439_-73.727",43.439,-73.727,"2020","2020: No Conclusion
2017: No Conclusion","No Conclusion"
"964","43.461_-75.066",43.461,-75.066,"2016","2016: No Known Impact","No Known Impact"
"965","43.462_-75.598",43.462,-75.598,"2014","2014: No Conclusion","No Conclusion"
"966","43.467_-76.18",43.467,-76.18,"2016","2016: No Conclusion","No Conclusion"
"967","43.475_-76.104",43.475,-76.104,"2022","2022: No Known Impact","No Known Impact"
"968","43.477_-75.385",43.477,-75.385,"2017","2017: No Known Impact
2016: No Known Impact
2015: No Known Impact","No Known Impact"
"969","43.481_-73.69",43.481,-73.69,"2019","2019: No Known Impact","No Known Impact"
"970","43.481_-75.264",43.481,-75.264,"2017","2017: No Known Impact","No Known Impact"
"971","43.483_-73.695",43.483,-73.695,"2017","2017: No Conclusion","No Conclusion"
"972","43.49_-73.682",43.49,-73.682,"2020","2020: No Conclusion
2019: No Known Impact
2018: No Conclusion
2017: No Conclusion","No Conclusion"
"973","43.49_-73.683",43.49,-73.683,"2016","2016: No Known Impact","No Known Impact"
"974","43.506_-76.233",43.506,-76.233,"2019","2019: No Conclusion","No Conclusion"
"975","43.509_-73.622",43.509,-73.622,"2016","2016: No Known Impact","No Known Impact"
"976","43.509_-73.623",43.509,-73.623,"2020","2020: No Known Impact","No Known Impact"
"977","43.509_-73.624",43.509,-73.624,"2019","2019: No Conclusion","No Conclusion"
"978","43.51_-73.623",43.51,-73.623,"2018","2018: No Known Impact","No Known Impact"
"979","43.51_-75.999",43.51,-75.999,"2017","2017: No Known Impact","No Known Impact"
"980","43.511_-73.626",43.511,-73.626,"2022","2022: No Conclusion","No Conclusion"
"981","43.511_-75.306",43.511,-75.306,"2015","2015: No Known Impact","No Known Impact"
"982","43.512_-73.625",43.512,-73.625,"2015","2015: No Conclusion","No Conclusion"
"983","43.514_-76.235",43.514,-76.235,"2016","2016: No Conclusion","No Conclusion"
"984","43.518_-73.674",43.518,-73.674,"2022","2022: No Conclusion
2019: No Conclusion","No Conclusion"
"985","43.518_-73.675",43.518,-73.675,"2020","2020: No Conclusion
2018: No Known Impact","No Conclusion"
"986","43.518_-75.759",43.518,-75.759,"2020","2020: No Known Impact","No Known Impact"
"987","43.522_-75.545",43.522,-75.545,"2014","2014: No Known Impact","No Known Impact"
"988","43.524_-73.673",43.524,-73.673,"2018","2018: No Conclusion
2015: No Known Impact","No Conclusion"
"989","43.529_-73.673",43.529,-73.673,"2022","2022: No Conclusion","No Conclusion"
"990","43.529_-75.128",43.529,-75.128,"2017","2017: No Known Impact","No Known Impact"
"991","43.537_-73.666",43.537,-73.666,"2018","2018: No Conclusion","No Conclusion"
"992","43.537_-73.668",43.537,-73.668,"2017","2017: No Known Impact","No Known Impact"
"993","43.538_-73.668",43.538,-73.668,"2016","2016: No Known Impact","No Known Impact"
"994","43.538_-73.669",43.538,-73.669,"2018","2018: No Conclusion","No Conclusion"
"995","43.539_-73.673",43.539,-73.673,"2019","2019: No Conclusion","No Conclusion"
"996","43.543_-75.81",43.543,-75.81,"2014","2014: No Known Impact","No Known Impact"
"997","43.543_-76.192",43.543,-76.192,"2017","2017: No Known Impact","No Known Impact"
"998","43.544_-76.125",43.544,-76.125,"2015","2015: No Conclusion","No Conclusion"
"999","43.545_-73.582",43.545,-73.582,"2017","2017: No Conclusion","No Conclusion"
"1000","43.552_-73.597",43.552,-73.597,"2020","2020: No Conclusion
2019: No Known Impact
2019: No Conclusion","No Conclusion"
"1001","43.553_-73.606",43.553,-73.606,"2022","2022: No Conclusion
2015: No Known Impact","No Conclusion"
"1002","43.563_-73.652",43.563,-73.652,"2018","2018: No Known Impact
2017: No Conclusion","No Known Impact"
"1003","43.564_-73.654",43.564,-73.654,"2015","2015: No Conclusion","No Conclusion"
"1004","43.571_-73.672",43.571,-73.672,"2019","2019: No Conclusion","No Conclusion"
"1005","43.575_-73.68",43.575,-73.68,"2020","2020: No Known Impact","No Known Impact"
"1006","43.585_-73.865",43.585,-73.865,"2016","2016: No Known Impact","No Known Impact"
"1007","43.585_-76.159",43.585,-76.159,"2014","2014: No Conclusion","No Conclusion"
"1008","43.587_-73.64",43.587,-73.64,"2018","2018: No Known Impact
2018: No Conclusion","No Known Impact"
"1009","43.588_-73.644",43.588,-73.644,"2015","2015: No Conclusion","No Conclusion"
"1010","43.599_-73.655",43.599,-73.655,"2019","2019: No Known Impact
2017: No Known Impact","No Known Impact"
"1011","43.601_-73.635",43.601,-73.635,"2020","2020: No Conclusion","No Conclusion"
"1012","43.604_-74.786",43.604,-74.786,"2017","2017: No Known Impact","No Known Impact"
"1013","43.604_-75.616",43.604,-75.616,"2014","2014: No Known Impact","No Known Impact"
"1014","43.625_-73.607",43.625,-73.607,"2020","2020: No Known Impact","No Known Impact"
"1015","43.626_-73.607",43.626,-73.607,"2022","2022: No Conclusion
2019: No Known Impact
2018: No Known Impact
2017: No Known Impact
2016: No Conclusion","No Conclusion"
"1016","43.633_-73.509",43.633,-73.509,"2019","2019: No Conclusion","No Conclusion"
"1017","43.635_-73.508",43.635,-73.508,"2020","2020: No Known Impact","No Known Impact"
"1018","43.636_-73.507",43.636,-73.507,"2019","2019: No Known Impact","No Known Impact"
"1019","43.64_-73.507",43.64,-73.507,"2020","2020: No Known Impact","No Known Impact"
"1020","43.647_-75.893",43.647,-75.893,"2014","2014: No Known Impact","No Known Impact"
"1021","43.649_-75.998",43.649,-75.998,"2017","2017: No Conclusion","No Conclusion"
"1022","43.649_-76.131",43.649,-76.131,"2018","2018: No Known Impact","No Known Impact"
"1023","43.652_-73.496",43.652,-73.496,"2022","2022: No Conclusion","No Conclusion"
"1024","43.653_-73.924",43.653,-73.924,"2019","2019: No Known Impact","No Known Impact"
"1025","43.654_-76.031",43.654,-76.031,"2016","2016: No Conclusion","No Conclusion"
"1026","43.665_-73.604",43.665,-73.604,"2016","2016: No Conclusion","No Conclusion"
"1027","43.68_-76.122",43.68,-76.122,"2017","2017: No Conclusion","No Conclusion"
"1028","43.68_-76.123",43.68,-76.123,"2017","2017: No Known Impact","No Known Impact"
"1029","43.683_-73.518",43.683,-73.518,"2016","2016: No Conclusion","No Conclusion"
"1030","43.683_-76.107",43.683,-76.107,"2017","2017: No Known Impact","No Known Impact"
"1031","43.695_-73.506",43.695,-73.506,"2015","2015: No Conclusion","No Conclusion"
"1032","43.696_-76.03",43.696,-76.03,"2015","2015: No Known Impact","No Known Impact"
"1033","43.697_-73.507",43.697,-73.507,"2019","2019: No Conclusion","No Conclusion"
"1034","43.697_-76.063",43.697,-76.063,"2015","2015: Dry","Dry"
"1035","43.713_-74.783",43.713,-74.783,"2014","2014: No Conclusion","No Conclusion"
"1036","43.725_-73.497",43.725,-73.497,"2015","2015: No Conclusion","No Conclusion"
"1037","43.726_-73.5",43.726,-73.5,"2017","2017: No Conclusion","No Conclusion"
"1038","43.73_-73.501",43.73,-73.501,"2020","2020: No Known Impact
2017: No Conclusion","No Known Impact"
"1039","43.731_-74.884",43.731,-74.884,"2016","2016: No Conclusion
2014: No Conclusion","No Conclusion"
"1040","43.732_-76.132",43.732,-76.132,"2014","2014: No Known Impact","No Known Impact"
"1041","43.736_-76.144",43.736,-76.144,"2015","2015: Dry","Dry"
"1042","43.738_-73.503",43.738,-73.503,"2020","2020: No Known Impact
2019: No Known Impact","No Known Impact"
"1043","43.749_-73.505",43.749,-73.505,"2022","2022: No Known Impact
2019: No Conclusion
2019: No Known Impact
2017: No Known Impact
2015: No Conclusion","No Known Impact"
"1044","43.75_-73.505",43.75,-73.505,"2020","2020: No Conclusion
2016: No Conclusion","No Conclusion"
"1045","43.75_-75.951",43.75,-75.951,"2015","2015: No Conclusion","No Conclusion"
"1046","43.751_-74.909",43.751,-74.909,"2016","2016: No Conclusion","No Conclusion"
"1047","43.762_-73.456",43.762,-73.456,"2015","2015: No Conclusion","No Conclusion"
"1048","43.77_-74.636",43.77,-74.636,"2015","2015: No Known Impact","No Known Impact"
"1049","43.784_-74.833",43.784,-74.833,"2017","2017: No Known Impact","No Known Impact"
"1050","43.789_-74.844",43.789,-74.844,"2017","2017: No Conclusion","No Conclusion"
"1051","43.802_-76.212",43.802,-76.212,"2016","2016: No Conclusion","No Conclusion"
"1052","43.818_-75.697",43.818,-75.697,"2016","2016: No Known Impact","No Known Impact"
"1053","43.825_-74.834",43.825,-74.834,"2016","2016: No Conclusion","No Conclusion"
"1054","43.829_-74.962",43.829,-74.962,"2015","2015: No Conclusion","No Conclusion"
"1055","43.846_-76.182",43.846,-76.182,"2016","2016: Possibly Impaired","Possibly Impaired"
"1056","43.851_-74.998",43.851,-74.998,"2015","2015: No Conclusion","No Conclusion"
"1057","43.853_-73.716",43.853,-73.716,"2013","2013: No Known Impact","No Known Impact"
"1058","43.863_-75.015",43.863,-75.015,"2016","2016: No Conclusion","No Conclusion"
"1059","43.863_-75.016",43.863,-75.016,"2016","2016: Dry","Dry"
"1060","43.874_-75.047",43.874,-75.047,"2016","2016: Dry","Dry"
"1061","43.904_-74.529",43.904,-74.529,"2017","2017: No Conclusion","No Conclusion"
"1062","43.931_-75.859",43.931,-75.859,"2016","2016: No Conclusion","No Conclusion"
"1063","44.014_-74.762",44.014,-74.762,"2017","2017: No Conclusion","No Conclusion"
"1064","44.084_-73.524",44.084,-73.524,"2017","2017: No Conclusion","No Conclusion"
"1065","44.185_-73.95",44.185,-73.95,"2022","2022: No Known Impact","No Known Impact"
"1066","44.27_-75.999",44.27,-75.999,"2014","2014: No Conclusion","No Conclusion"
"1067","44.272_-74.164",44.272,-74.164,"2017","2017: No Known Impact","No Known Impact"
"1068","44.33_-75.88",44.33,-75.88,"2014","2014: No Conclusion","No Conclusion"
"1069","44.336_-75.687",44.336,-75.687,"2016","2016: Dry","Dry"
"1070","44.347_-74.279",44.347,-74.279,"2016","2016: No Conclusion","No Conclusion"
"1071","44.362_-75.695",44.362,-75.695,"2016","2016: Dry","Dry"
"1072","44.441_-74.233",44.441,-74.233,"2018","2018: No Conclusion","No Conclusion"
"1073","44.489_-74.862",44.489,-74.862,"2016","2016: No Known Impact","No Known Impact"
"1074","44.492_-73.814",44.492,-73.814,"2016","2016: No Conclusion","No Conclusion"
"1075","44.6_-75.176",44.6,-75.176,"2017","2017: No Conclusion","No Conclusion"
"1076","44.689_-73.668",44.689,-73.668,"2017","2017: No Conclusion","No Conclusion"
"1077","44.738_73.914",44.738,73.914,"2020","2020: No Conclusion","No Conclusion"
"1078","44.786_-73.901",44.786,-73.901,"2020","2020: No Conclusion","No Conclusion"
"1079","44.791_-73.428",44.791,-73.428,"2019","2019: No Conclusion","No Conclusion"
"1080","44.814_-75.102",44.814,-75.102,"2016","2016: No Conclusion","No Conclusion"
"1081","44.883_-73.758",44.883,-73.758,"2017","2017: No Known Impact","No Known Impact"
"1082","45.003_-73.376",45.003,-73.376,"2017","2017: No Conclusion","No Conclusion"
