"WSEI_SAMPLE_ID","WSEI_LATITUDE","WSEI_LONGITUDE","WSEI_PRIMARY_CONTACT","WSEI_SECONDARY_CONTACT","WSEI_WATER_CLARITY","WSEI_SUSPENDED_PHYTOPLANKTON","WSEI_PERIPHYTON","WSEI_MACROPHYTE","WSEI_ODOR","WSEI_TRASH","WSEI_DISCHARGE_PIPE","WSEI_PRIMARY_VARIABLE","WSEI_CURRENT_WEATHER","WSEI_PREV_WEATHER","WSEI_EPIFAUNAL_COVER","WSEI_EMBEDDEDNESPOOLING","WSEI_VELOCITY_DEPTH_REGIME","WSEI_SEDIMENT_DEPOSITION","WSEI_FLOW_STATUS","WSEI_CHANNEL_ALTERATION","WSEI_RIFFLE_BEND_FREQUENCY","WSEI_LEFT_BANK_STABILITY","WSEI_RIGHT_BANK_STABILITY","WSEI_LEFT_BANK_VEG","WSEI_RIGHT_BANK_VEG","WSEI_LEFT_BANK_VEG_ZONE","WSEI_RIGHT_BANK_VEG_ZONE","WSEI_COLLECTION_DATE","WSEI_USER_NOTES"
"42.4457_-74.9202_20170729",42.4457,-74.9202,NA,NA,0,0,0,0,0,0,0,"","clouds","clouds","a","a","a","a","a","a","a","a","a","a","a","a","a","7/29/2017",""
"42.447_-74.7586_20130925",42.447,-74.7586,NA,NA,2,0,4,0,0,0,0,"periphyton","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/25/2013",""
"42.4479_-76.502_20150705",42.4479,-76.502,"d","d",5,1,7,0,1,2,0,"periphyton","sun","rain","c","a","c","b","a","c","b","a","a","a","a","c","a","7/5/2015",""
"42.4518_-75.0159_20170708",42.4518,-75.0159,"e","a",2,0,5,0,0,0,0,"","rain","rain","a","a","a","a","a","b","a","a","a","a","a","a","a","7/8/2017",""
"42.4628_-73.8478_20150922",42.4628,-73.8478,"b","b",1,0,1,0,0,1,0,"","sun","sun","a","a","a","a","a","a","a","b","a","a","a","b","a","9/22/2015",""
"42.4644_-75.0546_20170707",42.4644,-75.0546,"b","a",2,2,7,2,0,2,2,"periphyton, discharges/pipes","sun","clouds","a","a","b","a","a","a","a","b","b","b","b","c","c","7/7/2017","runoff from reservoir"
"42.4647_-73.7697_20130823",42.4647,-73.7697,"b","a",0,0,0,0,0,0,0,"","sun","sun","a","a","a","a","b","a","a","a","b","a","a","a","a","8/23/2013","sediment"
"42.465_-73.7922_20160705",42.465,-73.7922,"a","a",0,0,7,0,0,0,0,"","sun","sun","b","a","a","a","a","a","a","b","b","a","a","a","a","7/5/2016","tidal changes in water depth"
"42.4667_-75.0504_20170705",42.4667,-75.0504,"b","b",2,2,2,1,0,0,1,"discharge pipes","sun","sun","c","a","b","b","a","b","b","c","a","c","a","c","c","7/5/2017","steeply eroded banks on one side of stream; likelihood for severe erosion"
"42.4683_-79.1808_20140825",42.4683,-79.1808,"d","d",1,0,4,0,1,1,2,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/25/2014",""
"42.4685_-75.9114_20150904",42.4685,-75.9114,"b","b",1,1,3,5,1,2,5,"periphyton, trash","sun","sun","b","a","a","b","a","c","a","a","b","a","c","a","c","9/4/2015","channelization, firehose intake"
"42.4709_-73.8676_20160726",42.4709,-73.8676,"b","b",1,1,2,0,0,0,0,"periphyton","sun","sun","a","b","b","b","c","a","a","a","a","a","a","b","b","7/26/2016","water depth"
"42.4747_-73.6314_20140731",42.4747,-73.6314,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","c","b","a","a","a","b","a","b","b","a","b","a","7/31/2014",""
"42.4747_-73.6314_20150913",42.4747,-73.6314,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/13/2015",""
"42.4747_-73.6314_20160701",42.4747,-73.6314,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/1/2016",""
"42.4764_-73.7932_20160726",42.4764,-73.7932,"e","e",9,0,6,0,1,8,5,"trash, discharge pipes,","sun","rain","b","c","a","b","b","a","a","a","a","a","a","b","a","7/26/2016","bridge traffic"
"42.4779_-73.794_20130925",42.4779,-73.794,"d","c",6,1,7,0,2,3,0,"water clarity, periphyton, odor, trash","sun","sun","a","a","b","a","a","a","b","b","a","b","b","c","b","9/25/2013",""
"42.4814_-74.0327_20160714",42.4814,-74.0327,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/14/2016",""
"42.4822_-79.3055_20140806",42.4822,-79.3055,"e","d",5,3,3,1,7,0,0,"water clarity, odor","clouds","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/6/2014",""
"42.4822_-79.3055_20140914",42.4822,-79.3055,"d","c",4,3,7,2,1,3,0,"phytoplankton, periphyton","clouds","clouds","b","b","b","a","b","b","a","b",NA,"b","a","a","b","9/14/2014","road culvert"
"42.485_-74.2677_20130920",42.485,-74.2677,"a","a",0,0,2,0,0,0,0,"","sun","sun","a","a","a","a","b","b","a","a","a","a","a","a","a","9/20/2013",""
"42.4903_-76.9143_20160705",42.4903,-76.9143,"b","a",NA,NA,NA,NA,NA,NA,NA,"periphyton","clouds","sun","b","b","b","a","b","b","b","b","a","b","a","c","a","7/5/2016","very low flow"
"42.4945_-73.4474_20140811",42.4945,-73.4474,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/11/2014",""
"42.4945_-73.4474_20150912",42.4945,-73.4474,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/12/2015",""
"42.4947_-73.4473_20160710",42.4947,-73.4473,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/10/2016",""
"42.4953_-75.0454_20160701",42.4953,-75.0454,"e","d",0,0,0,0,0,0,0,"","sun","sun","a","a","a","a","a","a","a","a","a","a","a","a","a","7/1/2016",""
"42.4989_-74.0204_20160714",42.4989,-74.0204,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/14/2016",""
"42.4996_-74.2923_20130920",42.4996,-74.2923,"a","a",0,0,0,0,0,0,0,"","sun","sun","a","a","b","a","c","a","a","a","a","a","a","a","a","9/20/2013",""
"42.4997_-75.185_20170702",42.4997,-75.185,"b","a",1,1,1,2,0,0,1,"discharge pipes","sun","sun","a","a","a","a","a","a","a","b","b","a","a","b","b","7/2/2017",""
"42.5009_-74.031_20160819",42.5009,-74.031,"a","a",0,0,0,3,0,0,0,"","sun","sun","a","a","b","a","b","a","a","a","a","a","a","a","a","8/19/2016",""
"42.5042_-73.6177_20140802",42.5042,-73.6177,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","b","b","b","a","a","a","a","a","a","a","a","b","8/2/2014",""
"42.5042_-73.6177_20150810",42.5042,-73.6177,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/10/2015",""
"42.5042_-73.6177_20160701",42.5042,-73.6177,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/1/2016",""
"42.5053_-73.7353_20120826",42.5053,-73.7353,"d","d",0,1,5,0,1,0,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/26/2012","periphyton, silty, eroded bank"
"42.5056_-73.5064_20140811",42.5056,-73.5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/11/2014",""
"42.5056_-73.5064_20150823",42.5056,-73.5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/23/2015",""
"42.5056_-73.5064_20160727",42.5056,-73.5064,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/27/2016",""
"42.5082_-73.5087_20120730",42.5082,-73.5087,"c","d",0,0,3,0,0,0,0,"","clouds","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/30/2012","low water"
"42.5082_-73.5087_20160727",42.5082,-73.5087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/27/2016",""
"42.5096_-73.516_20140704",42.5096,-73.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b",NA,"a",NA,"b","a","a","a","a","a","a","a","a","7/4/2014",""
"42.5096_-73.516_20150905",42.5096,-73.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/5/2015",""
"42.5096_-73.516_20160710",42.5096,-73.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/10/2016",""
"42.5122_-73.8083_20160711",42.5122,-73.8083,"c","a",0,0,4,0,0,0,0,"water clarity","sun","rain","a","a","a","b","b","a","a","a","a","a","a","a","a","7/11/2016","landowner does not swim in this creek because of upstream industrial activity and potential discharges/impact"
"42.5141_-74.2447_20130920",42.5141,-74.2447,"b","a",0,0,5,0,0,0,0,"periphyton","sun","sun","a","a","a","a","b","c","a","a","a","c","c","a","a","9/20/2013",""
"42.5144_-73.6166_20140703",42.5144,-73.6166,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"a","c","b","b","a","a","a","b","b","a","b","a","b","7/3/2014",""
"42.5145_-74.0475_20130925",42.5145,-74.0475,"c","b",2,2,3,0,0,4,2,"trash","sun","sun","b","a","c","b","b","b","b","b","b","c","b","b","b","9/25/2013",""
"42.5161_-73.7553_20120721",42.5161,-73.7553,"c","c",3,2,8,1,2,2,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/21/2012","periphyton"
"42.5161_-73.7553_20120826",42.5161,-73.7553,"c","b",0,1,5,0,0,0,1,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/26/2012","periphyton, silty"
"42.5162_-73.7533_20130803",42.5162,-73.7533,"d","c",4,3,6,2,3,2,0,"water clarity, periphyton, trash","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/3/2013",""
"42.5181_-73.3721_20140731",42.5181,-73.3721,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"c","b","c","a","c","c","c","a","a","c","c","c","c","7/31/2014",""
"42.5201_-73.6719_20130823",42.5201,-73.6719,"b","a",3,1,1,1,0,0,0,"water clarity","sun","sun","b","b","a","b","b","a","a","a","b","a","a","b","a","8/23/2013","sediment"
"42.5221_-74.7032_20130926",42.5221,-74.7032,NA,NA,1,1,3,0,0,3,0,"periphyton, trash","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/26/2013",""
"42.5247_-76.4829_20150906",42.5247,-76.4829,NA,NA,1,1,5,2,0,2,0,"","sun","sun","a","b","b","b","c","a","b","a","a","a","a","b","a","9/6/2015",""
"42.5265_-73.4726_20140713",42.5265,-73.4726,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"a","a","a","a","a","a","a","b","a","b","a","a","b","7/13/2014",""
"42.5265_-73.4726_20150722",42.5265,-73.4726,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/22/2015",""
"42.5265_-73.4726_20160702",42.5265,-73.4726,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/2/2016",""
"42.5292_-73.8195_20120714",42.5292,-73.8195,"d","c",5,0,5,0,0,0,0,"","sun","rain, clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/14/2012","water clarity/ periphyton"
"42.5297_-76.6352_20150815",42.5297,-76.6352,"a","a",0,NA,NA,0,0,0,0,"","clouds","sun","c","b","a","a","b","a","a","a","b","a","a","a","a","8/15/2015",""
"42.5303_-75.8993_20160922",42.5303,-75.8993,"c","b",1,1,1,1,1,4,0,"trash","sun","sun","a","a","a","b","b","b","a","a","b","a","a","b","a","9/22/2016","channelization upstream"
"42.5313_-73.4158_20120730",42.5313,-73.4158,"a","a",1,2,2,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/30/2012",""
"42.5313_-73.4158_20120808",42.5313,-73.4158,"a","a",0,0,2,0,0,1,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/2012",""
"42.5359_-74.0771_20160803",42.5359,-74.0771,"a","a",0,1,1,7,1,0,0,"macrohytes","sun","rain","a","b","a","b","b","b","a","a","a","a","a","a","a","8/3/2016",""
"42.5366_-73.8394_20190820",42.5366,-73.8394,"a","a",0,0,2,0,0,0,0,"","sun","sun","a","a","a","a","b","a","a","b","a","a","a","a","a","8/20/2019",""
"42.5388_-73.8294_20160922",42.5388,-73.8294,"b","a",2,4,8,0,0,0,0,"","sun","sun","a","b","b","a","c","b","a","a","a","b","b","a","a","9/22/2016",""
"42.5388_-73.8294_20170918",42.5388,-73.8294,NA,NA,6,0,9,0,2,0,0,"periphyton","sun","sun","b","a","b","b","b","a","c",NA,NA,"a","a","a","a","9/18/2017",""
"42.5395_-73.8302_20120714",42.5395,-73.8302,"c","b",1,0,5,0,0,1,0,"","sun","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/14/2012","periphyton"
"42.5395_-73.8302_20120720",42.5395,-73.8302,"c","c",5,8,8,0,0,0,0,"","clouds","rain, clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/20/2012","water clarity, periphyton"
"42.5401_-73.4033_20140728",42.5401,-73.4033,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"a","a","a","a","a","a","a","a","a","a","a","a","a","7/28/2014",""
"42.5407_-76.6491_20160709",42.5407,-76.6491,"a","a",1,1,2,0,0,2,0,"","clouds","sun","b","a","b","a","b","a","b","a","b","a","a","a","b","7/9/2016",""
"42.5408_-78.9825_20160727",42.5408,-78.9825,"b","d",1,0,1,1,0,0,0,"","sun","sun","a","a","a","b","b","a","a","a","a","a","a","a","b","7/27/2016",""
"42.5413_-73.8928_20140918",42.5413,-73.8928,"b","b",1,2,6,5,0,0,0,"phytoplankton","sun","sun","b","a","b","a","c","a","b","a","a","a","a","a","b","9/18/2014","low water"
"42.5413_-75.9043_20160914",42.5413,-75.9043,"c","c",2,2,4,2,1,3,0,"periphyton, trash","rain","sun","b","b","b","b","b","b","b","b","b","b","b","b","c","9/14/2016",""
"42.5442_-74.4125_20120914",42.5442,-74.4125,"c","b",1,2,9,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/14/2012","periphyton"
"42.5442_-74.4125_20120914",42.5442,-74.4125,"c","b",1,2,9,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/14/2012","periphyton"
"42.5442_-74.4125_20140723",42.5442,-74.4125,"b","b",2,2,1,0,1,1,1,"discharge pipes","sun","sun","b","a","b","a","a","b","a","a","b","b","a","a","b","7/23/2014","the bridge"
"42.5454_-74.8417_20170929",42.5454,-74.8417,NA,NA,1,1,1,1,1,0,0,"",NA,NA,"b","a","a","a","b","a","a","a","a","a","a","b","b","9/29/2017",""
"42.5462_-75.2359_20180720",42.5462,-75.2359,"b","b",1,0,5,1,1,3,1,"","sun","sun","c","a","b","b","b","a","a","b","b","c","b","c","b","7/20/2018",""
"42.548_-73.7692_20190916",42.548,-73.7692,"c","c",3,3,4,3,2,2,3,"periphyton, discharge pipes","sun","sun","a","b","b","b","b","b","a","a","c","c","a","c","b","9/16/2019",""
"42.5489_-74.4068_20120909",42.5489,-74.4068,"c","b",1,0,4,1,4,1,0,"","sun, clouds","rain, clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/9/2012","periphyton"
"42.5489_-75.2465_20170721",42.5489,-75.2465,"c","a",1,1,5,1,0,1,4,"periphyton","clouds","clouds","b","b","b","b","b","c","a","a","a","b","b","b","b","7/21/2017","rip rap; building foundations right up to water; nearby bridge"
"42.5551_-75.8968_20150901",42.5551,-75.8968,"b","a",1,2,6,2,0,1,1,"periphyton","clouds","sun","b","b","a","b","a","a","a","a","a","a","a","b","b","9/1/2015",""
"42.5575_-73.6536_20140726",42.5575,-73.6536,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","a","b","a","b","a","a","b","a","a","a","c","b","7/26/2014",""
"42.5575_-73.6578_20120929",42.5575,-73.6578,NA,NA,0,0,NA,NA,0,0,0,"","clouds","rain, clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/29/2012",""
"42.5586_-73.5153_20190908",42.5586,-73.5153,NA,NA,0,1,1,1,0,1,0,"","clouds","sun","a","b","a","a","a","a","a","a","b","a","b","b","a","9/8/2019",""
"42.5636_-73.6743_20140702",42.5636,-73.6743,"e","e",0,0,2,1,0,0,0,"","sun","sun","b","b","a","a","b","a","a","b","b","a","a","a","a","7/2/2014",""
"42.5667_-75.8917_20160913",42.5667,-75.8917,"d","c",1,1,2,0,1,3,1,"trash","sun","sun","b","b","a","b","b","c","a","c","c","c","c","c","c","9/13/2016","bank erosion"
"42.5692_-73.6769_20120923",42.5692,-73.6769,"b","a",3,2,3,3,0,2,NA,"","sun, clouds","sun, rain, clouds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/23/2012","water clarity, phytoplankton, periphyton, macrophytes, discharges/pipes"
"42.5692_-73.6769_20120928",42.5692,-73.6769,"c","b",3,1,3,0,0,2,0,"","rain","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/2012","water clarity, periphyton, trash"
"42.5692_-73.6769_20140916",42.5692,-73.6769,"c","c",2,2,6,NA,1,1,2,"periphyton","clouds","rain","b","a","a","a","b","a","a","b","b","b","b","a","b","9/16/2014","turbid/milky pooling area upstream"
"42.5739_-73.7051_20160719",42.5739,-73.7051,"b","b",1,1,1,1,0,3,0,"","sun","rain","a","a","a","a","a","a","a","a","a","a","a","a","a","7/19/2016",""
"42.5771_-78.8519_20150930",42.5771,-78.8519,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/2015",""
"42.5775_-73.8137_20150916",42.5775,-73.8137,"d","d",1,1,8,5,0,1,0,"periphyton","sun","sun","b","b","b","c","b","b","b","c","c","a","b","b","a","9/16/2015","sediment accumulation"
"42.5784_-73.8392_20160721",42.5784,-73.8392,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","c","b","c","b","b","c","a","a","a","a","a","a","7/21/2016",""
"42.5791_-73.8393_20160721",42.5791,-73.8393,"d","e",10,1,3,1,6,4,1,"water clarity, odor, trash","sun","sun","a","c","c","b","b","c","c","b","b","a","a","a","a","7/21/2016","lots of sediment"
"42.5815_-73.7663_20150801",42.5815,-73.7663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/1/2015",""
"42.5835_-73.487_20190812",42.5835,-73.487,"b","b",0,0,1,1,0,3,0,"trash","sun","sun","a","b","a","a","a","b","a","a","a","a","a","a","b","8/12/2019",""
"42.5837_-73.4904_20190812",42.5837,-73.4904,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/12/2019",""
"42.5843_-73.7403_20130823",42.5843,-73.7403,"c","b",3,3,3,0,0,0,0,"water clarity, periphyton","sun","sun","a","b","a","b","b","a","a","b","b","a","a","b","b","8/23/2013","sediment"
"42.5845_-73.7478_20130823",42.5845,-73.7478,"d","c",4,0,0,0,0,5,0,"","sun","sun","b","a","a","b","b","c","a","b","c","a","b","a","c","8/23/2013","sediment"
"42.5858_-76.1298_20160822",42.5858,-76.1298,"b","b",1,2,6,2,5,1,7,"periphyton, odor, discharge/pipes","sun","rain","c","b","b","b","a","b","a","a","a","a","a","b","b","8/22/2016",""
"42.5885_-78.6824_20140929",42.5885,-78.6824,"a","a",1,0,3,0,0,0,0,"","sun","sun","a","a","a","a","c","a","a","c","c","a","a","a","a","9/29/2014",""
"42.5899_-74.7533_20160807",42.5899,-74.7533,"c","b",1,0,0,0,1,4,0,"trash","sun","sun","b","a","b","a","b","b","a","c","c","b","c","b","c","8/7/2016",""
"42.5904_-73.6411_20140909",42.5904,-73.6411,NA,NA,6,5,7,3,2,1,3,"periphyton","sun","clouds","a","b","b","a","b","a","a","a","b","b","c","b","b","9/9/2014",""
"42.5924_-74.3481_20130918",42.5924,-74.3481,"b","b",4,4,9,0,0,0,4,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/2013","low flow"
"42.5924_-74.3481_20130920",42.5924,-74.3481,"b","b",4,4,9,0,0,0,4,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/20/2013","low flow"
"42.5924_-74.3481_20140811",42.5924,-74.3481,"c","c",1,1,5,1,3,2,NA,"periphyton, odor, trash",NA,NA,"b","b","b","b","b","a","a","b","b","b","b","b","b","8/11/2014",""
"42.5943_-76.0948_20160831",42.5943,-76.0948,"d","c",1,3,6,5,1,5,5,"periphyton, trash","rain","sun","b","b","a","b","b","b","a","b","b","a","a","b","b","8/31/2016","riprap; channelization"
"42.5945_-73.664_20140726",42.5945,-73.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"a","a","b","a","a","c","c","b","b","b","a","b","a","7/26/2014",""
"42.5967_-73.8563_20160706",42.5967,-73.8563,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/6/2016",""
"42.5978_-76.6303_20150930",42.5978,-76.6303,"a","a",5,4,4,0,0,0,0,"","rain","rain","c","b","b","a","b","b","b","b","b","a","a","a","b","9/30/2015",""
"42.5984_-73.7817_20150907",42.5984,-73.7817,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"b","c","c","c","c","c","c",NA,"b",NA,"b",NA,"a","9/7/2015",""
"42.5999_-76.1907_20170813",42.5999,-76.1907,"d","d",2,4,6,5,3,6,2,"periphyton, macrophytes, trash","sun","clouds","a","a","c","c","a","b","b","a","a","b","b","c","c","8/13/2017","proximity to heavy residential area and suny cortland"
"42.603_-79.1136_20150930",42.603,-79.1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/2015",""
"42.6042_-76.1859_20190811",42.6042,-76.1859,"b","a",0,0,4,0,0,2,0,"periphyton, trash","sun","rain","b","a","b","a","b","b","a","b",NA,NA,"b","c","c","8/11/2019",""
"42.6045_-76.2152_20150910",42.6045,-76.2152,NA,NA,0,0,5,0,0,2,2,"","clouds","rain","b","a","b","b","b","a","a","b","a","a","a","a","b","9/10/2015","overgrown area near farm field - difficult access, lots of thorns!"
"42.6061_-76.1879_20150807",42.6061,-76.1879,"b","b",0,2,4,3,0,3,0,"periphyton, trash","sun","sun","b","a","a","a","b","b","a","a","a","a","a","c","a","8/7/2015",""
"42.6069_-73.7692_20150801",42.6069,-73.7692,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/1/2015",""
"42.6069_-73.7692_20150907",42.6069,-73.7692,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/2015",""
"42.6077_-73.7693_20150907",42.6077,-73.7693,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/2015",""
"42.6084_-73.7478_20130823",42.6084,-73.7478,"b","a",1,1,1,0,0,0,0,"periphyton","sun","sun","a","a","b","b","a","a","a","a","a","a","a","b","b","8/23/2013",""
"42.6097_-77.4038_20150821",42.6097,-77.4038,"a","a",2,0,1,0,0,0,0,"","sun","rain","b","a","b","a","a","a","a","a","a","a","b","a","a","8/21/2015","water too shallow"
"42.611_-73.8944_20160929",42.611,-73.8944,"e","e",2,2,2,1,0,0,0,"","clouds","sun","a","a","b","a","b","a","b","b","b","a","b","a","b","9/29/2016",""
"42.6119_-79.1097_20150930",42.6119,-79.1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/30/2015",""
"42.6124_-73.897_20170802",42.6124,-73.897,"a","a",1,1,2,2,0,0,0,"periphyton, macrophytes","clouds","sun","a","a","b","a","b","a","b","b","a","a","a","a","a","8/2/2017",""
"42.613_-73.8979_20160929",42.613,-73.8979,"e","e",3,0,2,2,0,0,0,"","clouds","sun","a","a","b","a","b","a","b","b","b","a","b","a","b","9/29/2016",""
"42.6135_-73.8985_20170731",42.6135,-73.8985,"a","a",1,1,2,1,0,0,0,"periphyton, macrophytes","sun","sun","a","b","a","a","b","a","a","c","b","a","a","a","a","7/31/2017",""
"42.6175_-74.13_20190916",42.6175,-74.13,"b","b",0,1,2,1,0,0,0,"","clouds","clouds","c","b","b","b","b","a","a",NA,"a","a","a","a","a","9/16/2019",""
"42.6213_-73.5247_20120925",42.6213,-73.5247,"a","a",0,0,0,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/25/2012","hurricane damage"
"42.625_-74.1291_20170926",42.625,-74.1291,"d","f",5,0,0,0,0,0,0,"water clarity, periphyton","sun","clouds","a","b","b","b","b","a","b","a","a","a","a","a","a","9/26/2017",""
"42.6253_-73.5645_20120816",42.6253,-73.5645,"b","b",0,2,2,2,0,1,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/16/2012",""
"42.6255_-74.1298_20160921",42.6255,-74.1298,"f","f",0,5,5,5,1,0,0,"",NA,NA,"a","a","a","a","a","a","b","a","a","a","a","a","a","9/21/2016",""
