ObjectID,GlobalID,Order,Family,Final ID,"Please describe the ""other"" bug",Please include any other notes about the particular bug.,ParentGlobalID,CreationDate,Creator,EditDate,Editor
938,a8e9f43a-982e-4db0-8141-b2c6df5711a0,Ephemeroptera,Leptophlebiidae,(Ephemeroptera) Leptophlebiidae,,,e099e36b-2e97-458c-89b1-f4a40c69054c,2/23/2021 18:04,meredith.streeter@dec.ny.gov_nysdec,2/23/2021 18:04,meredith.streeter@dec.ny.gov_nysdec
939,2ad95c33-9b2d-40d4-8775-8327e49c3598,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,e099e36b-2e97-458c-89b1-f4a40c69054c,2/23/2021 18:04,meredith.streeter@dec.ny.gov_nysdec,2/23/2021 18:04,meredith.streeter@dec.ny.gov_nysdec
940,f283d837-e26a-4ef6-86b9-8288afb87ce2,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,,e099e36b-2e97-458c-89b1-f4a40c69054c,2/23/2021 18:04,meredith.streeter@dec.ny.gov_nysdec,2/23/2021 18:04,meredith.streeter@dec.ny.gov_nysdec
941,d61412e3-f862-4c4a-8f7e-1c8a9269dfcf,Ephemeroptera,Ephemerellidae,(Ephemeroptera) Ephemerellidae,,,e099e36b-2e97-458c-89b1-f4a40c69054c,2/23/2021 18:04,meredith.streeter@dec.ny.gov_nysdec,2/23/2021 18:04,meredith.streeter@dec.ny.gov_nysdec
942,61c28e66-c84a-424a-8048-7653fcef9d69,Crustacea: Decapoda,Pleocyemata: Cambaridae,(Crustacea: Decapoda) Pleocyemata: Cambaridae,,,af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
943,3c31d081-521b-4d25-8107-973ea9a6ce15,Odonata: Anisoptera,Aeshnidae,(Odonata: Anisoptera) Aeshnidae,,,af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
944,3d72c0cb-a364-426f-8301-175a04a5a129,Odonata: Anisoptera,Gomphidae,(Odonata: Anisoptera) Gomphidae,,,af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
945,9091174e-9c1b-4e10-8b84-a14e0018826f,Mollusca: Gastropoda,Physidae,(Mollusca: Gastropoda) Physidae,,,af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
946,4c1815cf-587a-4a28-8264-b40c577ddc3a,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
947,7db6fb4a-7d1f-4961-8976-c2d397dc5507,Coleoptera,Undet. Coleoptera,(Coleoptera) Undet. Coleoptera,,"very long legs, may not be aquatic? piercing mouthpart",af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
948,623aaf39-5f31-4355-8ee6-e127d237ba47,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,4,af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
949,544dae51-e843-46dc-821f-30fcbd4a1d2e,Megaloptera,Sialidae,(Megaloptera) Sialidae,,,af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
950,52a2fc5b-caa4-4c4a-8e14-574cdf433e57,Plecoptera,Perlidae,(Plecoptera) Perlidae,,3,af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
951,012f2bc0-be1b-4ac0-8879-bcaeb1f721cf,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,ectopria!,af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
952,8a1189a7-07d4-4e78-87b3-941457ebd9af,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,4; really good specimen for stenonema (smaller gill on last abdominal segment),af511606-8f70-49a7-8e5c-13fc8ceea9bb,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 19:16,keleigh.reynolds@dec.ny.gov_nysdec
953,617ef616-7dda-4c45-8edd-86046a751e12,Crustacea: Decapoda,Pleocyemata: Cambaridae,(Crustacea: Decapoda) Pleocyemata: Cambaridae,,,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
954,447b4061-c2e4-4fd9-82c9-5a6874296408,Wormlike,Other,(Wormlike) Other,very small white-ish worm,,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
955,26e6edc0-b716-4dcb-8c8a-d55a0cd3f30e,Diptera,Undet. Diptera,(Diptera) Undet. Diptera,,"no head part, may have broken off",904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
956,a85b4d30-ca15-4cdd-8f9a-229baa58789f,Coleoptera,Elmidae,(Coleoptera) Elmidae,,2,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
957,a34b524d-20e5-4653-8a95-efd2903d0bb4,Coleoptera,Dytiscidae,(Coleoptera) Dytiscidae,,,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
958,9d7c00cf-05c4-4c11-8669-addd01a660e4,Coleoptera,Hydrophilidae,(Coleoptera) Hydrophilidae,,,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
959,0c9a18f6-548b-48b3-8802-5740b5aa9c32,Odonata: Anisoptera,Gomphidae,(Odonata: Anisoptera) Gomphidae,,,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
960,756ba271-1ef3-4fbc-885f-2c07f7c53502,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
961,ffcbd4c0-0755-4e1e-82d2-98b4c87102db,Ephemeroptera,Ephemerellidae,(Ephemeroptera) Ephemerellidae,,"3 of these; gills on dorsal side of abdomen, none on segment 1 and 2, operculate down the rest of him.",904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
962,09cb34c6-083a-4d93-8699-4b4ea310f81b,Plecoptera,Chloroperlidae,(Plecoptera) Chloroperlidae,,3,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
963,c2155b8f-4ca2-425b-8557-701a1c67e21e,Plecoptera,Perlodidae,(Plecoptera) Perlodidae,,,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
964,2db5e689-38ae-4412-8470-30e29ba64d8e,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
965,b73f2c91-0c16-4441-8558-b91c1e64344e,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,904d3d90-a6a8-4664-8422-b6c53e75a399,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:06,keleigh.reynolds@dec.ny.gov_nysdec
966,7a541c34-fb4d-440c-8194-ad6156608139,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec
967,3f961ab0-c535-4b59-8c33-8cad92d8c1f7,Diptera,Tipulidae,(Diptera) Tipulidae,,2,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
968,13f8da5a-ec58-44da-82ed-70ba944017b5,Diptera,Athericidae,(Diptera) Athericidae,,2,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
969,533274cb-8979-469c-8dbd-af4f25f36ba2,OTHER,,(OTHER) ,adult bug and 2 fish.,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec
970,fb3b7d46-d80d-4abb-8292-b8da2c42602d,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
971,9455a4b5-683a-45a0-8f98-0787270752e1,Diptera: Chironomidae,,(Diptera: Chironomidae) ,,3/23 not chironomus,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
972,6c4698e9-170f-4ab8-84ea-827f284290f7,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
973,e7861f16-7a87-4f6a-804d-8b3ab5deb79e,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,2,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
974,5b763bdd-60e3-4f1c-8fb3-21882795d971,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
975,271e27fe-d118-41a3-8a15-1fb8fed5f80b,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
976,898050ba-b621-4182-8810-564fd907c4ee,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
977,4ce1d11b-2149-4769-84a3-5e92a1d9e748,Trichoptera,Glossosomatidae,(Trichoptera) Glossosomatidae,,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
978,80ec560b-0cd0-445b-8077-c158dcffbde0,Trichoptera,Brachycentridae,(Trichoptera) Brachycentridae,,3 with sand grain cases,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
979,f29bfc1c-e26c-4598-85d4-fb0ac217296b,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
980,73db1648-f0d8-4082-8d99-da3dc7fa3355,Ephemeroptera,Ephemerellidae,(Ephemeroptera) Ephemerellidae,,,68bc9104-28bd-4701-8761-f94e8729a891,2/23/2021 20:51,keleigh.reynolds@dec.ny.gov_nysdec,3/23/2021 16:46,keleigh.reynolds@dec.ny.gov_nysdec
981,6d88b006-8dc4-48ec-85f1-640b49232442,Odonata: Anisoptera,Aeshnidae,(Odonata: Anisoptera) Aeshnidae,,,df3b49bb-02b5-40ce-88e5-564a9609d8d8,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec
982,82642e5d-19d5-49a5-85a5-c6fc44d08571,Megaloptera,Sialidae,(Megaloptera) Sialidae,,,df3b49bb-02b5-40ce-88e5-564a9609d8d8,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec
983,c67512ce-a642-4649-8371-8c6607ec31e5,Ephemeroptera,Ephemeridae,(Ephemeroptera) Ephemeridae,,"tusks, smooth ending in point, gills curve up over abdomen; body of another one with no head",df3b49bb-02b5-40ce-88e5-564a9609d8d8,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec
984,e6cc4b64-a1c4-4481-81f4-b28d3cdb5539,Plecoptera,Perlidae,(Plecoptera) Perlidae,,3 of these,df3b49bb-02b5-40ce-88e5-564a9609d8d8,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec
985,90cdf55b-d907-44ea-8eb7-c18ee99d3dec,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,larvae penny,df3b49bb-02b5-40ce-88e5-564a9609d8d8,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec
986,ea24f985-0b08-4c11-8416-a9cab172e77c,Ephemeroptera,Ephemerellidae,(Ephemeroptera) Ephemerellidae,,,df3b49bb-02b5-40ce-88e5-564a9609d8d8,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec
987,38502b1a-75e0-49f9-84f2-ee92d7dbf14d,Plecoptera,Peltoperlidae,(Plecoptera) Peltoperlidae,,,df3b49bb-02b5-40ce-88e5-564a9609d8d8,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec
988,3efd53db-09ba-45c1-8fde-dfb1714c3d2e,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,4 of these,df3b49bb-02b5-40ce-88e5-564a9609d8d8,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec
989,cb71deab-adfa-482f-8775-01a3dc855f8c,Diptera,Tipulidae,(Diptera) Tipulidae,,,df3b49bb-02b5-40ce-88e5-564a9609d8d8,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:33,keleigh.reynolds@dec.ny.gov_nysdec
990,f2173b36-a54e-4749-8223-ed4ac32c6528,Diptera,Tipulidae,(Diptera) Tipulidae,,3 of these,7a4d9e96-a031-4904-8214-5450f3c20d6d,3/2/2021 15:45,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:45,keleigh.reynolds@dec.ny.gov_nysdec
991,af01b73c-9ab5-4bed-8f0b-1815553959e1,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,3 of these,7a4d9e96-a031-4904-8214-5450f3c20d6d,3/2/2021 15:45,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:45,keleigh.reynolds@dec.ny.gov_nysdec
992,f00b0734-63a6-4b8d-8d5d-e3fdcbf7878a,Plecoptera,Perlodidae,(Plecoptera) Perlodidae,,"specimens pretty beat up, just tips of cerci left, one abdomen gone.",7a4d9e96-a031-4904-8214-5450f3c20d6d,3/2/2021 15:45,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 15:45,keleigh.reynolds@dec.ny.gov_nysdec
993,d0967731-d9c6-48a3-8849-7b4213374ec5,Wormlike,"Tricladida, Planaridae","(Wormlike) Tricladida, Planaridae",,,0d2f1d00-65a9-4a65-80b4-faf0588c925b,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec
994,1de70b4d-76a3-4cf0-89f0-78654f2c12c0,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,0d2f1d00-65a9-4a65-80b4-faf0588c925b,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec
995,1d8eae16-6f89-4e7a-8435-e5ac35bc3dfc,Trichoptera,Helicopsychidae,(Trichoptera) Helicopsychidae,,2,0d2f1d00-65a9-4a65-80b4-faf0588c925b,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec
996,b813fe53-965f-4237-84ab-e955157ac40f,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,2 of these,0d2f1d00-65a9-4a65-80b4-faf0588c925b,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec
997,ef33f4fd-4b69-4f62-8f9e-af977b81e6be,OTHER,,(OTHER) ,not an aquatic bug,,0d2f1d00-65a9-4a65-80b4-faf0588c925b,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec,3/2/2021 16:08,keleigh.reynolds@dec.ny.gov_nysdec
998,18352896-20ee-4d58-82fc-ee107da53a34,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
999,23491e9f-8915-42a1-892a-2ab5e25437bc,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1000,4cde6425-4daf-4892-8426-775181664f60,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1001,2b57284b-17a3-4560-882a-02b11fd13413,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1002,7f1dc66c-58c3-43de-8452-2656c866096d,Wormlike,Oligochaeta,(Wormlike) Oligochaeta,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1003,9c075d99-6859-45dc-81a5-b9859a576005,Wormlike,Hirudinea,(Wormlike) Hirudinea,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1004,d5226563-508a-4347-8a96-839ac65646b2,Wormlike,Oligochaeta,(Wormlike) Oligochaeta,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1005,2a0c3d52-be34-409c-8d16-a500fa886e24,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,midge ID needed,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1006,0d6682c3-1d8d-4dca-8974-45aa226c7710,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1007,8f43ad1e-e43f-40e0-8f7b-0ef1a9f7d91c,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1008,128d29aa-1414-4e14-85cd-48bdaac6a7f7,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1009,e7d7b0fd-33c5-49fb-8e58-909494029e0f,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1010,8dba4dd7-112e-4e3b-8e85-beec40a2f52d,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1011,1b9763cc-6d88-4d96-8d10-6367b398fe30,OTHER,,(OTHER) ,"4 adult, big winged bugs.  Not-IDed.  ",,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1012,0a3d32b2-6d6f-49aa-8ada-1714848f8355,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,"head missing, or with parasite, unclear looking at it.",6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1013,25755547-4cbf-4e13-8d34-2ca05b5f1bee,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1014,50a2911b-dff0-46f6-80c2-9f209e190f18,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1015,ccaca00a-f96f-42da-8a1f-51aeb48d0d50,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1016,e32713cc-c69c-4d03-8bea-d4b388839245,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1017,4e4b859a-2342-4643-810d-a6d71c2c5f00,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1018,e5baab79-4c46-4013-8361-0762f919a6ca,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1019,f22d451e-637e-479d-8fc7-31c8304c8aab,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1020,6e6e26dc-0689-4bb5-8784-bac0d5a14440,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1021,704030d1-78eb-4ead-8214-5785a6a2f81c,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1022,767ee464-cc3d-414c-878c-56d2e9095459,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
1023,86e60e63-826b-4770-8b7f-16d31045197c,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,6a294c0a-819e-4333-8026-42ebb1097976,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec,3/2/2021 16:16,meredith.streeter@dec.ny.gov_nysdec
