"stationID","Lat","Lon","Stream Name","Assessment","Individual Sample Results"
"42.172_-76.734",42.172,-76.734,"Newtown Creek","No Conclusion","10/3/2017:No Conclusion"
"42.176_-75.279",42.176,-75.279,"Trout Creek","No Known Impact","09/23/2013:No Known Impact"
"42.178_-73.57",42.178,-73.57,"Taghkanic Creek, Upper, and tribs","No Conclusion","07/19/2013:No Conclusion
07/03/2014:No Conclusion
08/07/2013:No Conclusion
07/11/2015:No Conclusion"
"42.181_-74.197",42.181,-74.197,"Unknown","No Known Impact","7/29/2017:No Known Impact"
"42.181_-74.597",42.181,-74.597,"Batavia Kill","No Known Impact","9/16/2018:No Known Impact"
"42.181_-75.622",42.181,-75.622,"Belden Brook","No Known Impact","07/18/2015:No Known Impact"
"42.182_-74.204",42.182,-74.204,"Stony Grove Creek, Upper, and tribs","No Conclusion","06/30/2014:No Conclusion"
"42.182_-75.013",42.182,-75.013,"Minor Tribs to West Branch Delaware","No Conclusion","09/14/2015:No Conclusion"
"42.186_-73.494",42.186,-73.494,"Catamount stream?","No Conclusion","9/23/2018:No Conclusion"
"42.186_-76.73",42.186,-76.73,"Jackson Creek","No Conclusion","7/17/2018:No Conclusion"
"42.188_-73.574",42.188,-73.574,"Conklin Bridge","No Conclusion","9/30/2018:No Conclusion"
"42.19_-74.188",42.19,-74.188,"Minor Tribs to Schoharie Creek","No Conclusion","09/29/2015:No Conclusion"
"42.19_-74.997",42.19,-74.997,"Minor Tribs to West Branch Delaware","No Conclusion","09/15/2015:No Conclusion"
"42.191_-76.058",42.191,-76.058,"Nanticoke Creek","No Conclusion","7/1/2017:No Conclusion"
"42.192_-75.619",42.192,-75.619,"Wylie Brook","No Known Impact","07/31/2015:No Known Impact"
"42.193_-73.58",42.193,-73.58,"Texas Hill road stream?","No Conclusion","9/23/2018:No Conclusion"
"42.193_-75.902",42.193,-75.902,"Castle Creek","No Known Impact","7/1/2017:No Known Impact"
"42.195_-74.055",42.195,-74.055,"Kaaterskill Cr, Upper, and minor tribs","No Conclusion","09/30/2012:No Conclusion"
"42.195_-74.092",42.195,-74.092,"Kaaterskill Creek","No Conclusion","09/30/2012:No Conclusion"
"42.196_-73.74",42.196,-73.74,"Loomis Creek","No Conclusion","08/08/2014:No Conclusion"
"42.197_-73.501",42.197,-73.501,"Roeliff Jansen Kill","No Conclusion","9/25/2016:No Conclusion"
"42.197_-73.943",42.197,-73.943,"Kaaterskill Cr, Lower, and tribs","No Conclusion","07/22/2014:No Conclusion"
"42.197_-75.656",42.197,-75.656,"Belden Brook","No Known Impact","07/16/2015:No Known Impact"
"42.198_-75.656",42.198,-75.656,"Belden Brook and tribs","No Known Impact","07/10/2015:No Known Impact"
"42.201_-79.15",42.201,-79.15,"Clear Creek and tribs","No Known Impact","07/11/2014:No Known Impact"
"42.202_-76.991",42.202,-76.991,"Post Creek","No Known Impact","9/19/2016:No Known Impact"
"42.205_-73.975",42.205,-73.975,"Vly Creek","No Conclusion","07/22/2014:No Conclusion"
"42.205_-75.274",42.205,-75.274,"Trout Creek","No Known Impact","09/23/2015:No Known Impact"
"42.205_-75.275",42.205,-75.275,"Trout Creek","No Known Impact","09/22/2014:No Known Impact"
"42.206_-75.275",42.206,-75.275,"Trout Creek","No Known Impact","9/25/2017:No Known Impact"
"42.215_-76.04",42.215,-76.04,"Nanticoke creek","No Known Impact","7/9/2019:No Known Impact"
"42.221_-79.053",42.221,-79.053,"Conewango ","No Known Impact","7/1/2017:No Known Impact"
"42.225_-75.164",42.225,-75.164,"Kerrs Creek","No Known Impact","09/14/2013:No Known Impact"
"42.226_-75.916",42.226,-75.916,"Castle Creek","No Known Impact","07/23/2015:No Known Impact"
"42.228_-74.474",42.228,-74.474,"Vly Creek","No Conclusion","7/7/2018:No Conclusion"
"42.231_-75.526",42.231,-75.526,"Bumps Creek","No Known Impact","07/23/2015:No Known Impact"
"42.232_-73.69",42.232,-73.69,"Claverack Creek","No Known Impact","7/8/2016:No Known Impact"
"42.233_-73.69",42.233,-73.69,"Claverack Creek","No Conclusion","08/10/2015:No Conclusion
07/20/2014:No Conclusion
07/02/2012:No Conclusion"
"42.233_-74.13",42.233,-74.13,"East Kill","No Conclusion","7/21/2017:No Conclusion"
"42.233_-76.841",42.233,-76.841,"catherine creek","No Conclusion","8/17/2016:No Conclusion"
"42.234_-74.13",42.234,-74.13,"East Kill","No Conclusion","09/15/2015:No Conclusion"
"42.237_-74.011",42.237,-74.011,"Kisatom Brook and tribs","No Conclusion","08/19/2012:No Conclusion"
"42.237_-74.114",42.237,-74.114,"East Kill","No Conclusion","08/20/2013:No Conclusion"
"42.238_-74.147",42.238,-74.147,"East Kill","No Known Impact","09/17/2014:No Known Impact
09/16/2015:No Known Impact
7/28/2017:No Known Impact"
"42.248_-73.655",42.248,-73.655,"Agawamuck Creek","No Known Impact","09/14/2012:No Known Impact"
"42.248_-74.303",42.248,-74.303,"East Kill","No Conclusion","09/29/2015:No Conclusion
08/23/2014:No Conclusion"
"42.249_-74.303",42.249,-74.303,"East Kill","No Conclusion","8/18/2017:No Conclusion"
"42.258_-75.767",42.258,-75.767,"Page Brook","No Known Impact","8/2/2017:No Known Impact"
"42.269_-77.76",42.269,-77.76,"Canacadea Creek","No Conclusion","8/3/2017:No Conclusion"
"42.273_-75.743",42.273,-75.743,"Phelps Creek","No Conclusion","7/12/2017:No Conclusion"
"42.274_-76.838",42.274,-76.838,"Catherine Creek","No Conclusion","10/3/2017:No Conclusion"
"42.281_-73.711",42.281,-73.711,"Mud Creek","No Conclusion","08/14/2015:No Conclusion
08/08/2014:No Conclusion"
"42.285_-75.889",42.285,-75.889,"Halfway/Ticknor Brook","No Known Impact","8/21/2018:No Conclusion
9/10/2019:No Known Impact
8/28/2017:No Known Impact"
"42.289_-77.748",42.289,-77.748,"Canacadea Creek","No Conclusion","9/28/2016:No Conclusion"
"42.29_-75.212",42.29,-75.212,"Carr's Creek","No Known Impact","7/10/2017:No Known Impact"
"42.293_-74.133",42.293,-74.133,"Batavia Kill","No Known Impact","8/29/2017:No Known Impact"
"42.298_-76.716",42.298,-76.716,"Cayuta Creek","No Known Impact","7/6/2017:No Known Impact"
"42.299_-79.099",42.299,-79.099,"Cherry Creek","No Conclusion","08/30/2015:No Conclusion"
"42.302_-74.561",42.302,-74.561,"Pleasant Valley Brook","No Known Impact","08/08/2013:No Known Impact"
"42.306_-75.536",42.306,-75.536,"Kelsey Brook","No Known Impact","9/20/2017:No Known Impact
9/27/2016:No Known Impact
09/04/2015:No Known Impact"
"42.306_-79.578",42.306,-79.578,"Chautauqua Creek","No Known Impact","07/01/2014:No Known Impact"
"42.309_-79.574",42.309,-79.574,"Little Chautauqua Creek","No Conclusion","07/12/2014:No Conclusion
08/12/2014:No Conclusion"
"42.312_-78.038",42.312,-78.038,"Angelica Creek","No Conclusion","09/01/2013:No Conclusion"
"42.313_-74.721",42.313,-74.721,"Little Delaware, Upper, and tribs","No Conclusion","08/31/2013:No Conclusion"
"42.314_-76.65",42.314,-76.65,"Chaffe Creek (trib of pony hollow creek)","No Conclusion","7/2/2017:No Conclusion"
"42.316_-76.713",42.316,-76.713,"Cayuta Creek ","No Conclusion","7/13/2017:No Conclusion"
"42.321_-75.183",42.321,-75.183,"Hamsone Brook","No Known Impact","7/1/2017:No Known Impact"
"42.323_-74.092",42.323,-74.092,"Bowery Creek","No Conclusion","08/11/2012:No Conclusion"
"42.325_-77.551",42.325,-77.551,"Canisteo River, Middle, and minor tribs","No Conclusion","08/18/2013:No Conclusion"
"42.331_-79.568",42.331,-79.568,"Doty Creek","No Conclusion","09/12/2014:No Conclusion"
"42.332_-75.176",42.332,-75.176,"Treadwell Creek","No Known Impact","9/30/2017:No Known Impact"
"42.333_-75.288",42.333,-75.288,"Ouleout Creek","No Known Impact","9/19/2017:No Known Impact"
"42.336_-73.432",42.336,-73.432,"Minor Tribs to Mass","No Known Impact","07/24/2015:No Known Impact"
"42.337_-76.787",42.337,-76.787,"Catlin Mill Creek","No Conclusion","9/27/2018:No Conclusion"
"42.337_-76.838",42.337,-76.838,"Seneca Lake Inlet and minor tribs","No Known Impact","09/08/2015:No Known Impact"
"42.338_-74.451",42.338,-74.451,"Bearkilll","No Known Impact","7/25/2018:No Known Impact"
"42.34_-73.627",42.34,-73.627,"Kline Kill","No Conclusion","07/01/2014:No Conclusion
07/11/2015:No Conclusion
7/1/2016:No Conclusion"
"42.34_-74.078",42.34,-74.078,"Bowery Creek","No Known Impact","09/26/2013:No Known Impact"
"42.345_-75.054",42.345,-75.054,"Treadwell Creek","No Known Impact","9/27/2017:No Known Impact"
"42.351_-75.968",42.351,-75.968,"Page Brook","No Conclusion","8/9/2017:No Conclusion"
"42.355_-77.92",42.355,-77.92,"Black Creek","No Conclusion","09/01/2013:No Conclusion"
"42.368_-73.603",42.368,-73.603,"Stony Kill","No Conclusion","07/02/2012:No Conclusion"
"42.368_-75.127",42.368,-75.127,"Ouleout Creek","No Known Impact","9/29/2017:No Known Impact"
"42.368_-76.718",42.368,-76.718,"Small trib to Cayuta Lake","No Conclusion","9/28/2017:No Conclusion"
"42.369_-73.718",42.369,-73.718,"Kinderhook Creek","No Conclusion","08/22/2014:No Conclusion"
"42.369_-76.901",42.369,-76.901,"Glen Creek","No Known Impact","7/27/2016:No Known Impact"
"42.369_-78.14",42.369,-78.14,"Crawford Creek","No Conclusion","09/15/2013:No Conclusion"
"42.371_-73.608",42.371,-73.608,"Stony Kill","No Known Impact","07/26/2014:No Conclusion
7/2/16:No Known Impact
07/20/2015:No Conclusion"
"42.372_-73.592",42.372,-73.592,"Stony Kill","No Conclusion","08/08/2014:No Conclusion"
"42.373_-73.656",42.373,-73.656,"Kinderhook Creek, Lower, and minor tribs","No Conclusion","08/22/2014:No Conclusion"
"42.375_-76.873",42.375,-76.873,"Glen Creek","No Known Impact","7/27/2016:No Known Impact"
"42.377_-73.429",42.377,-73.429,"Flat Brook","No Known Impact","07/24/2015:No Known Impact"
"42.39_-73.551",42.39,-73.551,"Stony Kill","No Known Impact","07/13/2012:No Known Impact
07/02/2012:No Known Impact"
"42.39_-75.074",42.39,-75.074,"Ouleout Creek","No Known Impact","9/28/2017:No Known Impact"
"42.392_-76.597",42.392,-76.597,"Fish Kill, Upper And Tribs","No Known Impact","09/26/2022:No Known Impact"
"42.398_-76.547",42.398,-76.547,"Enfield Creek","No Known Impact","5/27/2016:No Known Impact"
"42.406_-76.598",42.406,-76.598,"Enfield Creek","No Known Impact","09/15/2022:No Known Impact"
"42.408_-73.68",42.408,-73.68,"Kinderhook Creek","No Known Impact","07/29/2014:No Conclusion
7/2/16:No Conclusion
07/14/2015:No Known Impact"
"42.409_-74.461",42.409,-74.461,"Schoharie Creek","No Conclusion","07/29/2015:No Conclusion"
"42.41_-73.522",42.41,-73.522,"Stony Kill","No Known Impact","07/09/2012:No Known Impact"
"42.412_-73.449",42.412,-73.449,"Stony Kill","No Conclusion","08/08/2014:No Conclusion"
"42.413_-73.681",42.413,-73.681,"Kinderhook Creek","No Conclusion","09/12/2015:No Conclusion"
"42.414_-76.53",42.414,-76.53,"Cayuga Inlet","No Known Impact","07/25/2015:No Known Impact"
"42.419_-76.849",42.419,-76.849,"Hector Falls Creel and Tribs","No Known Impact","7/25/2017:No Known Impact"
"42.42_-76.465",42.42,-76.465,"Six Mile Creek","No Known Impact","9/2/2016:No Known Impact"
"42.423_-74.218",42.423,-74.218,"Catskill Creek, Upper, and minor tribs","No Known Impact","09/20/2013:No Known Impact"
"42.423_-76.524",42.423,-76.524,"Cayuga Inlet","No Known Impact","09/26/2015:No Known Impact"
"42.424_-76.203",42.424,-76.203,"East Branch Owego Creek","No Known Impact","9/19/2016:No Known Impact"
"42.427_-73.676",42.427,-73.676,"Valatie Kill","No Conclusion","09/30/2022:No Conclusion"
"42.428_-76.225",42.428,-76.225,"Harford Creek","No Known Impact","9/21/2016:No Known Impact"
"42.428_-77.431",42.428,-77.431,"Ten Mile Creek","No Known Impact","9/11/2016:No Known Impact"
"42.429_-74.458",42.429,-74.458,"Minor Tribs to Schoharie Creek","No Conclusion","07/29/2015:No Conclusion"
"42.431_-74.467",42.431,-74.467,"Mine Kill and tribs","No Known Impact","07/28/2015:No Known Impact"
"42.432_-74.463",42.432,-74.463,"Mine Kill","No Conclusion","07/22/2014:No Conclusion"
"42.433_-74.457",42.433,-74.457,"Mine Kill","No Conclusion","07/22/2014:No Conclusion"
"42.433_-77.456",42.433,-77.456,"Neils Creek","No Known Impact","9/19/2016:No Known Impact"
"42.434_-77.456",42.434,-77.456,"Neil Creek and tribs","No Conclusion","8/29/2016:No Conclusion"
"42.442_-76.033",42.442,-76.033,"Hunts Creek","No Known Impact","07/20/2015:No Known Impact"
"42.446_-74.92",42.446,-74.92,"Kortright Creek","No Known Impact","7/29/2017:No Known Impact"
"42.447_-74.759",42.447,-74.759,"Middle Brook","No Known Impact","09/25/2013:No Known Impact"
"42.448_-76.502",42.448,-76.502,"Cascadilla Creek","No Conclusion","07/05/2015:No Conclusion"
"42.452_-75.016",42.452,-75.016,"Charlotte Creek","No Conclusion","7/8/2017:No Conclusion"
"42.462_-75.055",42.462,-75.055,"Oneonta Creek","No Conclusion","08/03/2022:No Conclusion"
"42.463_-73.848",42.463,-73.848,"Hannacrois Creek","No Known Impact","09/22/2015:No Known Impact"
"42.464_-75.055",42.464,-75.055,"Oneonta Creek","No Conclusion","7/7/2017:No Conclusion"
"42.465_-73.77",42.465,-73.77,"Minor Tribs to East of Hudson","No Conclusion","08/23/2013:No Conclusion"
"42.465_-73.792",42.465,-73.792,"Hannacroix Creek","Possibly Impaired","7/5/2016:Possibly Impaired"
"42.467_-75.05",42.467,-75.05,"Oneonta Creek","No Conclusion","7/5/2017:No Conclusion"
"42.468_-75.911",42.468,-75.911,"Willet Creek","No Known Impact","09/04/2015:No Known Impact"
"42.468_-79.181",42.468,-79.181,"Walnut Creek","No Conclusion","08/25/2014:No Conclusion"
"42.471_-73.868",42.471,-73.868,"Hannacroix Creek","No Conclusion","7/26/2016:No Conclusion"
"42.475_-73.631",42.475,-73.631,"Valatie Kill","No Known Impact","07/31/2014:No Known Impact
7/1/2016:No Conclusion
09/13/2015:No Conclusion"
"42.476_-73.793",42.476,-73.793,"Coeymans Creek","Possibly Impaired","7/26/2016:Possibly Impaired"
"42.478_-73.794",42.478,-73.794,"Coeymans Creek","No Conclusion","09/25/2013:No Conclusion"
"42.481_-74.033",42.481,-74.033,"Basic Creek Uppers","dry","7/14/2016:dry"
"42.482_-79.305",42.482,-79.305,"Hyde Creek","Possibly Impaired","08/06/2014:Possibly Impaired
09/14/2014:No Conclusion"
"42.485_-74.268",42.485,-74.268,"Catskill Creek","No Known Impact","09/20/2013:No Known Impact"
"42.489_-74.959",42.489,-74.959,"Shenevus Creek","No Conclusion","08/03/2022:No Conclusion"
"42.49_-76.914",42.49,-76.914,"Big Stream","No Known Impact","7/5/2016:No Known Impact"
"42.495_-73.447",42.495,-73.447,"Kinderhook Creek, Upper, and minor tribs","No Known Impact","09/12/2015:No Known Impact
08/11/2014:No Conclusion
7/10/2016:No Conclusion"
"42.495_-75.045",42.495,-75.045,"Oneonta Creek","No Known Impact","7/1/2016:No Known Impact"
"42.499_-74.02",42.499,-74.02,"Basic Creek Uppers","dry","7/14/2016:dry"
"42.5_-74.292",42.5,-74.292,"Catskill Creek, Upper, and minor tribs","No Known Impact","09/20/2013:No Known Impact"
"42.5_-75.185",42.5,-75.185,"Otsdawa Creek","No Conclusion","7/2/2017:No Conclusion"
"42.501_-74.031",42.501,-74.031,"Basic Creek","No Conclusion","8/19/2016:No Conclusion"
"42.504_-73.618",42.504,-73.618,"Valatie Kill","No Known Impact","7/1/2016:No Conclusion
08/02/2014:No Known Impact
08/10/2015:No Known Impact"
"42.505_-73.735",42.505,-73.735,"Muitzes Kill","No Conclusion","08/26/2012:No Conclusion"
"42.506_-73.506",42.506,-73.506,"Kinderhook Creek","No Known Impact","08/23/2015:No Conclusion
7/27/2016:No Conclusion
08/11/2014:No Known Impact"
"42.508_-73.509",42.508,-73.509,"Kinderhook Creek","No Known Impact","7/27/2016:No Known Impact
07/30/2012:No Conclusion"
"42.51_-73.516",42.51,-73.516,"Kinderhook Creek","No Known Impact","07/04/2014:No Conclusion
09/05/2015:No Known Impact
7/10/2016:No Known Impact"
"42.512_-73.808",42.512,-73.808,"Coeymans Creek","No Known Impact","7/11/2016:No Known Impact"
"42.514_-73.617",42.514,-73.617,"Valatie Kill","No Conclusion","07/03/2014:No Conclusion"
"42.514_-74.048",42.514,-74.048,"Basic Creek","No Conclusion","09/25/2013:No Conclusion"
"42.514_-74.245",42.514,-74.245,"Lake Creek","No Known Impact","09/20/2013:No Known Impact"
"42.516_-73.753",42.516,-73.753,"Muitzes Kill","No Conclusion","08/03/2013:No Conclusion"
"42.516_-73.755",42.516,-73.755,"Muitzes Kill","No Conclusion","08/26/2012:No Conclusion
07/21/2012:No Conclusion"
"42.518_-73.372",42.518,-73.372,"Wyomanock Creek","No Conclusion","07/31/2014:No Conclusion"
"42.518_-76.974",42.518,-76.974,"Big Stream","No Conclusion","08/07/2021:No Conclusion"
"42.52_-73.672",42.52,-73.672,"Vlockie Kill, Upper, and tribs","No Known Impact","08/23/2013:No Known Impact"
"42.522_-74.703",42.522,-74.703,"Charlotte Creek","No Known Impact","09/26/2013:No Known Impact"
"42.525_-76.483",42.525,-76.483,"Gulf Creek","No Known Impact","09/06/2015:No Known Impact"
"42.526_-73.473",42.526,-73.473,"Black Brook","No Known Impact","7/2/16:No Known Impact
07/22/2015:No Conclusion
07/13/2014:No Conclusion"
"42.527_-77.001",42.527,-77.001,"Un-Nammed Stream","No Conclusion","08/08/2021:No Conclusion"
"42.529_-73.82",42.529,-73.82,"Coeymans Creek","No Conclusion","07/14/2012:No Conclusion"
"42.53_-75.899",42.53,-75.899,"Brakel Creek","No Known Impact","9/22/2016:No Known Impact"
"42.53_-76.635",42.53,-76.635,"Taughannock Creek","No Known Impact","08/15/2015:No Known Impact"
"42.531_-73.416",42.531,-73.416,"Kinderhook Creek","No Known Impact","07/30/2012:No Known Impact
08/08/2012:No Known Impact"
"42.536_-74.077",42.536,-74.077,"Basic Creek","Possibly Impaired","8/3/2016:Possibly Impaired"
"42.537_-73.839",42.537,-73.839,"Onesquethaw Creek","No Conclusion","8/20/2019:No Conclusion"
"42.539_-73.829",42.539,-73.829,"Coeymans Creek","Possibly Impaired","9/18/2017:No Conclusion
9/22/2016:Possibly Impaired"
"42.539_-73.83",42.539,-73.83,"Onesquethaw Creek","No Conclusion","07/20/2012:No Conclusion
07/14/2012:No Conclusion"
"42.54_-73.403",42.54,-73.403,"Black River","No Conclusion","07/28/2014:No Conclusion"
"42.541_-73.893",42.541,-73.893,"Feuri Spruyt","No Known Impact","09/18/2014:No Known Impact"
"42.541_-75.904",42.541,-75.904,"Mead Brook","No Known Impact","9/14/2016:No Known Impact"
"42.541_-76.649",42.541,-76.649,"Taughannock Creek","No Known Impact","7/9/2016:No Known Impact"
"42.541_-78.982",42.541,-78.982,"clear creek","No Conclusion","7/27/2016:No Conclusion"
"42.544_-74.412",42.544,-74.412,"Panther Creek","No Known Impact","07/23/2014:No Known Impact
09/14/2012:Possibly Impaired"
"42.545_-74.842",42.545,-74.842,"Elk Creek","No Known Impact","9/29/2017:No Known Impact"
"42.546_-75.236",42.546,-75.236,"Butternut Creek","No Known Impact","7/20/2018:No Known Impact"
"42.548_-73.769",42.548,-73.769,"Vlomankill","No Conclusion","9/16/2019:No Conclusion"
"42.549_-74.407",42.549,-74.407,"Schoharie Creek","No Known Impact","09/09/2012:No Known Impact"
"42.549_-75.246",42.549,-75.246,"Butternut creek tributary","No Known Impact","7/21/2017:No Known Impact"
"42.555_-75.897",42.555,-75.897,"Mallory Brook","No Known Impact","09/01/2015:No Known Impact"
"42.557_-73.654",42.557,-73.654,"Moordener Kill","No Conclusion","07/26/2014:No Conclusion"
"42.557_-73.658",42.557,-73.658,"Moordener Kill","No Conclusion","09/29/2012:No Conclusion"
"42.559_-73.515",42.559,-73.515,"Alder Brook","No Known Impact","9/8/2019:No Known Impact"
"42.564_-73.674",42.564,-73.674,"North Branch Moordener Kill and tribs","No Conclusion","07/02/2014:No Conclusion"
"42.567_-75.892",42.567,-75.892,"Pond Creek","No Known Impact","9/13/2016:No Known Impact"
"42.569_-73.677",42.569,-73.677,"North Branch Moordener Kill","No Known Impact","09/28/2012:No Known Impact
09/23/2012:No Conclusion
09/16/2014:No Conclusion"
"42.574_-73.705",42.574,-73.705,"Moordener Kill","No Known Impact","7/19/2016:No Known Impact"
"42.577_-78.852",42.577,-78.852,"North Branch Clear Creek","dry","09/30/2015:dry"
"42.578_-73.814",42.578,-73.814,"Dowers Kill","Possibly Impaired","09/16/2015:Possibly Impaired"
"42.578_-73.839",42.578,-73.839,"Vlomankill - Phillipinkill","dry","7/21/2016:dry"
"42.579_-73.839",42.579,-73.839,"Vlomankill - Phillipinkill","No Conclusion","7/21/2016:No Conclusion"
"42.581_-73.766",42.581,-73.766,"Minor Tribs to West of Hudson","dry","08/01/2015:dry"
"42.584_-73.487",42.584,-73.487,"Tackawasick Creek","No Conclusion","8/12/2019:No Conclusion"
"42.584_-73.49",42.584,-73.49,"unnamed","No Conclusion","8/12/2019:No Conclusion"
"42.584_-73.74",42.584,-73.74,"Papscanee Creek and minor tribs","No Conclusion","08/23/2013:No Conclusion"
"42.584_-73.748",42.584,-73.748,"Papscanee Creek","No Conclusion","08/23/2013:No Conclusion"
"42.586_-76.13",42.586,-76.13,"Trout Brook, Lower","No Known Impact","8/22/2016:No Known Impact"
"42.589_-78.682",42.589,-78.682,"Eighteenmile Creek, Upper, and tribs","No Conclusion","09/29/2014:No Conclusion"
"42.59_-73.641",42.59,-73.641,"North Branch Moordener Kill and tribs","No Conclusion","09/09/2014:No Conclusion"
"42.59_-74.753",42.59,-74.753,"Decatur Creek","No Known Impact","8/7/2016:No Known Impact"
"42.592_-74.348",42.592,-74.348,"Line Creek","No Known Impact","09/20/2013:No Known Impact
09/18/2013:No Known Impact
08/11/2014:No Conclusion"
"42.594_-73.664",42.594,-73.664,"North Branch Moordener Kill","No Conclusion","07/26/2014:No Conclusion"
"42.594_-76.095",42.594,-76.095,"Trout Brook","No Known Impact","8/31/2016:No Known Impact"
"42.597_-73.856",42.597,-73.856,"Phillipinkill","dry","7/6/2016:dry"
"42.598_-73.782",42.598,-73.782,"Island Creek and minor tribs","No Conclusion","09/07/2015:No Conclusion"
"42.598_-76.63",42.598,-76.63,"Minor Tribs to Cayuga Lake, Eastern","No Conclusion","09/30/2015:No Conclusion"
"42.6_-76.191",42.6,-76.191,"Otter Creek","No Conclusion","8/13/2017:No Conclusion"
"42.603_-79.114",42.603,-79.114,"Minor Tribs to Lake Erie","dry","09/30/2015:dry"
"42.604_-76.186",42.604,-76.186,"Otter Creek","No Conclusion","8/11/2019:No Conclusion"
"42.605_-76.215",42.605,-76.215,"Blue Creek","No Known Impact","09/10/2015:No Known Impact"
"42.606_-75.045",42.606,-75.045,"Otsego Creek","No Conclusion","08/19/2022:No Conclusion"
"42.606_-76.188",42.606,-76.188,"Dry Creek","No Known Impact","08/07/2015:No Known Impact"
"42.607_-73.769",42.607,-73.769,"Island Creek and minor tribs","dry","08/01/2015:dry
09/07/2015:dry"
"42.608_-73.748",42.608,-73.748,"Papscanee Creek and minor tribs","No Conclusion","08/23/2013:No Conclusion"
"42.608_-73.769",42.608,-73.769,"Island Creek and minor tribs","dry","09/07/2015:dry"
"42.61_-77.404",42.61,-77.404,"Eelpot Creek","No Known Impact","08/21/2015:No Known Impact"
"42.611_-73.894",42.611,-73.894,"Vlomankill Stream","No Conclusion","9/29/2016:No Conclusion"
"42.612_-73.897",42.612,-73.897,"Vlomankill Stream","No Conclusion","8/2/2017:No Conclusion"
"42.612_-79.11",42.612,-79.11,"Minor Tribs to Lake Erie","dry","09/30/2015:dry"
"42.613_-73.898",42.613,-73.898,"Vlomankill Stream","No Known Impact","9/29/2016:No Known Impact"
"42.614_-73.898",42.614,-73.898,"Vlomankill Stream","No Conclusion","7/31/2017:No Conclusion"
"42.614_-78.012",42.614,-78.012,"Wolf Creek, Letchworth Ny","No Conclusion","09/03/2022:No Conclusion"
"42.618_-74.13",42.618,-74.13,"Fox river ","No Known Impact","9/16/2019:No Known Impact"
"42.621_-73.525",42.621,-73.525,"Tribs to Burden Lake","No Conclusion","09/25/2012:No Conclusion"
"42.625_-73.564",42.625,-73.564,"Wynants Kill","No Known Impact","08/16/2012:No Known Impact"
"42.625_-74.129",42.625,-74.129,"Coeymans Creek","No Conclusion","9/26/2017:No Conclusion"
"42.626_-74.13",42.626,-74.13,"Fox Creek","No Conclusion","9/21/2016:No Conclusion"
"42.626_-75.814",42.626,-75.814,"Glen Brook","No Known Impact","9/22/2017:No Known Impact"
"42.628_-74.175",42.628,-74.175,"Fox Creek","No Conclusion","08/28/2013:No Conclusion"
"42.63_-74.74",42.63,-74.74,"Decatur Creek","No Known Impact","8/7/2016:No Known Impact"
"42.63_-74.741",42.63,-74.741,"Decatur Creek","No Known Impact","8/3/2018:No Known Impact"
"42.631_-73.535",42.631,-73.535,"Wynants Kill","No Known Impact","09/14/2012:No Known Impact
09/12/2012:No Conclusion"
"42.632_-73.414",42.632,-73.414,"Black River","No Conclusion","7/1/2016:No Conclusion
08/17/2015:No Conclusion
07/01/2014:No Conclusion"
"42.633_-78.334",42.633,-78.334,"Cattaraugus Cr, Upper, and tribs","No Conclusion","09/01/2014:No Conclusion"
"42.634_-73.801",42.634,-73.801,"Normans Kill","Possibly Impaired","08/19/2013:No Conclusion
09/07/2012:Possibly Impaired
08/24/2012:No Conclusion"
"42.635_-73.8",42.635,-73.8,"Normans Kill","No Conclusion","09/23/2013:No Conclusion"
"42.635_-73.999",42.635,-73.999,"Normanskill","No Conclusion","8/30/2017:No Conclusion"
"42.638_-73.539",42.638,-73.539,"Horse Heaven Brook","No Conclusion","09/25/2012:No Conclusion"
"42.642_-73.612",42.642,-73.612,"North Branch Moordener Kill","No Conclusion","07/17/2014:No Conclusion"
"42.642_-76.408",42.642,-76.408,"Owasco Inlet","No Conclusion","8/18/2017:No Conclusion"
"42.644_-76.189",42.644,-76.189,"Factory Brook","No Known Impact","9/4/2016:No Known Impact"
"42.644_-76.192",42.644,-76.192,"Factory Brook","No Known Impact","9/21/2016:No Known Impact"
"42.646_-78.547",42.646,-78.547,"East Branch Cazenovia Creek","No Conclusion","9/18/2018:No Conclusion"
"42.647_-78.548",42.647,-78.548,"East branch cazenovia creek","No Conclusion","9/18/2019:No Conclusion"
"42.649_-73.847",42.649,-73.847,"Krumkill","No Conclusion","9/18/2019:No Conclusion"
"42.649_-73.937",42.649,-73.937,"Vly Creek","No Known Impact","9/28/2018:No Known Impact"
"42.649_-73.956",42.649,-73.956,"Vly Creek","No Conclusion","8/16/2018:No Conclusion"
"42.649_-75.787",42.649,-75.787,"Ashbell Brook","No Known Impact","9/10/2017:No Known Impact"
"42.65_-73.537",42.65,-73.537,"Tribs to Burden Lake","No Known Impact","09/28/2012:No Known Impact
09/20/2012:No Known Impact"
"42.65_-73.844",42.65,-73.844,"Normanskill: Krumkill","No Conclusion","7/7/2016:No Conclusion"
"42.65_-78.447",42.65,-78.447,"Brown Brook","No Known Impact","09/13/2022:No Known Impact"
"42.651_-73.845",42.651,-73.845,"Krum Kill","Possibly Impaired","09/20/2012:Possibly Impaired"
"42.651_-73.926",42.651,-73.926,"Vly Creek","No Conclusion","09/22/2012:No Conclusion"
"42.652_-76.424",42.652,-76.424,"Owasco Inlet","No Conclusion","8/24/2017:No Conclusion"
