"EVENT_ID","LOCATION","RIVMILE","BASIN","DATE","COLLECT","REPLICATE","PROJECT","FINAL_SCORE","RICHNESS","RICH_SCORE","HBI","HBI_SCORE","SHANNON","SHANNON_SCORE","PMA","PMA_SCORE","EPT_RICH","EPT_SCORE","NBI_P","NBI_P_SCORE","NCO_RICH","NCO_RICH_SCORE","PCT_DOM3","PCT_DOM3_SCORE"
"1.6_RILY_10_7/24/2008_1","RILY","1.6",10,"7/24/2008",1,1,"RIBS_Scr",7.62,32,9.17,4.09,7.91,NA,NA,64,7.42,12,8.5,5.95,5.12,NA,NA,NA,NA
"1.6_SACN_E_11_7/11/2006_1","SACN_E","1.6",11,"7/11/2006",1,1,"RIBS_Scr",7.42,14,3.68,2.83,9.17,NA,NA,72,8.27,9,6.82,3.36,9.14,NA,NA,NA,NA
"1.6_SACN_E_11_9/18/2001_1","SACN_E","1.6",11,"9/18/2001",1,1,"RIBS_Scr",7.68,21,5.88,2.58,9.42,NA,NA,55,5.97,13,9,4.39,8.11,NA,NA,NA,NA
"1.6_SIXM_12_10/17/2011_1","SIXM","1.6",12,"10/17/2011",6,1,"Special Study",4.47,8,0,5.52,7.47,NA,NA,NA,NA,3,4.5,NA,NA,7,5.91,NA,NA
"1.6_SIXM_12_10/17/2014_1","SIXM","1.6",12,"10/17/2014",6,1,"Special Study",8.66,23,8.5,5.72,7.13,NA,NA,NA,NA,8,9,NA,NA,18,10,NA,NA
"1.6_SIXM_12_7/19/2014_1","SIXM","1.6",12,"7/19/2014",6,1,"Special Study",8.59,22,8,4.39,9.35,NA,NA,NA,NA,5,7,NA,NA,17,10,NA,NA
"1.6_SIXM_12_8/10/2011_1","SIXM","1.6",12,"8/10/2011",6,1,"RIBS_Int",8.5,29,10,5.2,8,NA,NA,NA,NA,4,6,NA,NA,15,10,NA,NA
"1.6_SIXM_12_8/15/2000_1","SIXM","1.6",12,"8/15/2000",1,1,"RIBS_Scr",7.25,26,7.35,4.84,7.08,NA,NA,72,8.27,9,6.82,5.3,6.75,NA,NA,NA,NA
"1.6_SIXM_12_8/17/2005_1","SIXM","1.6",12,"8/17/2005",6,1,"RIBS_Scr",4.4,16,4.77,6.47,5.88,NA,NA,NA,NA,1,1.5,NA,NA,6,5.45,NA,NA
"1.6_SIXM_12_8/18/2015_1","SIXM","1.6",12,"8/18/2015",1,1,"RIBS_Scr",5.07,27,7.78,5.48,6.27,NA,NA,44,4.11,5,4.72,7.01,2.48,NA,NA,NA,NA
"1.6_SIXM_12_8/8/1995_1","SIXM","1.6",12,"8/8/1995",1,1,"RIBS_Scr",4.9,27,7.78,5.61,6.11,NA,NA,45,4.27,4,4.17,7.14,2.15,NA,NA,NA,NA
"1.6_SIXM_12_8/8/1996_1","SIXM","1.6",12,"8/8/1996",1,1,"RIBS_Scr",6.02,26,7.35,5.18,6.65,NA,NA,52,5.48,6,5.45,5.93,5.18,NA,NA,NA,NA
"1.6_SMON_7_7/25/2006_1","SMON","1.6",7,"7/25/2006",1,1,"RIBS_Scr",7.25,25,7.06,4.99,6.89,NA,NA,79,8.94,11,8,5.85,5.38,NA,NA,NA,NA
"1.6_SMON_7_7/26/2005_1","SMON","1.6",7,"7/26/2005",1,1,"RAS",5.5,20,5.59,5.22,6.6,NA,NA,51,5.32,8,6.36,6.54,3.65,NA,NA,NA,NA
"1.6_SMON_7_8/20/2002_1","SMON","1.6",7,"8/20/2002",1,1,"RIBS_Int",6.31,26,7.35,5.49,6.26,NA,NA,59,6.61,11,8,6.66,3.35,NA,NA,NA,NA
"1.6_SMON_7_9/12/2001_1","SMON","1.6",7,"9/12/2001",1,1,"RIBS_Scr",6.25,23,6.47,5.39,6.39,NA,NA,60,6.77,9,6.82,6.08,4.8,NA,NA,NA,NA
"1.6_SPAF_7_9/2/2011_1","SPAF","1.6",7,"9/2/2011",6,1,"RIBS_Scr",8.34,27,10,5.89,6.85,NA,NA,NA,NA,6,8,NA,NA,12,8.5,NA,NA
"1.6_STOE_11_7/2/2012_1","STOE","1.6",11,"7/2/2012",1,1,"RIBS_Scr",5.99,26,7.35,5.07,6.79,NA,NA,45,4.27,7,5.91,5.74,5.65,NA,NA,NA,NA
"1.6_THAD_10_8/13/2013_1","THAD","1.6",10,"8/13/2013",1,1,"RIBS_Scr",7.72,25,7.06,3.44,8.56,NA,NA,58,6.45,12,8.5,4.49,8.01,NA,NA,NA,NA
"1.6_TINW_13_7/18/2013_1","TINW","1.6",13,"7/18/2013",1,1,"RIBS_Int",6.67,15,3.97,4.07,7.93,NA,NA,59,6.61,10,7.27,4.93,7.57,NA,NA,NA,NA
"1.6_TINW_13_9/13/2012_1","TINW","1.6",13,"9/13/2012",1,1,"RIBS_Scr",6.36,20,5.59,4.93,6.96,NA,NA,57,6.29,9,6.82,5.55,6.12,NA,NA,NA,NA
"1.6_TINW_13_9/9/2002_1","TINW","1.6",13,"9/9/2002",1,1,"RIBS_Scr",5.06,22,6.18,6.37,5.16,NA,NA,47,4.6,5,4.72,6.14,4.65,NA,NA,NA,NA
"1.6_TROD_11_7/24/2012_1","TROD","1.6",11,"7/24/2012",6,1,"RIBS_Scr",7.21,20,6.82,5.2,8,NA,NA,NA,NA,4,6,NA,NA,11,8,NA,NA
"1.6_WHIF_10_8/27/2008_1","WHIF","1.6",10,"8/27/2008",1,1,"RIBS_Scr",7.62,18,4.85,1.94,10,NA,NA,60,6.77,11,8,4,8.5,NA,NA,NA,NA
"1.6_WILY_4_8/10/1999_1","WILY","1.6",4,"8/10/1999",1,1,"RIBS_Scr",8.05,27,7.78,3.21,8.79,NA,NA,73,8.37,13,9,5.47,6.33,NA,NA,NA,NA
"1.6_WRIT_14_9/30/1999_1","WRIT","1.6",14,"9/30/1999",1,1,"RIBS_Scr",7.89,29,8.33,3.28,8.72,NA,NA,66,7.69,14,9.5,5.92,5.2,NA,NA,NA,NA
"1.7_ADKS11_124_12_8/16/2011_1","ADKS11_124","1.7",12,"8/16/2011",1,1,"Special Study",4.34,19,5.29,6.7,4.75,NA,NA,44,4.11,3,3.61,6.43,3.93,NA,NA,NA,NA
"1.7_BLAG_T2_13_9/11/2012_1","BLAG_T2","1.7",13,"9/11/2012",1,1,"RIBS_Scr",6.78,26,7.35,3.15,8.85,NA,NA,67,7.79,11,8,7.23,1.92,NA,NA,NA,NA
"1.7_BUFF_1_6/23/1987_1","BUFF","1.7",1,"6/23/1987",2,1,"PRE_RIBS",5.81,31,10,8.6,3.5,3.44940516982585,9.75,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_6/28/1988_1","BUFF","1.7",1,"6/28/1988",2,1,"PRE_RIBS",1.38,14,3.86,9.34,1.65,1.46892407892007,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_7/15/1993_1","BUFF","1.7",1,"7/15/1993",2,1,"RIBS_Scr",5.52,27,10,8.33,4.17,3.08275821712654,7.91,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_7/18/2000_1","BUFF","1.7",1,"7/18/2000",2,1,"RIBS_Scr",5.2,15,4.32,7.45,6.38,2.82171873701179,6.61,NA,NA,2,3.5,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_7/22/2005_1","BUFF","1.7",1,"7/22/2005",2,1,"RIBS_Scr",6.8,24,9,7.49,6.27,3.18394157666071,8.42,NA,NA,2,3.5,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_7/28/1987_1","BUFF","1.7",1,"7/28/1987",2,1,"PRE_RIBS",2.23,11,2.14,7.8,5.5,1.7525185384885,1.26,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_7/8/2010_1","BUFF","1.7",1,"7/8/2010",2,1,"RIBS_Scr",7.62,24,9,7.81,5.48,3.74521172910285,10,NA,NA,4,6,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_7/8/2015_1","BUFF","1.7",1,"7/8/2015",2,1,"RIBS_Scr",6.87,23,8.5,7.01,7.48,3.54298708992426,10,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_8/12/2010_1","BUFF","1.7",1,"8/12/2010",2,1,"RIBS_Scr",3.66,11,2.14,8.03,4.93,2.71355045726089,6.07,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_8/13/2015_1","BUFF","1.7",1,"8/13/2015",2,1,"RIBS_Scr",2.41,8,0,7.95,5.12,1.02457306756183,0,NA,NA,3,4.5,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_8/18/1993_1","BUFF","1.7",1,"8/18/1993",2,1,"RIBS_Scr",7.47,33,10,7.85,5.38,3.98679476105786,10,NA,NA,3,4.5,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_8/2/1988_1","BUFF","1.7",1,"8/2/1988",2,1,"PRE_RIBS",4.09,21,7.27,9.42,1.45,2.32730187076338,4.14,NA,NA,2,3.5,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_8/22/2000_1","BUFF","1.7",1,"8/22/2000",2,1,"RIBS_Scr",4.19,21,7.27,7.69,5.77,2.24561201993883,3.73,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_8/22/2006_1","BUFF","1.7",1,"8/22/2006",2,1,"RIBS_Int",0.01,3,0,9.98,0.05,0.856856840084699,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_8/23/2005_1","BUFF","1.7",1,"8/23/2005",2,1,"RIBS_Scr",4.56,15,4.32,7.69,5.77,1.92964947220847,2.15,NA,NA,4,6,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_9/14/2010_1","BUFF","1.7",1,"9/14/2010",2,1,"RIBS_Scr",6.08,21,7.27,7.89,5.28,2.95047197939908,7.25,NA,NA,3,4.5,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_9/22/1993_1","BUFF","1.7",1,"9/22/1993",2,1,"RIBS_Scr",4.58,21,7.27,8.55,3.62,2.68533451501014,5.93,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_9/26/2000_1","BUFF","1.7",1,"9/26/2000",2,1,"RIBS_Scr",7.76,24,9,7.2,7,3.31099174261326,9.05,NA,NA,4,6,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_9/3/1987_1","BUFF","1.7",1,"9/3/1987",2,1,"PRE_RIBS",2.17,13,3.41,9.5,1.25,2.30885977363997,4.04,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"1.7_BUFF_1_9/8/1988_1","BUFF","1.7",1,"9/8/1988",2,1,"PRE_RIBS",2.54,17,5.45,9.68,0.8,2.27795122528773,3.89,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"1.7_CALL_14_8/6/2014_1","CALL","1.7",14,"8/6/2014",1,1,"RAS",8.41,42,10,4.64,7.33,NA,NA,82,9.23,21,10,5.8,5.5,NA,NA,NA,NA
"1.7_CASP_13_9/11/2002_1","CASP","1.7",13,"9/11/2002",1,1,"RIBS_Scr",4.39,9,1.92,5.06,6.8,NA,NA,36,2.82,4,4.17,5.51,6.23,NA,NA,NA,NA
"1.7_CATA_6_7/24/2013_1","CATA","1.7",6,"7/24/2013",1,1,"RIBS_Scr",7.34,28,8.06,4.57,7.41,NA,NA,63,7.26,13,9,6.01,4.98,NA,NA,NA,NA
"1.7_CATA_6_7/30/2014_1","CATA","1.7",6,"7/30/2014",1,1,"RIBS_Int",7.09,25,7.06,4.71,7.24,NA,NA,64,7.42,12,8.5,5.91,5.22,NA,NA,NA,NA
"1.7_CATA_6_8/24/2004_1","CATA","1.7",6,"8/24/2004",1,1,"RIBS_Int",7.48,24,6.76,4.37,7.63,NA,NA,79,8.94,13,9,5.97,5.08,NA,NA,NA,NA
"1.7_CATA_6_8/6/2008_1","CATA","1.7",6,"8/6/2008",1,1,"RIBS_Scr",7.39,24,6.76,4.29,7.71,NA,NA,83,9.33,12,8.5,6.14,4.65,NA,NA,NA,NA
"1.7_CATA_6_9/11/2003_1","CATA","1.7",6,"9/11/2003",1,1,"RIBS_Scr",7.07,25,7.06,4.51,7.49,NA,NA,67,7.79,13,9,6.39,4.03,NA,NA,NA,NA
"1.7_CATA_6_9/16/1998_1","CATA","1.7",6,"9/16/1998",1,1,"RAS",7.97,27,7.78,3.81,8.19,NA,NA,68,7.88,16,10,5.6,6,NA,NA,NA,NA
"1.7_CAYU_6_7/14/2009_1","CAYU","1.7",6,"7/14/2009",1,1,"RIBS_Int",6.61,18,4.85,4.43,7.57,NA,NA,53,5.65,13,9,5.6,6,NA,NA,NA,NA
"1.7_CAYU_6_7/21/1999_1","CAYU","1.7",6,"7/21/1999",1,1,"PEERS",6.61,16,4.26,4.01,7.99,NA,NA,55,5.97,9,6.82,4.49,8.01,NA,NA,NA,NA
"1.7_CAYU_6_7/21/2008_1","CAYU","1.7",6,"7/21/2008",1,1,"PEERS",8.07,25,7.06,4.54,7.45,NA,NA,81,9.13,14,9.5,5.11,7.22,NA,NA,NA,NA
"1.7_CAYU_6_7/23/1991_1","CAYU","1.7",6,"7/23/1991",1,1,"PEERS",7.2,16,4.26,3.4,8.6,NA,NA,68,7.88,9,6.82,4.07,8.43,NA,NA,NA,NA
"1.7_CAYU_6_7/23/1997_1","CAYU","1.7",6,"7/23/1997",1,1,"PEERS",6.8,16,4.26,4.66,7.3,NA,NA,58,6.45,10,7.27,3.8,8.7,NA,NA,NA,NA
"1.7_CAYU_6_7/25/1990_1","CAYU","1.7",6,"7/25/1990",1,1,"PEERS",5.69,16,4.26,4.34,7.66,NA,NA,40,3.47,7,5.91,5.14,7.15,NA,NA,NA,NA
"1.7_CAYU_6_7/25/1995_1","CAYU","1.7",6,"7/25/1995",1,1,"PEERS",5.86,17,4.56,4.72,7.23,NA,NA,56,6.13,8,6.36,6,5,NA,NA,NA,NA
"1.7_CAYU_6_7/26/1994_1","CAYU","1.7",6,"7/26/1994",1,1,"PEERS",5.74,16,4.26,4.17,7.83,NA,NA,40,3.47,7,5.91,5.1,7.25,NA,NA,NA,NA
"1.7_CAYU_6_7/26/2007_1","CAYU","1.7",6,"7/26/2007",1,1,"PEERS",6.67,18,4.85,4.06,7.94,NA,NA,50,5.16,12,8.5,5.25,6.88,NA,NA,NA,NA
"1.7_CAYU_6_7/28/1992_1","CAYU","1.7",6,"7/28/1992",1,1,"PEERS",7.18,18,4.85,3.98,8.02,NA,NA,73,8.37,9,6.82,4.64,7.86,NA,NA,NA,NA
"1.7_CAYU_6_7/28/1993_1","CAYU","1.7",6,"7/28/1993",1,1,"PEERS",7.94,20,5.59,4.41,7.59,NA,NA,81,9.13,14,9.5,4.61,7.89,NA,NA,NA,NA
"1.7_CAYU_6_7/29/1998_1","CAYU","1.7",6,"7/29/1998",1,1,"PEERS",7.56,19,5.29,4.11,7.89,NA,NA,71,8.17,13,9,5.02,7.45,NA,NA,NA,NA
"1.7_CAYU_6_7/30/1996_1","CAYU","1.7",6,"7/30/1996",1,1,"PEERS",7.27,19,5.29,4.31,7.69,NA,NA,67,7.79,10,7.27,4.18,8.32,NA,NA,NA,NA
"1.7_CAYU_6_8/10/2010_1","CAYU","1.7",6,"8/10/2010",1,1,"PEERS",6.34,17,4.56,4.78,7.15,NA,NA,53,5.65,11,8,5.46,6.35,NA,NA,NA,NA
"1.7_CAYU_6_8/16/2011_1","CAYU","1.7",6,"8/16/2011",1,1,"PEERS",6.4,17,4.56,5.14,6.7,NA,NA,58,6.45,12,8.5,5.68,5.8,NA,NA,NA,NA
"1.7_CAYU_6_8/2/2005_1","CAYU","1.7",6,"8/2/2005",1,1,"PEERS",7.14,21,5.88,4.67,7.29,NA,NA,63,7.26,12,8.5,5.29,6.78,NA,NA,NA,NA
"1.7_CAYU_6_8/21/2012_1","CAYU","1.7",6,"8/21/2012",1,1,"Special Study",7.42,23,6.47,4.82,7.1,NA,NA,63,7.26,15,10,5.49,6.27,NA,NA,NA,NA
"1.7_CAYU_6_8/24/2006_1","CAYU","1.7",6,"8/24/2006",1,1,"PEERS",7.77,23,6.47,4.11,7.89,NA,NA,67,7.79,14,9.5,5.12,7.2,NA,NA,NA,NA
"1.7_CAYU_6_8/26/2004_1","CAYU","1.7",6,"8/26/2004",1,1,"RIBS_Int",6.74,24,6.76,4.22,7.78,NA,NA,39,3.31,14,9.5,5.46,6.35,NA,NA,NA,NA
"1.7_CAYU_6_8/7/2002_1","CAYU","1.7",6,"8/7/2002",1,1,"PEERS",6.93,19,5.29,4.22,7.78,NA,NA,58,6.45,10,7.27,4.62,7.88,NA,NA,NA,NA
"1.7_CDRP_13_7/31/2012_1","CDRP","1.7",13,"7/31/2012",1,1,"RIBS_Scr",4.86,15,3.97,5.39,6.39,NA,NA,25,0.86,10,7.27,5.68,5.8,NA,NA,NA,NA
"1.7_CHER_6_7/25/2007_1","CHER","1.7",6,"7/25/2007",1,1,"RAS",7.24,34,9.72,4.91,6.99,NA,NA,60,6.77,12,8.5,6.32,4.2,NA,NA,NA,NA
"1.7_GILT_12_10/2/2015_1","GILT","1.7",12,"10/2/2015",1,1,"RIBS_Scr",8.35,24,6.76,2.85,9.15,NA,NA,69,7.98,14,9.5,4.13,8.37,NA,NA,NA,NA
"1.7_GILT_12_8/16/2005_1","GILT","1.7",12,"8/16/2005",1,1,"RIBS_Scr",7.61,24,6.76,4.83,7.09,NA,NA,82,9.23,9,6.82,4.35,8.15,NA,NA,NA,NA
"1.7_HOUS_8_8/27/2002_1","HOUS","1.7",8,"8/27/2002",1,1,"RIBS_Scr",8.82,27,7.78,3,9,NA,NA,79,8.94,14,9.5,3.61,8.89,NA,NA,NA,NA
"1.7_KIAT_2_8/29/2001_1","KIAT","1.7",2,"8/29/2001",1,1,"RIBS_Scr",5.08,16,4.26,4.59,7.39,NA,NA,44,4.11,6,5.45,6.33,4.17,NA,NA,NA,NA
"1.7_KNIT_4_8/9/2000_1","KNIT","1.7",4,"8/9/2000",1,1,"RAS",8.23,31,8.89,4.51,7.49,NA,NA,66,7.69,17,10,5.17,7.08,NA,NA,NA,NA
"1.7_KNIT_4_9/6/1991_1","KNIT","1.7",4,"9/6/1991",1,1,"RIBS",7.67,29,8.33,4.64,7.33,NA,NA,82,9.23,10,7.27,5.53,6.17,NA,NA,NA,NA
"1.7_KROM_13_7/16/1987_1","KROM","1.7",13,"7/16/1987",1,1,"RAS",3.84,20,5.59,6.9,4.5,NA,NA,38,3.15,0,0,5.62,5.95,NA,NA,NA,NA
"1.7_KROM_13_7/18/1991_1","KROM","1.7",13,"7/18/1991",1,1,"RAS",5.09,19,5.29,5.72,5.98,NA,NA,61,6.94,5,4.72,6.99,2.52,NA,NA,NA,NA
"1.7_KROM_13_7/18/1991_2","KROM","1.7",13,"7/18/1991",1,2,"RAS",3.77,12,3.09,5.91,5.74,NA,NA,44,4.11,3,3.61,7.07,2.32,NA,NA,NA,NA
"1.7_KROM_13_7/18/1991_3","KROM","1.7",13,"7/18/1991",1,3,"RAS",3.48,12,3.09,6.39,5.14,NA,NA,41,3.63,2,3.06,7.01,2.48,NA,NA,NA,NA
"1.7_LDEL_14_9/2/1993_1","LDEL","1.7",14,"9/2/1993",1,1,"RIBS",7.64,24,6.76,4.08,7.92,NA,NA,84,9.42,8,6.36,4.76,7.74,NA,NA,NA,NA
"1.7_LGAT_12_10/26/2006_1","LGAT","1.7",12,"10/26/2006",6,1,"Special Study",2.88,12,2.95,8.14,3.1,NA,NA,NA,NA,0,0,NA,NA,6,5.45,NA,NA
"1.7_LSCH_12_8/1/2006_1","LSCH","1.7",12,"8/1/2006",1,1,"RIBS_Int",6.9,19,5.29,4.28,7.72,NA,NA,65,7.6,10,7.27,5.35,6.63,NA,NA,NA,NA
"1.7_LSCH_12_8/11/2005_1","LSCH","1.7",12,"8/11/2005",1,1,"RIBS_Scr",7.63,29,8.33,4.66,7.3,NA,NA,78,8.85,12,8.5,5.94,5.15,NA,NA,NA,NA
"1.7_MIXC_2_7/27/2011_1","MIXC","1.7",2,"7/27/2011",1,1,"RIBS_Scr",6.7,25,7.06,4.42,7.58,NA,NA,67,7.79,11,8,6.77,3.08,NA,NA,NA,NA
"1.7_MORD_13_8/5/1999_1","MORD","1.7",13,"8/5/1999",1,1,"RAS",6.79,28,8.06,4.62,7.35,NA,NA,57,6.29,11,8,6.31,4.23,NA,NA,NA,NA
"1.7_MORD_13_9/11/2007_1","MORD","1.7",13,"9/11/2007",1,1,"RIBS_Scr",5.73,24,6.76,5.19,6.64,NA,NA,51,5.32,11,8,7.22,1.95,NA,NA,NA,NA
"1.7_NIPO_11_7/5/2012_1","NIPO","1.7",11,"7/5/2012",1,1,"RIBS_Scr",7.67,25,7.06,3.97,8.03,NA,NA,73,8.37,12,8.5,5.45,6.38,NA,NA,NA,NA
"1.7_PINS_14_8/5/2014_1","PINS","1.7",14,"8/5/2014",1,1,"RIBS_Scr",8.39,30,8.61,3.91,8.09,NA,NA,78,8.85,16,10,5.44,6.4,NA,NA,NA,NA
"1.7_QUCK_13_7/12/2005_1","QUCK","1.7",13,"7/12/2005",1,1,"RAS",5.55,21,5.88,4.6,7.38,NA,NA,44,4.11,6,5.45,6.02,4.95,NA,NA,NA,NA
"1.7_SAUQ_12_10/17/2011_1","SAUQ","1.7",12,"10/17/2011",1,1,"Special Study",5.66,16,4.26,4.79,7.14,NA,NA,56,6.13,8,6.36,6.23,4.42,NA,NA,NA,NA
"1.7_SAUQ_12_10/17/2014_1","SAUQ","1.7",12,"10/17/2014",1,1,"Special Study",5.55,13,3.38,5.17,6.66,NA,NA,58,6.45,8,6.36,6.04,4.9,NA,NA,NA,NA
"1.7_SAUQ_12_7/19/2014_1","SAUQ","1.7",12,"7/19/2014",1,1,"Special Study",5.55,14,3.68,5.39,6.39,NA,NA,79,8.94,5,4.72,6.39,4.03,NA,NA,NA,NA
"1.7_SAUQ_12_7/25/1995_1","SAUQ","1.7",12,"7/25/1995",1,1,"RIBS_Scr",5.84,24,6.76,4.9,7,NA,NA,68,7.88,5,4.72,6.86,2.85,NA,NA,NA,NA
"1.7_SAUQ_12_7/28/2010_1","SAUQ","1.7",12,"7/28/2010",1,1,"RIBS_Scr",7.02,30,8.61,4.95,6.94,NA,NA,72,8.27,11,8,6.68,3.3,NA,NA,NA,NA
"1.7_SAUQ_12_8/1/2006_1","SAUQ","1.7",12,"8/1/2006",1,1,"RIBS_Int",5.54,24,6.76,5.81,5.86,NA,NA,70,8.08,7,5.91,7.56,1.1,NA,NA,NA,NA
"1.7_SAUQ_12_8/10/2011_1","SAUQ","1.7",12,"8/10/2011",1,1,"RIBS_Int",6.18,25,7.06,5.11,6.74,NA,NA,65,7.6,7,5.91,6.56,3.6,NA,NA,NA,NA
"1.7_SAUQ_12_8/15/2000_1","SAUQ","1.7",12,"8/15/2000",1,1,"RIBS_Scr",6.22,24,6.76,5.3,6.5,NA,NA,55,5.97,11,8,6.46,3.85,NA,NA,NA,NA
"1.7_SAUQ_12_8/17/2005_1","SAUQ","1.7",12,"8/17/2005",1,1,"RIBS_Scr",6.77,24,6.76,4.7,7.25,NA,NA,63,7.26,10,7.27,5.88,5.3,NA,NA,NA,NA
"1.7_SAUQ_12_8/19/2015_1","SAUQ","1.7",12,"8/19/2015",1,1,"RIBS_Scr",6.35,22,6.18,5.11,6.74,NA,NA,69,7.98,10,7.27,6.57,3.57,NA,NA,NA,NA
"1.7_SAUQ_12_8/28/1990_1","SAUQ","1.7",12,"8/28/1990",1,1,"RIBS",5.29,28,8.06,5.55,6.19,NA,NA,41,3.63,4,4.17,6.24,4.4,NA,NA,NA,NA
"1.7_SAUQ_12_9/21/2016_1","SAUQ","1.7",12,"9/21/2016",1,1,"RIBS_Int",5.24,20,5.59,5.31,6.49,NA,NA,40,3.47,10,7.27,6.65,3.37,NA,NA,NA,NA
"1.7_SDBG_13_7/1/2002_1","SDBG","1.7",13,"7/1/2002",1,1,"RAS",7.86,28,8.06,4.42,7.58,NA,NA,84,9.42,11,8,5.5,6.25,NA,NA,NA,NA
"1.7_SDBG_13_9/11/2007_1","SDBG","1.7",13,"9/11/2007",1,1,"RIBS_Scr",6.06,18,4.85,4.9,7,NA,NA,53,5.65,10,7.27,5.79,5.53,NA,NA,NA,NA
"1.7_WELR_13_9/8/2012_1","WELR","1.7",13,"9/8/2012",1,1,"RIBS_Scr",5.67,17,4.56,4.62,7.35,NA,NA,37,2.98,7,5.91,4.93,7.57,NA,NA,NA,NA
"1.8_BLAP_9_7/20/2004_1","BLAP","1.8",9,"7/20/2004",1,1,"RIBS_Scr",7.11,24,6.76,4.74,7.2,NA,NA,63,7.26,18,10,6.26,4.35,NA,NA,NA,NA
"1.8_BLAP_9_8/10/2005_1","BLAP","1.8",9,"8/10/2005",1,1,"RIBS_Int",6,26,7.35,4.91,6.99,NA,NA,49,4.92,11,8,6.9,2.75,NA,NA,NA,NA
"1.8_BLCB_4_7/28/2009_1","BLCB","1.8",4,"7/28/2009",1,1,"RIBS_Scr",6.8,33,9.44,4.78,7.15,NA,NA,63,7.26,9,6.82,6.67,3.33,NA,NA,NA,NA
"1.8_BLCB_4_9/7/2010_1","BLCB","1.8",4,"9/7/2010",1,1,"RIBS_Int",7.75,25,7.06,4.11,7.89,NA,NA,77,8.75,13,9,5.57,6.07,NA,NA,NA,NA
"1.8_BLKC_11_7/12/2006_1","BLKC","1.8",11,"7/12/2006",1,1,"RIBS_Scr",8.09,29,8.33,3.83,8.17,NA,NA,70,8.08,19,10,5.66,5.85,NA,NA,NA,NA
"1.8_BLKC_11_8/26/1999_1","BLKC","1.8",11,"8/26/1999",1,1,"RAS",7.15,29,8.33,4.55,7.44,NA,NA,55,5.97,13,9,6,5,NA,NA,NA,NA
"1.8_BLKC_11_8/4/2016_1","BLKC","1.8",11,"8/4/2016",1,1,"RIBS_Scr",6.34,22,6.18,4.44,7.56,NA,NA,51,5.32,12,8.5,6.34,4.15,NA,NA,NA,NA
"1.8_BLKC_11_9/18/2001_1","BLKC","1.8",11,"9/18/2001",1,1,"RIBS_Scr",7.31,25,7.06,4.14,7.86,NA,NA,63,7.26,10,7.27,5.16,7.1,NA,NA,NA,NA
"1.8_BORE_11_7/12/2006_1","BORE","1.8",11,"7/12/2006",1,1,"RIBS_Scr",9.12,24,6.76,1.85,10,NA,NA,78,8.85,16,10,2.73,10,NA,NA,NA,NA
"1.8_BORE_11_7/7/1993_1","BORE","1.8",11,"7/7/1993",1,1,"RIBS",8.53,21,5.88,2.45,9.55,NA,NA,70,8.08,15,10,3.35,9.15,NA,NA,NA,NA
"1.8_BORE_11_8/3/2016_1","BORE","1.8",11,"8/3/2016",1,1,"RIBS_Scr",9.01,33,9.44,3.71,8.29,NA,NA,78,8.85,21,10,4.03,8.47,NA,NA,NA,NA
"1.8_BORE_11_9/19/2001_1","BORE","1.8",11,"9/19/2001",1,1,"RIBS_Scr",8.8,37,10,3.66,8.34,NA,NA,71,8.17,21,10,5.01,7.48,NA,NA,NA,NA
"1.8_BUFY_3_7/12/2012_1","BUFY","1.8",3,"7/12/2012",1,1,"RIBS_Scr",7.74,25,7.06,4.6,7.38,NA,NA,64,7.42,17,10,5.26,6.85,NA,NA,NA,NA
"1.8_BUFY_3_7/22/2015_1","BUFY","1.8",3,"7/22/2015",1,1,"RIBS_Scr",6.42,23,6.47,4.82,7.1,NA,NA,63,7.26,9,6.82,6.22,4.45,NA,NA,NA,NA
"1.8_CBRO_5_8/1/2007_1","CBRO","1.8",5,"8/1/2007",1,1,"RIBS_Scr",3.14,15,3.97,7.62,3.6,NA,NA,34,2.41,3,3.61,7.16,2.1,NA,NA,NA,NA
