"SITE_ID","LOCATION","RIVMILE","STATION","DESCRIPT","DIRECT","LATITUDE","LONGITUDE","COUNTY","FIPS_CODE","BASIN","NAME","HUC_8","WQ_STANDARD","DEC_REGION","PWL_ID","WIN","HABITAT_TYPE","SITE_CONDITION","DRAINAGE","NED10_Elevation"
1145,"MORD",2.8,"7","40 m below Brookview Station Rd. bridge","Schodack",42.5402,-73.7187,"Rensselaer",83,"13","Moordener Kill",2020006,"C(TS)",4,"1301-0243","H-219- 1",NA,NA,NA,55.28699875
1144,"MORD",5.4,"6","50m below Rte 150 bridge, near I-90","Schodack",42.55139,-73.68361,"Rensselaer",83,"13","Moordener Kill",2020006,"C(TS)",4,"1301-0243","H-219- 1",NA,NA,NA,84.37098694
2766,"MORD",6.2,"03B","Upstream of bridge to gravel pit","Schodack",42.5533,-73.67447,"Rensselaer",83,"13","Moordener Kill",2020006,"C(TS)",4,"1301-0243","H-219- 1",NA,NA,NA,90.76721191
1143,"MORD",6.3,"3","Rte 150 @ gravel pit","Schodack",42.55389,-73.67278,"Rensselaer",83,"13","Moordener Kill",2020006,"C(TS)",4,"1301-0243","H-219- 1",NA,NA,NA,93.19239807
1142,"MORD",7.3,"2","Rte. 150; near Curtis Trailer Park, 20m abv bridge","Schodack",42.5575,-73.65778,"Rensselaer",83,"13","Moordener Kill",2020006,"C(TS)",4,"1301-0243","H-219- 1",NA,NA,NA,106.2660599
1141,"MORD",8.9,"1","Nassau Lake Rd; 200 m below bridge","Schodack",42.55889,-73.63277,"Rensselaer",83,"13","Moordener Kill",2020006,"C(TS)",4,"1301-0243","H-219- 1",NA,NA,NA,132.5080719
1147,"MORD_N",1.3,"5","Kraft Rd., 50 m above bridge","Schodack",42.56917,-73.67694,"Rensselaer",83,"13","North Branch Moordener Kill",2020006,"C(T)",4,"1301-0244","H-219- 1- 4",NA,NA,NA,102.2164001
1654,"MORD_N",2.4,"4","200m above Miller Rd. bridge","Schodack",42.57861,-73.68555,"Rensselaer",83,"13","North Branch Moordener Kill",2020006,"C(T)",4,"1301-0244","H-219- 1- 4",NA,NA,NA,105.2777481
1294,"MORM",3,"1","Co. Rte 18 bridge; 40 m upstream","Clarkson",43.28413,-77.88518,"Monroe",55,"3","Moorman Creek",4130001,"C",8,"0301-0027","ONT-125-1",NA,NA,NA,94.24976349
2192,"MORN",3.9,"4","20 m above Tiffault Rd bridge","Ballston",42.97583,-73.84834,"Saratoga",91,"11","Mourning Kill",2020003,"C",5,"1101-0073","H-299-P 27-13-9",NA,NA,NA,83.68997955
2342,"MORN",6,"3","Above Middle Line Rd bridge","Ballston",42.97,-73.87972,"Saratoga",91,"11","Mourning Kill",2020003,"C",5,"1101-0073","H-299-P 27-13-9",NA,NA,NA,104.4334641
2343,"MORN",7.9,"2","Above Goode St bridge","Ballston",42.95417,-73.90278,"Saratoga",91,"11","Mourning Kill",2020003,"C",5,"1101-0073","H-299-P 27-13-9",NA,NA,NA,118.4860229
2344,"MORN",12,"1","Below State Route 67 bridge","Ballston",42.98528,-73.93139,"Saratoga",91,"11","Mourning Kill",2020003,"C",5,"1101-0073","H-299-P 27-13-9",NA,NA,NA,144.9760437
1593,"MOSE",4.6,"1","20 m below CR 46 bridge","Fort Edward",43.205,-73.55167,"Washington",115,"11","Moses Kill",2020003,"C",5,"1101-0077","H-314",NA,NA,NA,56.40121078
3424,"MOSE",12.8,"0","300 m north off  West Valley Rd","Argyle",43.210106,-73.507522,"Washington",115,"11","Moses Kill",2020003,"C",5,"1101-0077","H-314",NA,NA,NA,65.37504578
42675013,"MOTH",0.4,"0.4","SR 5","St Johnsville",42.975873,-74.636402,"Montgomery",57,"12","Mother Creek",2020004,"C",4,"1201-0145","H-240-128 thru 143 (selected)",NA,NA,NA,96.77703094
1971,"MOTT",0.1,"1","5m below South Country Rd","Brookhaven",40.76278,-72.93083,"Suffolk",103,"17","Motts Creek",2030202,"C",1,"1701-0325","(MW7.5)  AO-GSB-179",NA,NA,NA,2.499660254
2431,"MOUN",3.4,"1","10 m above CR 4","Ohio",43.30528,-74.94278,"Herkimer",43,"12","Mounts Creek",2020004,"A",6,"1203-0043","H-240-180-P799-19-10-P812-2",NA,NA,NA,406.6470032
1376,"MOYR",0.3,"1","Main St","Frankfort",43.04111,-75.07278,"Herkimer",43,"12","Moyer Creek",2020004,"BT",6,"1201-0057","H-240-190",NA,NA,NA,122.8569717
3333,"MOYR",5.1,"0","Just above CR 171 bridge","Frankfort",43.0163,-75.13735,"Herkimer",43,"12","Moyer Creek",2020004,"ATS",6,"1201-0199","H-240-190",NA,NA,NA,278.4272766
42675014,"MOYR_T2",0.1,"0.1","CR 171


A trib was sampled by mistake. Should have been Moyer Ck","Frankfort",43.024833,-75.106771,"Herkimer",43,"12","Unnamed Tributary to Moyer Creek",2020004,"C(T)",6,"1201-0200","H-240-190-2",NA,NA,NA,189.078064
1244,"MRSH",0.2,"1","Rte 41 bridge; 30 yds upstream","Sanford",42.0584,-75.4958,"Broome",7,"14","Marsh Creek",2040101,"C(T)",7,"1404-0040","D-71-10- 7",NA,NA,NA,341.24823
42674801,"MRSO",0.5,"1","CR 93","Yates",43.370031,-78.363879,"Orleans",73,"3","Marsh Creek",4130001,"C",8,"0301-0049","Ont 141",NA,NA,NA,80.65581512
2042,"MUCK",2.6,"1","Above SR 5 bridge","Le Roy",42.97961,-77.9501,"Genesee",37,"4","Mud Creek",4130003,"C",8,"0402-0054","ONT-117-25-7",NA,NA,NA,243.5583954
42673739,"MUCK",4.3,"4.3","Asbury Rd","Le Roy",42.961785,-77.966507,"Genesee",37,"4","Mud Creek",4130003,"C",8,"0402-0031","ONT-117-25-7",NA,NA,NA,265.3209229
590,"MUD",0.7,"3","10 m above Henderson St. bridge","New Hartford",43.09917,-75.305,"Oneida",65,"12","Mud Creek",2020004,"CT",6,"1201-0062","H-240-219-4",NA,NA,NA,145.477356
589,"MUD",1.4,"2","10 m above Clinton St. bridge","New Hartford",43.09056,-75.30861,"Oneida",65,"12","Mud Creek",2020004,"CT",6,"1201-0062","H-240-219-4",NA,NA,NA,148.9914551
2257,"MUDA",3,"1","Co. Rt. 44


Amish School","Leon",42.26722,-79.04556,"Chautauqua",13,"2","Mud Creek",5010002,"CT",9,"0202-0048","PA-63-33",NA,NA,NA,392.4371033
4030,"MUDD",0.6,"2","Off West Washington Ave","Orangetown",41.06,-74.0235,"Rockland",87,"15","Muddy Creek",2030103,"C",3,"1501-0014","NJ- 2 thru 4",NA,NA,NA,66.3020401
4032,"MUDD",1.3,"1","West Crooked Hill Rd","Orangetown",41.0681,-74.02594,"Rockland",87,"15","Muddy Creek",2030103,"C",3,"1501-0014","NJ- 2 thru 4",NA,NA,NA,72.00662994
4031,"MUDD",2.1,"0","Above Reed Pond, at rear of industrial park","Orangetown",41.07934,-74.02254,"Rockland",87,"15","Muddy Creek",2030103,"C",3,"1501-0014","NJ- 2 thru 4",NA,NA,NA,83.02310181
42674383,"MUDE",4.4,"33.895936","Off RR tracks, off Henry Clay Blvd","Clay",43.1623,-76.1823,"Onondaga",67,"7","Mud Creek",4140202,"C",7,"0703-0046","Ont 66-11-11",NA,NA,NA,114.1200027
592,"MUDG",0.2,"2","100 m above railroad bridge; 300 m below STP","Victor",42.97842,-77.3849,"Ontario",69,"7","Mud Creek",4140201,"C",8,"0704-0030","ONT-66-12-52-23",NA,NA,NA,166.6425781
591,"MUDG",0.5,"1","30 m above Rt. 96 bridge","Victor",42.97425,-77.3823,"Ontario",69,"7","Mud Creek",4140201,"C",8,"0704-0030","ONT-66-12-52-23",NA,NA,NA,169.752655
3227,"MUDG_T77",0.9,"1","Hike 1500 meters upstream along creek from bridge on SR 64 near Bristol Mtn Ski Area","South Bristol",42.73579,-77.4237,"Ontario",69,"7","Unnamed Tributary to Mud Creek",4130003,"C",8,"0704-0031","ONT-66-12-52-23-77",NA,NA,NA,595.5531616
2597,"MUDK",1.1,"1","CR 18, Just upstream of bridge","Claverack",42.25247,-73.73675,"Columbia",21,"13","Mud Creek",2020006,"C",4,"1310-0047","H-204- 3",NA,NA,NA,39.6722374
593,"MUDL",1.4,"1","10 m below RR off Montauk Highway","Brookhaven",40.76722,-72.98055,"Suffolk",103,"17","Mud Creek",2030202,"C(TS)",1,"1701-0101","(MW7.5)  AO-GSB-183",NA,NA,NA,2.376908541
1423,"MUDN",0.6,"1","Transit Rd-Rte 78 @Tonawanda Ck Rd bridge","Pendleton",43.09028,-78.69714,"Niagara",63,"1","Mud Creek",4120104,"C",9,"0102-0029","ONT-158-12-8",NA,NA,NA,175.0536041
42674980,"MUDN",8.3,"0","Simms Rd","Royalton",43.109402,-78.589699,"Niagara",63,"1","Mud Creek",4120104,"C",9,"0102-0029","Ont 158-12- 8",NA,NA,NA,179.6480103
2976,"MUDW",1,"1","White Bridge Road crossing downstream of culvert","Sparta",42.59378,-77.72033,"Livingston",51,"4","Mud Creek",4130002,"C",8,"0404-0023","ONT-117-66-18",NA,NA,NA,182.7263031
3907,"MUDY",0.3,"1","Rte 17 bridge downstream, Walk downstream and collect sample below ""trees for tribs"" site","Montgomery",41.530674,-74.258322,"Orange",71,"13","Muddy Kill",2020007,"C",3,"1306-0061","H-139-13-20 thru 53",NA,NA,NA,105.4027557
594,"MUIT",0.5,"4","200 m above Rt. 9J; behind old farm buildings","Schodack",42.51722,-73.75861,"Rensselaer",83,"13","Muitzes Kill",2020006,"C",4,"1301-0236","H-215",NA,NA,NA,3.283880234
2598,"MUKE",2.9,"1","30 m below SR 177","Harrisburg",43.80264,-75.6725,"Lewis",49,"8","Mud Creek",4150101,"C",6,"0801-0265","ONT-19-31-16-2",NA,NA,NA,493.5038147
1751,"MUKE_T1",2.6,"1","10m below Rte 177; Smith Creek was supposed to be sampled, but sampled the creek 1200 ft to the east on SR 177","Harrisburg",43.80278,-75.68027,"Lewis",49,"8","Unnamed Tributary to Mud  Creek",4150101,"C",6,"0801-0265","ONT-19-31-16-2-1",NA,NA,NA,486.967804
2858,"MULB",0.2,"1","40 m above Rt 9N/22 bridge","Moriah",44.10118,-73.44846,"Essex",31,"10","Mullen Brook",2010008,"C(T)",5,"1001-0022","C- 57 thru 95 (selected)",NA,NA,NA,31.33242798
2015,"MULL",0.6,"1","Rte. 12 bridge","Orleans",44.27083,-76.00139,"Jefferson",45,"9","Mullet Creek",4150301,"C",6,"0901-0026","SL-43",NA,NA,NA,77.20079041
42674981,"MURD",1,"1","Tonawanda Creek Rd","Newstead",43.080274,-78.518947,"Erie",29,"1","Murder Creek",4120104,"C",9,"0102-0012","Ont 158-12-11",NA,NA,NA,181.4073486
595,"MURD",4.2,"7","at Rt. 93 bridge near Rapids Rd.","Newstead",43.04679,-78.51306,"Erie",29,"1","Murder Creek",4120104,"C",9,"0102-0031","ONT-158-12-11-1",NA,NA,NA,189.0997162
1426,"MURD",12.4,"4","Lake Rd bridge, north of I-90 overpass","Pembroke",42.99378,-78.43546,"Genesee",37,"1","Murder Creek",4120104,"C",8,"0102-0031","ONT-158-12-11-1",NA,NA,NA,250.6867676
2384,"MURD",20,"3","10 m below Rte 33 bridge","Pembroke",42.96333,-78.38917,"Genesee",37,"1","Murder Creek",4120104,"C",8,"0102-0032","ONT-158-12-11-1",NA,NA,NA,257.6863708
1505,"MURD",29.7,"1","Griswold Rd. - 2m below","Darien",42.89409,-78.34708,"Genesee",37,"1","Murder Creek",4120104,"C",8,"0102-0032","ONT-158-12-11-1",NA,NA,NA,305.4505005
3321,"MURD_T4",1.2,"A","Culvert under farm road, off Gabbey Rd","Pembroke",43.0082,-78.423,"Genesee",37,"1","Unnamed Tributary to Murder Creek",4120104,"C",8,"0102-0031","ONT-158-12-11-1-4",NA,NA,NA,249.5654755
596,"MURM",0.5,"1","under Belfort Rd. bridge","Croghan",43.90889,-75.37139,"Lewis",49,"8","Murmur Creek",4150101,"CT",6,"0801-0219","ONT-19-40-7",NA,NA,NA,252.7258301
42675171,"MURM",3.4,"3.4","20 m upstream of Lehman Rd.","New Bremen",43.884,-75.3472,"Lewis",49,"8","Murmur Creek",4150101,"C(T)",6,"0801-0219","Ont  19- 40- 7","Low gradient-soft bottom","Altered",35,270.8006287
3908,"MURS",3.5,"1","500 meters downstream of Sleepy Hollow Road -Possible access thru RV campground","Coxsackie",42.31669,-73.814768,"Greene",39,"13","Murderers Creek",2020006,"C",4,"1301-0225","H-202",NA,NA,NA,24.04824448
1585,"MURY",0.1,"1","East Lake Rd; between 2 small bridges","Vienna",43.22417,-75.74472,"Oneida",65,"7","Murray Brook",4140202,"CTS",6,"0703-0057","ONT-66-11-P26-22",NA,NA,NA,117.2292099
1342,"MUSC",3.8,"2","Rt. 35; outlet of Amawalk Reservoir","Somers",41.286945,-73.753334,"Westchester",119,"13","Muscoot River",2030101,"A(TS)",3,"1302-0049","H- 31-P44-14",NA,NA,NA,97.12308502
597,"MUSC",8.4,"1","150 m below Mahopac Ave. bridge","Somers",41.33306,-73.76472,"Westchester",119,"13","Muscoot River",2030101,"A(T)",3,"1302-0050","H- 31-P44-14",NA,NA,NA,145.9873047
3903,"MUSC_T4",1.6,"1","30 meters north of S. Lake Blvd, Rte 6N at coordinates 41.374219/-73.758901","Carmel",41.374622,-73.758651,"Putnam",79,"13","Unnamed Tributary to Muscoot River",2030101,"A(T)",3,"1302-0050","H- 31-P44-14",NA,NA,NA,182.5295715
3228,"MUSK",0.5,"1","At bridge on Ditmar Road","Cato",43.078,-76.551,"Cayuga",11,"7","Muskrat Creek",4140201,"C",7,"0701-0035","ONT-66-12-35",NA,NA,NA,115.4094849
1362,"NAIL",0.1,"1","Haak Rd","Utica",43.10889,-75.2425,"Oneida",65,"12","Nail Creek",2020004,"C",6,"1201-0203","H-240-214",NA,NA,NA,127.3218155
42675015,"NAIL_T1",0.5,"0.5","Oneida St","Utica",43.075813,-75.265227,"Oneida",65,"12","Unnamed Tributary to Nail Creek",2020004,"C",6,"1201-0203","H-240-211,214",NA,NA,NA,185.60495
609,"NANG",0.7,"17","Lockwood St., 0.2 mi. above Rt. 17 bridge","Binghamton",42.10306,-75.915,"Broome",7,"6","Chenango River",2050102,"B",7,"0602-0033","SR-44",NA,NA,NA,251.3699951
608,"NANG",13.7,"16","200 m below Rt 79 bridge","Fenton",42.24278,-75.83806,"Broome",7,"6","Chenango River",2050102,"B",7,"0602-0009","SR-44",NA,NA,NA,268.3670044
607,"NANG",21.6,"15A","100 m above gaging station; 200m above Greene STP","Greene",42.325063,-75.771343,"Chenango",17,"6","Chenango River",2050102,"B",7,"0602-0009","SR-44",NA,NA,NA,271.4819031
606,"NANG",25.5,"15","40 m below Hogsback Rd. bridge (bridge out)","Greene",42.35278,-75.72083,"Chenango",17,"6","Chenango River",2050102,"B",7,"0602-0009","SR-44",NA,NA,NA,274.8832092
605,"NANG",37.3,"14","under bridge","Oxford",42.44167,-75.59639,"Chenango",17,"6","Chenango River",2050102,"C",7,"0602-0164","SR-44",NA,NA,NA,292.4869995
604,"NANG",42.4,"13","at Chenango Asphalt Products -  below RR trestle","Norwich",42.48167,-75.53778,"Chenango",17,"6","Chenango River",2050102,"C",7,"0602-0164","SR-44",NA,NA,NA,295.2910156
603,"NANG",47.2,"6","30 m below Rte. 23 bridge","Norwich",42.53778,-75.51361,"Chenango",17,"6","Chenango River",2050102,"C",7,"0602-0164","SR-44",NA,NA,NA,298.5972595
602,"NANG",49.3,"4","blw Norwich-Eaton dis,0.8 mi. north of Rt320 inter","North Norwich",42.567543,-75.519513,"Chenango",17,"6","Chenango River",2050102,"B",7,"0602-0069","SR-44",NA,NA,NA,314.6816406
601,"NANG",50.8,"03A","@ Chenango Auto below 1st bridge on farm road","North Norwich",42.58389,-75.52834,"Chenango",17,"6","Chenango River",2050102,"B",7,"0602-0069","SR-44",NA,NA,NA,305.020752
599,"NANG",54.4,"1","150 m above Rte. 12, Rte. 23A bridge","North Norwich",42.61945,-75.51083,"Chenango",17,"6","Chenango River",2050102,"BT",7,"0602-0069","SR-44",NA,NA,NA,304.1070862
600,"NANG",54.6,"3","@ Chenango Auto above 2nd bridge on farm road","North Norwich",42.58444,-75.52834,"Chenango",17,"6","Chenango River",2050102,"B",7,"0602-0069","SR-44",NA,NA,NA,305.0506592
610,"NANG",55.3,"A","where Tracy Rd is closer to river-200m above bridg","North Norwich",42.62889,-75.50027,"Chenango",17,"6","Chenango River",2050102,"BT",7,"0602-0069","SR-44",NA,NA,NA,306.506073
2875,"NANG",66.3,"01A","Off Rte 12B","Sherburne",42.70042,-75.52645,"Chenango",17,"6","Chenango River",2050102,"BT",7,"0602-0069","SR-44",NA,NA,NA,318.0682983
40969954,"NANG_T15",0.1,"F","Downstream of Rte 12 bridge, adjacent to Oak Grove Drive","Greene",42.247585,-75.82992,"Chenango",17,"6","Unnamed Tributary to Chenango River",2050102,"C",7,"0602-0136","SR-44-15",NA,NA,NA,274.1639099
2911,"NANG_T73",0.4,"1","Off CR 73, through corn field","Lebanon",42.74189,-75.55829,"Madison",53,"6","Unnamed Tributary to Chenango River",2050102,"C",7,"0602-0069","SR-44-73",NA,NA,NA,335.73172
598,"NANG_W",0.3,"0","200 m above Hart Rd. bridge","Eaton",42.884058,-75.638408,"Madison",53,"6","West Branch Chenango River",2050102,"CT",7,"0602-0165","SR-44",NA,NA,NA,380.3312683
612,"NANT",0.6,"1","200 m downstream of Rte 17C bridge","Union",42.089935,-76.089207,"Broome",7,"6","Nanticoke Creek",2050103,"C",7,"0603-0045","SR-28",NA,NA,NA,249.8036499
2897,"NANT_E",6.3,"E","Walk adj. to Rt. 26.","Nanticoke",42.28544,-76.00517,"Broome",7,"6","East Branch Nanticoke Creek",2050103,"CT",7,"0603-0046","SR-28-15",NA,NA,NA,318.0059204
613,"NAPL",2.7,"1","DEC fishing access off Rte 21, 50m above deep pool","Naples",42.6399,-77.38071,"Ontario",69,"7","Naples Creek",4140201,"CTS",8,"0704-0051","ONT-66-12-52-P286-18-2",NA,NA,NA,210.1276245
1683,"NARO",0.4,"1","@Narrows Creek Rd bridge","Corning",42.14386,-77.02827,"Steuben",101,"5","Narrows Creek",2050105,"C",8,"0501-0040","PA-3-51",NA,NA,NA,292.1144104
1808,"NAUR",0.3,"1","30m below Sickletown Rd bridge","Orangetown",41.05889,-73.99194,"Rockland",87,"15","Nauraushaun Brook",2030103,"A",3,"1501-0010","NJ- 1- 4",NA,NA,NA,24.42677307
614,"NBAY",1.3,"1","at Rt. 9N bridge","Bolton",43.62695,-73.60778,"Warren",113,"10","Northwest Bay Brook",2010008,"AA-S",5,"1006-0023","C-101-P367-65",NA,NA,NA,99.07021332
618,"NCHU",0.4,"3","80 m below Rte. 5 bridge","Amsterdam",42.93972,-74.19,"Montgomery",57,"12","North Chuctanunda Creek",2020004,"C",4,"1201-0031","H-240-69",NA,NA,NA,100.9286575
1397,"NCHU",0.8,"03A","100 yds above Willow St bridge","Amsterdam",42.93861,-74.18222,"Montgomery",57,"12","North Chuctanunda Creek",2020004,"C",4,"1201-0031","H-240-69",NA,NA,NA,123.1492386
42674043,"NCHU",3.1,"3.1","Shuttleworth Park, 200 m below bridge","Amsterdam",42.960411,-74.174346,"Montgomery",57,"12","North Chuctanunda Creek",2020004,"C",4,"1201-0031","H-240-69",NA,NA,NA,194.9548035
617,"NCHU",3.2,"2","Shuttleworth Park, 200 m below bridge","Amsterdam",42.96167,-74.17333,"Montgomery",57,"12","North Chuctanunda Creek",2020004,"C",4,"1201-0031","H-240-69",NA,NA,NA,199.7669678
2452,"NCHU",16.5,"1","Greens Corner Rd","Galway",43.06722,-74.06722,"Saratoga",91,"12","North Chuctanunda Creek",2020004,"C",5,"1201-0107","H-240-69-P563-2-P564-1",NA,NA,NA,330.2176208
1972,"NEGU",0.3,"1","50m above Herbert St. bridge","Babylon",40.68306,-73.36444,"Suffolk",103,"17","Neguntatogue Creek",2030202,"C",1,"1701-0088","(MW7.8)  AO-GSB-211",NA,NA,NA,2.522690296
273,"NEIL",0.7,"2","40 m above Co. Rt. 6 bridge","Avoca",42.43055,-77.4597,"Steuben",101,"5","Neils Creek",2050105,"CTS",8,"0502-0014","PA-3-58-38",NA,NA,NA,377.5025024
1694,"NEIL",2.1,"1","Just above Co Rt 6 bridge","Avoca",42.42773,-77.48072,"Steuben",101,"5","Neils Creek",2050105,"CTS",8,"0502-0014","PA-3-58-38",NA,NA,NA,396.2272339
1727,"NETL",2.9,"2.9","Just below Rt 364 bridge","Potter",42.69256,-77.18903,"Yates",123,"7","Nettle Creek",4140201,"CTS",8,"0704-0006","ONT-66-12-52-40-26",NA,NA,NA,271.6535645
2074,"NETT",0.5,"1","CR 34, just west of SR 310","Potsdam",44.69695,-75.15278,"St. Lawrence",89,"9","Nettle Creek",4150304,"D",6,"0904-0015","SL-2-19",NA,NA,NA,90.55910492
2381,"NEUM",0.2,"1","Just upstream of Rte 391 bridge","Hamburg",42.71347,-78.80872,"Erie",29,"1","Neuman Creek",4120103,"A",9,"0104-0017","E-13-8",NA,NA,NA,239.1539459
632,"NEVR",0.5,"15","200 m downstream of SR 6 bridge","Port Jervis",41.36033,-74.68762,"Orange",71,"14","Lower Neversink River",2040104,"B",3,"1402-0020","D- 1 (portion 1)",NA,NA,NA,129.946167
631,"NEVR",8.9,"14A","100 m above Guymard Tpke. bridge","Deerpark",41.4422,-74.6002,"Orange",71,"14","Lower Neversink River",2040104,"B(T)",3,"1402-0020","D- 1 (portion 1)",NA,NA,NA,141.1818542
630,"NEVR",10.1,"14","upstream of Rte. 209 bridge","Deerpark",41.45583,-74.60083,"Orange",71,"14","Lower Neversink River",2040104,"B(T)",3,"1402-0006","D- 1 (portion 2)",NA,NA,NA,148.8938141
629,"NEVR",14.8,"13","upstream of CR 49 bridge","Forestburgh",41.50444,-74.64778,"Sullivan",105,"14","Lower Neversink River",2040104,"B(T)",3,"1402-0006","D- 1 (portion 2)",NA,NA,NA,201.3121033
628,"NEVR",26.2,"12","100 m above CR 173 bridge","Thompson",41.63445,-74.61916,"Sullivan",105,"14","Lower Neversink River",2040104,"B(T)",3,"1402-0021","D- 1 (portion 3)",NA,NA,NA,320.3012085
627,"NEVR",27.8,"9","opposite confluence with Sheldrake Stream","Thompson",41.65556,-74.60972,"Sullivan",105,"14","Lower Neversink River",2040104,"B(T)",3,"1402-0006","D- 1 (portion 2)",NA,NA,NA,322.9234924
626,"NEVR",30.6,"7","Avon Lodge Rd. - opposite lodge","Fallsburg",41.69167,-74.60056,"Sullivan",105,"14","Lower Neversink River",2040104,"B(T)",3,"1402-0021","D- 1 (portion 3)",NA,NA,NA,333.9772644
625,"NEVR",34.4,"4","100 m below Rte. 53 bridge","Fallsburg",41.73,-74.60416,"Sullivan",105,"14","Lower Neversink River",2040104,"B(T)",3,"1402-0021","D- 1 (portion 3)",NA,NA,NA,349.9546509
624,"NEVR",36.8,"3","20 m below Rte. 52 bridge","Fallsburg",41.76,-74.59917,"Sullivan",105,"14","Lower Neversink River",2040104,"B(T)",3,"1402-0021","D- 1 (portion 3)",NA,NA,NA,359.9273987
623,"NEVR",39.6,"2","50 m above Hasbrouck A Road bridge","Fallsburg",41.7893,-74.6158,"Sullivan",105,"14","Lower Neversink River",2040104,"B(T)",3,"1402-0021","D- 1 (portion 3)",NA,NA,NA,369.375946
42674567,"NEVR_T20",0.3,"1","200 m west of Kennel Rd","Deerpark",41.4919,-74.6217,"Orange",71,"14","Unnamed Tributary to Lower Neversink River",2040104,"C(T)",3,"1402-0041","D- 1-13 thru 36 (selected)",NA,NA,NA,279.0818787
3910,"NEWC",0.3,"1","At Rte 22 Bridge","Lewisboro",41.287207,-73.677806,"Westchester",119,"13","Unnamed Tributary to New Croton Reservoir",2030101,"C",3,"1302-0134","H- 31-P44-25 thru 33",NA,NA,NA,63.47148132
2600,"NEWF",0.2,"1","10 m below Garfield Rd bridge","Poestenkill",42.69645,-73.58031,"Rensselaer",83,"13","Newfoundland Creek",2020006,"C(T)",4,"1301-0068","H-236",NA,NA,NA,132.8341064
3160,"NEWR",0.2,"1","At Bridge on East State Street","Salamanca",42.163,-78.723,"Cattaraugus",9,"2","Newton Run",5010001,"C",9,"0201-0038","PA-53-23",NA,NA,NA,423.2063904
633,"NEWT",0.3,"4","100 m above Rt. 352 bridge; off Rt. 17, Exit 56","Elmira",42.09046,-76.783723,"Chemung",15,"5","Newtown Creek",2050105,"C",8,"0501-0003","PA-3-28",NA,NA,NA,253.1239777
1680,"NEWT",6.8,"3","50m above East Franklin St bridge","Horseheads",42.16833,-76.81889,"Chemung",15,"5","Newtown Creek",2050105,"C",8,"0501-0007","PA-3-28",NA,NA,NA,270.0218201
1678,"NEWT",12.6,"1","30m below Church Rd bridge","Horseheads",42.17222,-76.73333,"Chemung",15,"5","Newtown Creek",2050105,"C",8,"0501-0030","PA-3-28",NA,NA,NA,332.7000122
1679,"NEWT_N",1,"2","Path at Park 'n Ride off Rte 13","Horseheads",42.18889,-76.78778,"Chemung",15,"5","North Branch Newtown Creek",2050105,"C",8,"0501-0035","PA-3-28-13",NA,NA,NA,290.4759827
3520,"NEWT_T16",2.1,"1","120 meters downstream of Bannister Road Bridge","Horseheads",42.195166,-76.746404,"Chemung",15,"5","Unnamed Tributary to Newtown Creek",2050105,"C",8,"0501-0007","PA-3-28-16",NA,NA,NA,381.8997192
42675172,"NEWT_T30",0.4,NA,"40m below Swartwood Hill Rd","Erin",42.201117,-76.663515,"Chemung",15,"5","Unnamed Tributary to Newtown Creek",2050105,"C",8,"0501-0030","Pa  3-28","High gradient- hard bottom","Altered",NA,408.6808167
2046,"NEWV",0.2,"1","10m above Rte 436 bridge","Nunda",42.57861,-77.9275,"Livingston",51,"4","Newville Creek",4130002,"CT",8,"0404-0018","ONT-117-66-3-25",NA,NA,NA,272.208313
636,"NIAG",0.6,"7","off shore of Fort Niagara State Park","Porter",43.258624,-79.05545,"Niagara",63,"1","Niagara River",4120104,"AS",9,"0101-0027","ONT-158",NA,NA,NA,74.62403107
42674140,"NIAG",20.4,"5","Just above Little Niagara River","Niagara Falls",43.06842,-78.949278,"Niagara",63,"1","Niagara River",4120104,"AS",9,"0101-0006","ONT-158",NA,NA,NA,171.4309998
2795,"NIAG",24.1,"03E","Tonawanda Channel, east side","North Tonawanda",43.038,-78.8895,"Erie",29,"1","Niagara River",4120104,"AS",9,"0101-0006","ONT-158",NA,NA,NA,171.4309998
2791,"NIAG",25.3,"02E","Tonawanda Channel, east of Motor Island","Tonawanda",43.0237,-78.8833,"Erie",29,"1","Niagara River",4120104,"AS",9,"0101-0006","ONT-158",NA,NA,NA,171.4309998
2794,"NIAG",25.5,"04W","Tonawanda Channel, south","Tonawanda",43.02197,-78.88478,"Niagara",63,"1","Niagara River",4120104,"AS",9,"0101-0006","ONT-158",NA,NA,NA,172.3773193
1647,"NIAG",32.6,"01A","Buoy 7","Buffalo",42.95194,-78.91167,"Erie",29,"1","Niagara River",4120104,"AS",9,"0101-0006","ONT-158",NA,NA,NA,173.2350006
635,"NIAG",33.4,"1","Rt 266, downstream from Jafco Marine - Buoy 1","Buffalo",42.94,-78.91417,"Erie",29,"1","Niagara River",4120104,"AS",9,"0101-0006","ONT-158",NA,NA,NA,173.5815277
634,"NIAG",36.7,"0","off LaSalle Park - Buoy EU4","Buffalo",42.89528,-78.90806,"Erie",29,"1","Niagara River",4120104,"AS",9,"0104-0032","E",NA,NA,NA,174.0869904
2793,"NIAG_EC",24.9,"04E","Tonawanda Channel, east side","North Tonawanda",43.02966,-78.88184,"Niagara",63,"1","Niagara River",4120104,"AS",9,"0101-0006","ONT-158",NA,NA,NA,171.4309998
