ObjectID,GlobalID,Order,Family,Final ID,"Please describe the ""other"" bug",Please include any other notes about the particular bug.,ParentGlobalID,,CreationDate,Creator,EditDate,Editor,bug_num
2027,c4640788-b1a1-4073-8fe2-6194639dd4db,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,,606d1619-d019-49cf-836d-85460138cd84,,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1
2028,732a555e-e545-4feb-893c-d4be2063d218,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,606d1619-d019-49cf-836d-85460138cd84,,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,2
2029,cd7a9248-cc56-4042-86c3-a1afdc17c98d,Wormlike,Other,(Wormlike) Other,unknown,,606d1619-d019-49cf-836d-85460138cd84,,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,2
2030,df761dab-c246-4b82-8dc6-5561418a625c,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,"incomplete specimen, id unsure",606d1619-d019-49cf-836d-85460138cd84,,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1
2031,6146491a-8664-4f4d-88bd-b59fbf58e223,Trichoptera,Other,(Trichoptera) Other,unknown,,606d1619-d019-49cf-836d-85460138cd84,,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 16:56,makenzie.garrett@dec.ny.gov_nysdec,1
2032,ab17b317-dc90-4e9e-8888-a81ff4a9798a,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,55dc77f2-49d7-4eb3-8806-a20838a78ad2,,1/26/2023 17:00,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 17:00,makenzie.garrett@dec.ny.gov_nysdec,1
2033,f9191daa-4f69-4c85-8a05-0cd8cf7f24b4,Plecoptera,Pteronarcidae,(Plecoptera) Pteronarcidae,,,55dc77f2-49d7-4eb3-8806-a20838a78ad2,,1/26/2023 17:00,makenzie.garrett@dec.ny.gov_nysdec,1/26/2023 17:00,makenzie.garrett@dec.ny.gov_nysdec,1
2034,0591e632-e3cb-41cb-8378-582a12052c05,Diptera,Limoniidae,(Diptera) Limoniidae,,,7174cdb2-d677-4792-8f43-1d7003bb4f95,,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,3
2035,6d4a7518-442e-4c76-88df-1a631f53ec87,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,7174cdb2-d677-4792-8f43-1d7003bb4f95,,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1
2036,4fcde290-945c-4b89-8bde-c4c0189b746e,Odonata: Anisoptera,Gomphidae,(Odonata: Anisoptera) Gomphidae,,,7174cdb2-d677-4792-8f43-1d7003bb4f95,,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,5
2037,5194e1e5-cd6b-4708-84a5-40d0c12e5df1,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,7174cdb2-d677-4792-8f43-1d7003bb4f95,,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1
2038,d60957c7-cbf2-49b9-82bc-79dee050ddb2,Plecoptera,Perlodidae,(Plecoptera) Perlodidae,,,7174cdb2-d677-4792-8f43-1d7003bb4f95,,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,2
2039,167fa609-d00d-444c-8dc4-a4175a3bb88f,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,7174cdb2-d677-4792-8f43-1d7003bb4f95,,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1
2040,3c62cf57-90dc-4ded-852f-381319090659,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,,7174cdb2-d677-4792-8f43-1d7003bb4f95,,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1
2041,d07052d8-239d-43d5-8c51-fd1f7245845b,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,7174cdb2-d677-4792-8f43-1d7003bb4f95,,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 18:36,keleigh.reynolds@dec.ny.gov_nysdec,3
2042,f1164894-0ef7-409c-85a5-eed4389f8f47,Mollusca: Gastropoda,Valvatidae,(Mollusca: Gastropoda) Valvatidae,,,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1
2043,0ab8f34f-dc0f-45dc-8187-3686d4c08ebc,Wormlike,Oligochaeta,(Wormlike) Oligochaeta,,,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1
2044,237cf4ac-3043-458f-86f9-5c4b407f648d,Wormlike,Hirudinea,(Wormlike) Hirudinea,,,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,2
2045,26b790a0-5e36-4871-8f85-4a2eaf0de53d,Wormlike,"Tricladida, Planaridae","(Wormlike) Tricladida, Planaridae",,,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,2
2046,333dfde7-66e0-47f5-836c-dacdcdf1cb30,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,2
2047,72e04118-57f2-41d1-8f6a-a8f483856916,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,2
2048,4c215121-88b6-428e-8d97-a9f20f9b2975,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1
2049,6e859cb9-c0c3-4d43-87af-5c134151884c,Trichoptera,Rhyacophilidae,(Trichoptera) Rhyacophilidae,,bugs are pretty beat up,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,2
2050,d37dea6b-ec81-40fd-89cc-252cc2c1ff0f,Hemiptera,Other,(Hemiptera) Other,,,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1
2051,e0459d16-5ebb-42f8-8a41-c24967711347,Mollusca: Bivalvia,,(Mollusca: Bivalvia) ,,too small to see teeth in valve,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1
2052,43a81d7d-b7ed-4d26-8bb7-a57f7021a518,Trichoptera,Other,(Trichoptera) Other,"This one needs a follow up, tusks on mandible and very dry specimens so hard to get an ID",,7fea5a30-3bf1-47df-8add-ae9db194f101,,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:19,keleigh.reynolds@dec.ny.gov_nysdec,2
2053,9a59af09-097d-45bc-8a1c-a452818d0865,Wormlike,Oligochaeta,(Wormlike) Oligochaeta,,,c694b313-725a-4021-83e6-d1ce4d60ced9,,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1
2054,01045075-f596-46ea-8b5e-6dffa090babc,Odonata: Anisoptera,Aeshnidae,(Odonata: Anisoptera) Aeshnidae,,,c694b313-725a-4021-83e6-d1ce4d60ced9,,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1
2055,222f5913-c2bd-4280-83f4-0ec6307778e2,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,c694b313-725a-4021-83e6-d1ce4d60ced9,,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1
2056,6857cbb7-825c-41b4-85b1-903fa58919a4,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,c694b313-725a-4021-83e6-d1ce4d60ced9,,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,3
2057,b20eb5c4-b590-4544-8ca4-1ff67e8f666f,Trichoptera,Psychomyiidae,(Trichoptera) Psychomyiidae,,,c694b313-725a-4021-83e6-d1ce4d60ced9,,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1
2058,bcc5c47d-5de1-493f-8c3e-03da4615142f,Trichoptera,Polycentropodidae,(Trichoptera) Polycentropodidae,,,c694b313-725a-4021-83e6-d1ce4d60ced9,,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,2
2059,5a516420-414e-4cba-8159-17944e3c45bc,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,c694b313-725a-4021-83e6-d1ce4d60ced9,,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,2
2060,2570d374-29d0-4885-8baa-db6ede269298,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,very small specimen,c694b313-725a-4021-83e6-d1ce4d60ced9,,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 19:42,keleigh.reynolds@dec.ny.gov_nysdec,1
2061,851383c8-54ca-4b6b-8d59-af999f8d51ac,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,85970402-310e-451d-850e-91636445cca0,,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,5
2062,1d81553e-89cd-4017-8e12-97b4f3c9dc68,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,85970402-310e-451d-850e-91636445cca0,,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,1
2063,17d98d54-a724-4e86-8c2b-1ef967245c18,Diptera,Simuliidae,(Diptera) Simuliidae,,,85970402-310e-451d-850e-91636445cca0,,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,4
2064,759bbfbd-efd1-45fa-8ee5-086902836487,Wormlike,Other,(Wormlike) Other,small white worms,,85970402-310e-451d-850e-91636445cca0,,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,2
2065,71fe57bb-f2f1-4303-87f5-87490d6545b0,Diptera,Limoniidae,(Diptera) Limoniidae,,,85970402-310e-451d-850e-91636445cca0,,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,1
2066,75a6eabe-1521-44db-88ae-12d03bf3424c,Diptera: Chironomidae,,(Diptera: Chironomidae) ,,,85970402-310e-451d-850e-91636445cca0,,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,2
2067,2f4d7838-464b-4ca5-836e-ffd41bdffdbd,Trichoptera,Limnephilidae,(Trichoptera) Limnephilidae,,,85970402-310e-451d-850e-91636445cca0,,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:01,keleigh.reynolds@dec.ny.gov_nysdec,7
2068,9f323534-e467-40bb-8874-f606a3a48a7f,Hemiptera,Other,(Hemiptera) Other,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1
2069,fef0e24a-acd9-43e3-8b61-31f214954226,Diptera,Limoniidae,(Diptera) Limoniidae,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,2
2070,a5e30434-5d30-45d8-84ca-68f821c6adf0,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,2
2071,c45b1ac2-af7f-4495-8126-e0d48093de5d,Odonata: Anisoptera,Gomphidae,(Odonata: Anisoptera) Gomphidae,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,2
2072,39893f70-5ab6-4dc7-86a9-1214a15ca8de,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1
2073,63e1df48-beb1-42f8-8bc4-00ed0e8bee37,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1
2074,18434b7a-99c0-4d1e-8762-f5edaaa51e88,Ephemeroptera,Caenidae,(Ephemeroptera) Caenidae,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1
2075,5b432f0d-6478-4f2b-8c62-7c060c69aea8,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,3
2076,8a37e774-96b1-4e21-8818-2f09fe90d9e0,Trichoptera,Glossosomatidae,(Trichoptera) Glossosomatidae,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1
2077,a0f94d8c-e2c9-4979-8dc4-51bf06cf62f3,Trichoptera,Leptoceridae,(Trichoptera) Leptoceridae,,,366f287b-fd42-494b-839e-43d12689f1f0,,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,1/30/2023 20:25,keleigh.reynolds@dec.ny.gov_nysdec,2
2078,5df84837-5e31-4da0-8582-008c376fb259,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1
2079,6c8be03c-84a0-49be-8fc1-ea8f1a995063,Diptera,Athericidae,(Diptera) Athericidae,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,3
2080,b60c8a06-0a98-414c-8ba8-e6ae48ea8553,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,2
2081,d34e50e0-4797-47b8-8795-1bc67003f680,Ephemeroptera,Caenidae,(Ephemeroptera) Caenidae,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,2
2082,1a20403b-1f24-4cea-8038-b70ac960c7e4,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,2
2083,0c56dd82-e687-4647-8125-d217d519f1a5,Trichoptera,Philopotamidae,(Trichoptera) Philopotamidae,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1
2084,959abb43-8bfc-4996-8c0d-3424a5a8a044,Wormlike,"Tricladida, Planaridae","(Wormlike) Tricladida, Planaridae",,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,2
2085,6b31a585-a802-48cd-8b09-3450aa5aa1d2,Crustacea: Isopoda,Asellota,(Crustacea: Isopoda) Asellota,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1
2086,c2706506-1b61-4ce6-8b4c-d7449ce7d5f9,Crustacea: Amphipoda,Gammaridea,(Crustacea: Amphipoda) Gammaridea,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1
2087,d6e3f462-72d9-4a71-8734-da065fec7314,Ephemeroptera,Baetidae,(Ephemeroptera) Baetidae,,"Gills missing, id not positive",cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1
2088,98b4fec0-dede-4433-8269-7ce8508e4d78,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1
2089,42f91240-f563-41ce-8e0f-36b391942915,Trichoptera,Helicopsychidae,(Trichoptera) Helicopsychidae,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1
2090,b8ba1b8e-c375-45d4-86e1-6c7a5a9b97be,Coleoptera,Dytiscidae,(Coleoptera) Dytiscidae,,,cb6fa2f4-aae9-4c0e-85e1-cde8d3fd4dd9,,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 13:48,makenzie.garrett@dec.ny.gov_nysdec,3
2091,848dcbc7-50b1-4d8b-8368-828e413bcd05,Crustacea: Decapoda,Pleocyemata: Cambaridae,(Crustacea: Decapoda) Pleocyemata: Cambaridae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2092,8d36bebe-d3c2-4e3f-8f25-32439057de79,Coleoptera,Psephenidae,(Coleoptera) Psephenidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2093,dadf106b-31b0-4ef6-8c38-5d0e341becd3,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2094,b3d1f7d7-ce72-4e93-84e6-0792d4c65b5c,Megaloptera,Corydalidae,(Megaloptera) Corydalidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2095,42673244-5045-438d-8480-4ccd71a68eaa,Diptera,Tipulidae,(Diptera) Tipulidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,3
2096,40f94c8b-98bd-4b53-8473-3018fa0e776d,Diptera,Athericidae,(Diptera) Athericidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2097,02e47259-7760-4f1f-8c5e-f873082ae466,Plecoptera,Perlidae,(Plecoptera) Perlidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,2
2098,138a98af-bc78-4d4f-8823-18cf9578adc2,Ephemeroptera,Isonychiidae,(Ephemeroptera) Isonychiidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2099,bf0237c4-5c64-42ec-8bba-440b89f4f6f0,Trichoptera,Helicopsychidae,(Trichoptera) Helicopsychidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2100,344e35ac-94d4-4052-8deb-77bac9045840,Trichoptera,Hydropsychidae,(Trichoptera) Hydropsychidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2101,80f1d868-9d68-45a9-8982-83a86d966c72,Mollusca: Gastropoda,,(Mollusca: Gastropoda) ,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,2
2102,a36a920e-d1c2-4e3e-8486-ca6c7ecc87d7,Coleoptera,Elmidae,(Coleoptera) Elmidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,3
2103,38714604-cfa1-4512-875a-ce01b7cb6b1e,Wormlike,"Tricladida, Planaridae","(Wormlike) Tricladida, Planaridae",,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2104,44243c09-e613-402b-8f53-849aae130d4e,Coleoptera,Dytiscidae,(Coleoptera) Dytiscidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,4
2105,b294bbe7-e102-41fb-8f03-85b914f084f5,Odonata: Zygoptera,Calopterygidae,(Odonata: Zygoptera) Calopterygidae,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2106,67ee11f8-21dd-42a5-8e5d-ba70292496ed,Diptera: Chironomidae,Chironomus,(Diptera: Chironomidae) Chironomus,,,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1
2107,2a5654fa-199d-4235-8091-aa263484a21b,Wormlike,Other,(Wormlike) Other,"Very small, <1mm",,58f78ea3-0e99-437a-86f7-3c4111e4d2d3,,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 14:58,makenzie.garrett@dec.ny.gov_nysdec,2
2108,13aa6f74-f8b3-410c-86f4-ba9b959e4397,Ephemeroptera,Heptageniidae,(Ephemeroptera) Heptageniidae,,,6de415a7-08e3-40e8-84c4-dd436d78b742,,1/31/2023 17:39,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 17:39,makenzie.garrett@dec.ny.gov_nysdec,1
2109,e66cb9aa-a11e-45a5-869c-f7e3fdc823d4,Diptera,Tipulidae,(Diptera) Tipulidae,,,6de415a7-08e3-40e8-84c4-dd436d78b742,,1/31/2023 17:39,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 17:39,makenzie.garrett@dec.ny.gov_nysdec,2
2110,eeee2f4b-dca0-499f-84e2-15ad5e9b6ecd,Odonata: Anisoptera,Gomphidae,(Odonata: Anisoptera) Gomphidae,,,6de415a7-08e3-40e8-84c4-dd436d78b742,,1/31/2023 17:39,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 17:39,makenzie.garrett@dec.ny.gov_nysdec,1
2111,4fc71deb-c180-4ba1-8252-41f8b069f007,Wormlike,Hirudinea,(Wormlike) Hirudinea,,,6de415a7-08e3-40e8-84c4-dd436d78b742,,1/31/2023 17:39,makenzie.garrett@dec.ny.gov_nysdec,1/31/2023 17:39,makenzie.garrett@dec.ny.gov_nysdec,2
