stationID,Lat,Lon,Stream Name,Assessment,Individual Sample Results,site_id
42.088_-73.977,42.088,-73.977,Beaver Kill,No Conclusion,09/07/2014:No Conclusion,-73.977_42.088
42.09_-76.054,42.09,-76.054,Unknown Stream,Possibly Impaired,8/28/2017:Possibly Impaired,-76.054_42.09
42.092_-76.013,42.092,-76.013,Willow Run,No Conclusion,07/15/2015:No Conclusion,-76.013_42.092
42.092_-76.547,42.092,-76.547,Cayuta Creek,No Known Impact,"8/24/2017:No Known Impact
7/23/2016:No Known Impact",-76.547_42.092
42.094_-79.231,42.094,-79.231,Chadakoin River,No Conclusion,7/29/2016:No Conclusion,-79.231_42.094
42.094_-79.241,42.094,-79.241,Chadakoin River,No Conclusion,7/22/2016:No Conclusion,-79.241_42.094
42.101_-76.025,42.101,-76.025,Brixius Creek,No Conclusion,8/28/2017:No Conclusion,-76.025_42.101
42.105_-76.922,42.105,-76.922,Sing Sing Creek,No Known Impact,8/17/2017:No Known Impact,-76.922_42.105
42.108_-73.95,42.108,-73.95,Sawyer Kill,No Conclusion,09/09/2012:No Conclusion,-73.95_42.108
42.112_-79.217,42.112,-79.217,Chadakoin River,No Conclusion,8/3/2016:No Conclusion,-79.217_42.112
42.113_-73.563,42.113,-73.563,Roeliff Jansen Kill,No Conclusion,9/25/2016:No Conclusion,-73.563_42.113
42.115_-74.055,42.115,-74.055,Plattekill Creek,No Known Impact,09/04/2013:No Known Impact,-74.055_42.115
42.116_-76.548,42.116,-76.548,Cayuta Creek,No Conclusion,9/18/2016:No Conclusion,-76.548_42.116
42.116_-76.865,42.116,-76.865,Hoffman Brook,No Conclusion,7/30/2017:No Conclusion,-76.865_42.116
42.117_-77.943,42.117,-77.943,Dyke Creek,No Known Impact,09/29/2015:No Known Impact,-77.943_42.117
42.118_-79.194,42.118,-79.194,Chadakoin River,No Conclusion,7/22/2016:No Conclusion,-79.194_42.118
42.119_-79.084,42.119,-79.084,Mud Creek,No Known Impact,07/01/2015:No Known Impact,-79.084_42.119
42.121_-74.399,42.121,-74.399,Bushnellsville Creek,No Known Impact,09/21/2012:No Known Impact,-74.399_42.121
42.122_-73.72,42.122,-73.72,Taghkanic Creek,No Conclusion,07/02/2012:No Conclusion,-73.72_42.122
42.123_-74.021,42.123,-74.021,Plattekill Creek,No Known Impact,08/14/2013:No Known Impact,-74.021_42.123
42.124_-73.721,42.124,-73.721,"Taghkanic Creek, Lower, and tribs",No Known Impact,"07/28/2014:No Known Impact
7/15/2016:No Known Impact
08/01/2015:No Known Impact",-73.721_42.124
42.124_-74.399,42.124,-74.399,Bushnellsville Creek,No Known Impact,"08/29/2012:No Conclusion
08/31/2012:No Known Impact",-74.399_42.124
42.125_-75.672,42.125,-75.672,Sage Creek and tribs,No Conclusion,9/7/2017:No Conclusion,-75.672_42.125
42.126_-74.944,42.126,-74.944,Downs/Gregory Hollow Brook and Tribs,No Conclusion,07/21/2013:No Conclusion,-74.944_42.126
42.135_-73.891,42.135,-73.891,Minor Tribs to East of Hudson,No Conclusion,09/09/2013:No Conclusion,-73.891_42.135
42.136_-76.86,42.136,-76.86,Hoffman Brook,No Conclusion,7/17/2018:No Conclusion,-76.86_42.136
42.137_-74.689,42.137,-74.689,Platte Kill,No Conclusion,08/25/2013:No Conclusion,-74.689_42.137
42.139_-75.942,42.139,-75.942,Little Choconut Creek,No Conclusion,9/11/2017:No Conclusion,-75.942_42.139
42.14_-75.894,42.14,-75.894,Phelps Creek,No Conclusion,"8/1/2017:No Conclusion
7/24/2019:No Conclusion
8/9/2018:No Conclusion",-75.894_42.14
42.14_-75.895,42.14,-75.895,Phelps,No Conclusion,9/5/2017:No Conclusion,-75.895_42.14
42.142_-76.766,42.142,-76.766,Latta Brook,No Conclusion,7/17/2018:No Conclusion,-76.766_42.142
42.145_-75.911,42.145,-75.911,Smith Hill Creek,No Conclusion,7/27/2017:No Conclusion,-75.911_42.145
42.146_-76.808,42.146,-76.808,Latta Brook,No Conclusion,8/5/2017:No Conclusion,-76.808_42.146
42.15_-73.875,42.15,-73.875,Minor Tribs to East of Hudson,No Conclusion,09/09/2013:No Conclusion,-73.875_42.15
42.15_-77.819,42.15,-77.819,Dyke Creek,No Known Impact,09/19/2015:No Known Impact,-77.819_42.15
42.151_-74.519,42.151,-74.519,Emory Brook,No Known Impact,07/11/2014:No Known Impact,-74.519_42.151
42.152_-74.131,42.152,-74.131,Roaring Kill,No Known Impact,7/28/2016:No Known Impact,-74.131_42.152
42.152_-76.89,42.152,-76.89,Sing Sing Creek,No Conclusion,10/3/2017:No Conclusion,-76.89_42.152
42.154_-73.52,42.154,-73.52,Roeliff Jansen Kill,No Known Impact,9/30/2016:No Known Impact,-73.52_42.154
42.154_-78.126,42.154,-78.126,South Branch Van Campen Creek,No Known Impact,09/08/2013:No Known Impact,-78.126_42.154
42.155_-74.533,42.155,-74.533,Bush Kill,No Conclusion,07/08/2014:No Conclusion,-74.533_42.155
42.155_-75.165,42.155,-75.165,Pines Brook,No Known Impact,09/25/2015:No Known Impact,-75.165_42.155
42.157_-77.802,42.157,-77.802,East Valley Creek,No Known Impact,09/19/2015:No Known Impact,-77.802_42.157
42.158_-74.521,42.158,-74.521,Vly Creek,No Known Impact,07/11/2014:No Known Impact,-74.521_42.158
42.158_-79.595,42.158,-79.595,French Creek,No Conclusion,07/15/2014:No Conclusion,-79.595_42.158
42.159_-74.556,42.159,-74.556,Bush Kill,No Known Impact,07/08/2014:No Known Impact,-74.556_42.159
42.159_-75.112,42.159,-75.112,Minor Tribs to West Branch Delaware,No Known Impact,09/17/2015:No Known Impact,-75.112_42.159
42.169_-74.15,42.169,-74.15,Cook Brook,No Known Impact,7/19/2016:No Known Impact,-74.15_42.169
42.17_-73.52,42.17,-73.52,Roeliff Jansen Kill,No Conclusion,07/20/2014:No Conclusion,-73.52_42.17
42.172_-73.516,42.172,-73.516,Roeliff Jansen Kill,No Conclusion,"07/03/2014:No Conclusion
9/25/2016:No Conclusion",-73.516_42.172
42.172_-74.019,42.172,-74.019,Kaaterskill Creek,No Known Impact,"09/07/2012:No Known Impact
09/02/2012:No Conclusion",-74.019_42.172
42.172_-74.148,42.172,-74.148,Schoharie C,No Known Impact,7/9/2016:No Known Impact,-74.148_42.172
42.172_-76.734,42.172,-76.734,Newtown Creek,No Conclusion,10/3/2017:No Conclusion,-76.734_42.172
42.176_-75.279,42.176,-75.279,Trout Creek,No Known Impact,09/23/2013:No Known Impact,-75.279_42.176
42.178_-73.57,42.178,-73.57,"Taghkanic Creek, Upper, and tribs",No Conclusion,"07/19/2013:No Conclusion
07/03/2014:No Conclusion
08/07/2013:No Conclusion
07/11/2015:No Conclusion",-73.57_42.178
42.181_-74.197,42.181,-74.197,Unknown,No Known Impact,7/29/2017:No Known Impact,-74.197_42.181
42.181_-74.597,42.181,-74.597,Batavia Kill,No Known Impact,9/16/2018:No Known Impact,-74.597_42.181
42.181_-75.622,42.181,-75.622,Belden Brook,No Known Impact,07/18/2015:No Known Impact,-75.622_42.181
42.182_-74.204,42.182,-74.204,"Stony Grove Creek, Upper, and tribs",No Conclusion,06/30/2014:No Conclusion,-74.204_42.182
42.182_-75.013,42.182,-75.013,Minor Tribs to West Branch Delaware,No Conclusion,09/14/2015:No Conclusion,-75.013_42.182
42.186_-73.494,42.186,-73.494,Catamount stream?,No Conclusion,9/23/2018:No Conclusion,-73.494_42.186
42.186_-76.73,42.186,-76.73,Jackson Creek,No Conclusion,7/17/2018:No Conclusion,-76.73_42.186
42.188_-73.574,42.188,-73.574,Conklin Bridge,No Conclusion,9/30/2018:No Conclusion,-73.574_42.188
42.19_-74.188,42.19,-74.188,Minor Tribs to Schoharie Creek,No Conclusion,09/29/2015:No Conclusion,-74.188_42.19
42.19_-74.997,42.19,-74.997,Minor Tribs to West Branch Delaware,No Conclusion,09/15/2015:No Conclusion,-74.997_42.19
42.191_-76.058,42.191,-76.058,Nanticoke Creek,No Conclusion,7/1/2017:No Conclusion,-76.058_42.191
42.192_-75.619,42.192,-75.619,Wylie Brook,No Known Impact,07/31/2015:No Known Impact,-75.619_42.192
42.193_-73.58,42.193,-73.58,Texas Hill road stream?,No Conclusion,9/23/2018:No Conclusion,-73.58_42.193
42.193_-75.902,42.193,-75.902,Castle Creek,No Known Impact,7/1/2017:No Known Impact,-75.902_42.193
42.195_-74.055,42.195,-74.055,"Kaaterskill Cr, Upper, and minor tribs",No Conclusion,09/30/2012:No Conclusion,-74.055_42.195
42.195_-74.092,42.195,-74.092,Kaaterskill Creek,No Conclusion,09/30/2012:No Conclusion,-74.092_42.195
42.196_-73.74,42.196,-73.74,Loomis Creek,No Conclusion,08/08/2014:No Conclusion,-73.74_42.196
42.197_-73.501,42.197,-73.501,Roeliff Jansen Kill,No Conclusion,9/25/2016:No Conclusion,-73.501_42.197
42.197_-73.943,42.197,-73.943,"Kaaterskill Cr, Lower, and tribs",No Conclusion,07/22/2014:No Conclusion,-73.943_42.197
42.197_-75.656,42.197,-75.656,Belden Brook,No Known Impact,07/16/2015:No Known Impact,-75.656_42.197
42.198_-75.656,42.198,-75.656,Belden Brook and tribs,No Known Impact,07/10/2015:No Known Impact,-75.656_42.198
42.201_-79.15,42.201,-79.15,Clear Creek and tribs,No Known Impact,07/11/2014:No Known Impact,-79.15_42.201
42.202_-76.991,42.202,-76.991,Post Creek,No Known Impact,9/19/2016:No Known Impact,-76.991_42.202
42.205_-73.975,42.205,-73.975,Vly Creek,No Conclusion,07/22/2014:No Conclusion,-73.975_42.205
42.205_-75.274,42.205,-75.274,Trout Creek,No Known Impact,09/23/2015:No Known Impact,-75.274_42.205
42.205_-75.275,42.205,-75.275,Trout Creek,No Known Impact,09/22/2014:No Known Impact,-75.275_42.205
42.206_-75.275,42.206,-75.275,Trout Creek,No Known Impact,9/25/2017:No Known Impact,-75.275_42.206
42.215_-76.04,42.215,-76.04,Nanticoke creek,No Known Impact,7/9/2019:No Known Impact,-76.04_42.215
42.221_-79.053,42.221,-79.053,Conewango ,No Known Impact,7/1/2017:No Known Impact,-79.053_42.221
42.225_-75.164,42.225,-75.164,Kerrs Creek,No Known Impact,09/14/2013:No Known Impact,-75.164_42.225
42.226_-75.916,42.226,-75.916,Castle Creek,No Known Impact,07/23/2015:No Known Impact,-75.916_42.226
42.228_-74.474,42.228,-74.474,Vly Creek,No Conclusion,7/7/2018:No Conclusion,-74.474_42.228
42.231_-75.526,42.231,-75.526,Bumps Creek,No Known Impact,07/23/2015:No Known Impact,-75.526_42.231
42.232_-73.69,42.232,-73.69,Claverack Creek,No Known Impact,7/8/2016:No Known Impact,-73.69_42.232
42.233_-73.69,42.233,-73.69,Claverack Creek,No Conclusion,"08/10/2015:No Conclusion
07/20/2014:No Conclusion
07/02/2012:No Conclusion",-73.69_42.233
42.233_-74.13,42.233,-74.13,East Kill,No Conclusion,7/21/2017:No Conclusion,-74.13_42.233
42.233_-76.841,42.233,-76.841,catherine creek,No Conclusion,8/17/2016:No Conclusion,-76.841_42.233
42.234_-74.13,42.234,-74.13,East Kill,No Conclusion,09/15/2015:No Conclusion,-74.13_42.234
42.237_-74.011,42.237,-74.011,Kisatom Brook and tribs,No Conclusion,08/19/2012:No Conclusion,-74.011_42.237
42.237_-74.114,42.237,-74.114,East Kill,No Conclusion,08/20/2013:No Conclusion,-74.114_42.237
42.238_-74.147,42.238,-74.147,East Kill,No Known Impact,"09/17/2014:No Known Impact
09/16/2015:No Known Impact
7/28/2017:No Known Impact",-74.147_42.238
42.248_-73.655,42.248,-73.655,Agawamuck Creek,No Known Impact,09/14/2012:No Known Impact,-73.655_42.248
42.248_-74.303,42.248,-74.303,East Kill,No Conclusion,"09/29/2015:No Conclusion
08/23/2014:No Conclusion",-74.303_42.248
42.249_-74.303,42.249,-74.303,East Kill,No Conclusion,8/18/2017:No Conclusion,-74.303_42.249
42.258_-75.767,42.258,-75.767,Page Brook,No Known Impact,8/2/2017:No Known Impact,-75.767_42.258
42.269_-77.76,42.269,-77.76,Canacadea Creek,No Conclusion,8/3/2017:No Conclusion,-77.76_42.269
42.273_-75.743,42.273,-75.743,Phelps Creek,No Conclusion,7/12/2017:No Conclusion,-75.743_42.273
42.274_-76.838,42.274,-76.838,Catherine Creek,No Conclusion,10/3/2017:No Conclusion,-76.838_42.274
42.281_-73.711,42.281,-73.711,Mud Creek,No Conclusion,"08/14/2015:No Conclusion
08/08/2014:No Conclusion",-73.711_42.281
42.285_-75.889,42.285,-75.889,Halfway/Ticknor Brook,No Known Impact,"8/21/2018:No Conclusion
9/10/2019:No Known Impact
8/28/2017:No Known Impact",-75.889_42.285
42.289_-77.748,42.289,-77.748,Canacadea Creek,No Conclusion,9/28/2016:No Conclusion,-77.748_42.289
42.29_-75.212,42.29,-75.212,Carr's Creek,No Known Impact,7/10/2017:No Known Impact,-75.212_42.29
42.293_-74.133,42.293,-74.133,Batavia Kill,No Known Impact,8/29/2017:No Known Impact,-74.133_42.293
42.298_-76.716,42.298,-76.716,Cayuta Creek,No Known Impact,7/6/2017:No Known Impact,-76.716_42.298
42.299_-79.099,42.299,-79.099,Cherry Creek,No Conclusion,08/30/2015:No Conclusion,-79.099_42.299
42.302_-74.561,42.302,-74.561,Pleasant Valley Brook,No Known Impact,08/08/2013:No Known Impact,-74.561_42.302
42.306_-75.536,42.306,-75.536,Kelsey Brook,No Known Impact,"9/20/2017:No Known Impact
9/27/2016:No Known Impact
09/04/2015:No Known Impact",-75.536_42.306
42.306_-79.578,42.306,-79.578,Chautauqua Creek,No Known Impact,07/01/2014:No Known Impact,-79.578_42.306
42.309_-79.574,42.309,-79.574,Little Chautauqua Creek,No Conclusion,"07/12/2014:No Conclusion
08/12/2014:No Conclusion",-79.574_42.309
42.312_-78.038,42.312,-78.038,Angelica Creek,No Conclusion,09/01/2013:No Conclusion,-78.038_42.312
42.313_-74.721,42.313,-74.721,"Little Delaware, Upper, and tribs",No Conclusion,08/31/2013:No Conclusion,-74.721_42.313
42.314_-76.65,42.314,-76.65,Chaffe Creek (trib of pony hollow creek),No Conclusion,7/2/2017:No Conclusion,-76.65_42.314
42.316_-76.713,42.316,-76.713,Cayuta Creek ,No Conclusion,7/13/2017:No Conclusion,-76.713_42.316
42.321_-75.183,42.321,-75.183,Hamsone Brook,No Known Impact,7/1/2017:No Known Impact,-75.183_42.321
42.323_-74.092,42.323,-74.092,Bowery Creek,No Conclusion,08/11/2012:No Conclusion,-74.092_42.323
42.325_-77.551,42.325,-77.551,"Canisteo River, Middle, and minor tribs",No Conclusion,08/18/2013:No Conclusion,-77.551_42.325
42.331_-79.568,42.331,-79.568,Doty Creek,No Conclusion,09/12/2014:No Conclusion,-79.568_42.331
42.332_-75.176,42.332,-75.176,Treadwell Creek,No Known Impact,9/30/2017:No Known Impact,-75.176_42.332
42.333_-75.288,42.333,-75.288,Ouleout Creek,No Known Impact,9/19/2017:No Known Impact,-75.288_42.333
42.336_-73.432,42.336,-73.432,Minor Tribs to Mass,No Known Impact,07/24/2015:No Known Impact,-73.432_42.336
42.337_-76.787,42.337,-76.787,Catlin Mill Creek,No Conclusion,9/27/2018:No Conclusion,-76.787_42.337
42.337_-76.838,42.337,-76.838,Seneca Lake Inlet and minor tribs,No Known Impact,09/08/2015:No Known Impact,-76.838_42.337
42.338_-74.451,42.338,-74.451,Bearkilll,No Known Impact,7/25/2018:No Known Impact,-74.451_42.338
42.34_-73.627,42.34,-73.627,Kline Kill,No Conclusion,"07/01/2014:No Conclusion
07/11/2015:No Conclusion
7/1/2016:No Conclusion",-73.627_42.34
42.34_-74.078,42.34,-74.078,Bowery Creek,No Known Impact,09/26/2013:No Known Impact,-74.078_42.34
42.345_-75.054,42.345,-75.054,Treadwell Creek,No Known Impact,9/27/2017:No Known Impact,-75.054_42.345
42.351_-75.968,42.351,-75.968,Page Brook,No Conclusion,8/9/2017:No Conclusion,-75.968_42.351
42.355_-77.92,42.355,-77.92,Black Creek,No Conclusion,09/01/2013:No Conclusion,-77.92_42.355
42.368_-73.603,42.368,-73.603,Stony Kill,No Conclusion,07/02/2012:No Conclusion,-73.603_42.368
42.368_-75.127,42.368,-75.127,Ouleout Creek,No Known Impact,9/29/2017:No Known Impact,-75.127_42.368
42.368_-76.718,42.368,-76.718,Small trib to Cayuta Lake,No Conclusion,9/28/2017:No Conclusion,-76.718_42.368
42.369_-73.718,42.369,-73.718,Kinderhook Creek,No Conclusion,08/22/2014:No Conclusion,-73.718_42.369
42.369_-76.901,42.369,-76.901,Glen Creek,No Known Impact,7/27/2016:No Known Impact,-76.901_42.369
42.369_-78.14,42.369,-78.14,Crawford Creek,No Conclusion,09/15/2013:No Conclusion,-78.14_42.369
42.371_-73.608,42.371,-73.608,Stony Kill,No Known Impact,"07/26/2014:No Conclusion
7/2/16:No Known Impact
07/20/2015:No Conclusion",-73.608_42.371
42.372_-73.592,42.372,-73.592,Stony Kill,No Conclusion,08/08/2014:No Conclusion,-73.592_42.372
42.373_-73.656,42.373,-73.656,"Kinderhook Creek, Lower, and minor tribs",No Conclusion,08/22/2014:No Conclusion,-73.656_42.373
42.375_-76.873,42.375,-76.873,Glen Creek,No Known Impact,7/27/2016:No Known Impact,-76.873_42.375
42.377_-73.429,42.377,-73.429,Flat Brook,No Known Impact,07/24/2015:No Known Impact,-73.429_42.377
42.39_-73.551,42.39,-73.551,Stony Kill,No Known Impact,"07/13/2012:No Known Impact
07/02/2012:No Known Impact",-73.551_42.39
42.39_-75.074,42.39,-75.074,Ouleout Creek,No Known Impact,9/28/2017:No Known Impact,-75.074_42.39
42.392_-76.597,42.392,-76.597,"Fish Kill, Upper And Tribs",No Known Impact,09/26/2022:No Known Impact,-76.597_42.392
42.398_-76.547,42.398,-76.547,Enfield Creek,No Known Impact,5/27/2016:No Known Impact,-76.547_42.398
42.406_-76.598,42.406,-76.598,Enfield Creek,No Known Impact,09/15/2022:No Known Impact,-76.598_42.406
42.408_-73.68,42.408,-73.68,Kinderhook Creek,No Known Impact,"07/29/2014:No Conclusion
7/2/16:No Conclusion
07/14/2015:No Known Impact",-73.68_42.408
42.409_-74.461,42.409,-74.461,Schoharie Creek,No Conclusion,07/29/2015:No Conclusion,-74.461_42.409
42.41_-73.522,42.41,-73.522,Stony Kill,No Known Impact,07/09/2012:No Known Impact,-73.522_42.41
42.412_-73.449,42.412,-73.449,Stony Kill,No Conclusion,08/08/2014:No Conclusion,-73.449_42.412
42.413_-73.681,42.413,-73.681,Kinderhook Creek,No Conclusion,09/12/2015:No Conclusion,-73.681_42.413
42.414_-76.53,42.414,-76.53,Cayuga Inlet,No Known Impact,07/25/2015:No Known Impact,-76.53_42.414
42.419_-76.849,42.419,-76.849,Hector Falls Creel and Tribs,No Known Impact,7/25/2017:No Known Impact,-76.849_42.419
42.42_-76.465,42.42,-76.465,Six Mile Creek,No Known Impact,9/2/2016:No Known Impact,-76.465_42.42
42.423_-74.218,42.423,-74.218,"Catskill Creek, Upper, and minor tribs",No Known Impact,09/20/2013:No Known Impact,-74.218_42.423
42.423_-76.524,42.423,-76.524,Cayuga Inlet,No Known Impact,09/26/2015:No Known Impact,-76.524_42.423
42.424_-76.203,42.424,-76.203,East Branch Owego Creek,No Known Impact,9/19/2016:No Known Impact,-76.203_42.424
42.427_-73.676,42.427,-73.676,Valatie Kill,No Conclusion,09/30/2022:No Conclusion,-73.676_42.427
42.428_-76.225,42.428,-76.225,Harford Creek,No Known Impact,9/21/2016:No Known Impact,-76.225_42.428
42.428_-77.431,42.428,-77.431,Ten Mile Creek,No Known Impact,9/11/2016:No Known Impact,-77.431_42.428
42.429_-74.458,42.429,-74.458,Minor Tribs to Schoharie Creek,No Conclusion,07/29/2015:No Conclusion,-74.458_42.429
42.431_-74.467,42.431,-74.467,Mine Kill and tribs,No Known Impact,07/28/2015:No Known Impact,-74.467_42.431
42.432_-74.463,42.432,-74.463,Mine Kill,No Conclusion,07/22/2014:No Conclusion,-74.463_42.432
42.433_-74.457,42.433,-74.457,Mine Kill,No Conclusion,07/22/2014:No Conclusion,-74.457_42.433
42.433_-77.456,42.433,-77.456,Neils Creek,No Known Impact,9/19/2016:No Known Impact,-77.456_42.433
42.434_-77.456,42.434,-77.456,Neil Creek and tribs,No Conclusion,8/29/2016:No Conclusion,-77.456_42.434
42.442_-76.033,42.442,-76.033,Hunts Creek,No Known Impact,07/20/2015:No Known Impact,-76.033_42.442
42.446_-74.92,42.446,-74.92,Kortright Creek,No Known Impact,7/29/2017:No Known Impact,-74.92_42.446
42.447_-74.759,42.447,-74.759,Middle Brook,No Known Impact,09/25/2013:No Known Impact,-74.759_42.447
42.448_-76.502,42.448,-76.502,Cascadilla Creek,No Conclusion,07/05/2015:No Conclusion,-76.502_42.448
42.452_-75.016,42.452,-75.016,Charlotte Creek,No Conclusion,7/8/2017:No Conclusion,-75.016_42.452
42.462_-75.055,42.462,-75.055,Oneonta Creek,No Conclusion,08/03/2022:No Conclusion,-75.055_42.462
42.463_-73.848,42.463,-73.848,Hannacrois Creek,No Known Impact,09/22/2015:No Known Impact,-73.848_42.463
42.464_-75.055,42.464,-75.055,Oneonta Creek,No Conclusion,7/7/2017:No Conclusion,-75.055_42.464
42.465_-73.77,42.465,-73.77,Minor Tribs to East of Hudson,No Conclusion,08/23/2013:No Conclusion,-73.77_42.465
42.465_-73.792,42.465,-73.792,Hannacroix Creek,Possibly Impaired,7/5/2016:Possibly Impaired,-73.792_42.465
42.467_-75.05,42.467,-75.05,Oneonta Creek,No Conclusion,7/5/2017:No Conclusion,-75.05_42.467
42.468_-75.911,42.468,-75.911,Willet Creek,No Known Impact,09/04/2015:No Known Impact,-75.911_42.468
42.468_-79.181,42.468,-79.181,Walnut Creek,No Conclusion,08/25/2014:No Conclusion,-79.181_42.468
42.471_-73.868,42.471,-73.868,Hannacroix Creek,No Conclusion,7/26/2016:No Conclusion,-73.868_42.471
42.475_-73.631,42.475,-73.631,Valatie Kill,No Known Impact,"07/31/2014:No Known Impact
7/1/2016:No Conclusion
09/13/2015:No Conclusion",-73.631_42.475
42.476_-73.793,42.476,-73.793,Coeymans Creek,Possibly Impaired,7/26/2016:Possibly Impaired,-73.793_42.476
42.478_-73.794,42.478,-73.794,Coeymans Creek,No Conclusion,09/25/2013:No Conclusion,-73.794_42.478
42.481_-74.033,42.481,-74.033,Basic Creek Uppers,dry,7/14/2016:dry,-74.033_42.481
42.482_-79.305,42.482,-79.305,Hyde Creek,Possibly Impaired,"08/06/2014:Possibly Impaired
09/14/2014:No Conclusion",-79.305_42.482
42.485_-74.268,42.485,-74.268,Catskill Creek,No Known Impact,09/20/2013:No Known Impact,-74.268_42.485
42.489_-74.959,42.489,-74.959,Shenevus Creek,No Conclusion,08/03/2022:No Conclusion,-74.959_42.489
42.49_-76.914,42.49,-76.914,Big Stream,No Known Impact,7/5/2016:No Known Impact,-76.914_42.49
42.495_-73.447,42.495,-73.447,"Kinderhook Creek, Upper, and minor tribs",No Known Impact,"09/12/2015:No Known Impact
08/11/2014:No Conclusion
7/10/2016:No Conclusion",-73.447_42.495
42.495_-75.045,42.495,-75.045,Oneonta Creek,No Known Impact,7/1/2016:No Known Impact,-75.045_42.495
42.499_-74.02,42.499,-74.02,Basic Creek Uppers,dry,7/14/2016:dry,-74.02_42.499
42.5_-74.292,42.5,-74.292,"Catskill Creek, Upper, and minor tribs",No Known Impact,09/20/2013:No Known Impact,-74.292_42.5
42.5_-75.185,42.5,-75.185,Otsdawa Creek,No Conclusion,7/2/2017:No Conclusion,-75.185_42.5
42.501_-74.031,42.501,-74.031,Basic Creek,No Conclusion,8/19/2016:No Conclusion,-74.031_42.501
42.504_-73.618,42.504,-73.618,Valatie Kill,No Known Impact,"7/1/2016:No Conclusion
08/02/2014:No Known Impact
08/10/2015:No Known Impact",-73.618_42.504
42.505_-73.735,42.505,-73.735,Muitzes Kill,No Conclusion,08/26/2012:No Conclusion,-73.735_42.505
42.506_-73.506,42.506,-73.506,Kinderhook Creek,No Known Impact,"08/23/2015:No Conclusion
7/27/2016:No Conclusion
08/11/2014:No Known Impact",-73.506_42.506
42.508_-73.509,42.508,-73.509,Kinderhook Creek,No Known Impact,"7/27/2016:No Known Impact
07/30/2012:No Conclusion",-73.509_42.508
42.51_-73.516,42.51,-73.516,Kinderhook Creek,No Known Impact,"07/04/2014:No Conclusion
09/05/2015:No Known Impact
7/10/2016:No Known Impact",-73.516_42.51
42.512_-73.808,42.512,-73.808,Coeymans Creek,No Known Impact,7/11/2016:No Known Impact,-73.808_42.512
42.514_-73.617,42.514,-73.617,Valatie Kill,No Conclusion,07/03/2014:No Conclusion,-73.617_42.514
42.514_-74.048,42.514,-74.048,Basic Creek,No Conclusion,09/25/2013:No Conclusion,-74.048_42.514
42.514_-74.245,42.514,-74.245,Lake Creek,No Known Impact,09/20/2013:No Known Impact,-74.245_42.514
42.516_-73.753,42.516,-73.753,Muitzes Kill,No Conclusion,08/03/2013:No Conclusion,-73.753_42.516
42.516_-73.755,42.516,-73.755,Muitzes Kill,No Conclusion,"08/26/2012:No Conclusion
07/21/2012:No Conclusion",-73.755_42.516
42.518_-73.372,42.518,-73.372,Wyomanock Creek,No Conclusion,07/31/2014:No Conclusion,-73.372_42.518
42.518_-76.974,42.518,-76.974,Big Stream,No Conclusion,08/07/2021:No Conclusion,-76.974_42.518
42.52_-73.672,42.52,-73.672,"Vlockie Kill, Upper, and tribs",No Known Impact,08/23/2013:No Known Impact,-73.672_42.52
42.522_-74.703,42.522,-74.703,Charlotte Creek,No Known Impact,09/26/2013:No Known Impact,-74.703_42.522
42.525_-76.483,42.525,-76.483,Gulf Creek,No Known Impact,09/06/2015:No Known Impact,-76.483_42.525
42.526_-73.473,42.526,-73.473,Black Brook,No Known Impact,"7/2/16:No Known Impact
07/22/2015:No Conclusion
07/13/2014:No Conclusion",-73.473_42.526
42.527_-77.001,42.527,-77.001,Un-Nammed Stream,No Conclusion,08/08/2021:No Conclusion,-77.001_42.527
42.529_-73.82,42.529,-73.82,Coeymans Creek,No Conclusion,07/14/2012:No Conclusion,-73.82_42.529
42.53_-75.899,42.53,-75.899,Brakel Creek,No Known Impact,9/22/2016:No Known Impact,-75.899_42.53
42.53_-76.635,42.53,-76.635,Taughannock Creek,No Known Impact,08/15/2015:No Known Impact,-76.635_42.53
42.531_-73.416,42.531,-73.416,Kinderhook Creek,No Known Impact,"07/30/2012:No Known Impact
08/08/2012:No Known Impact",-73.416_42.531
42.536_-74.077,42.536,-74.077,Basic Creek,Possibly Impaired,8/3/2016:Possibly Impaired,-74.077_42.536
42.537_-73.839,42.537,-73.839,Onesquethaw Creek,No Conclusion,8/20/2019:No Conclusion,-73.839_42.537
42.539_-73.829,42.539,-73.829,Coeymans Creek,Possibly Impaired,"9/18/2017:No Conclusion
9/22/2016:Possibly Impaired",-73.829_42.539
42.539_-73.83,42.539,-73.83,Onesquethaw Creek,No Conclusion,"07/20/2012:No Conclusion
07/14/2012:No Conclusion",-73.83_42.539
42.54_-73.403,42.54,-73.403,Black River,No Conclusion,07/28/2014:No Conclusion,-73.403_42.54
42.541_-73.893,42.541,-73.893,Feuri Spruyt,No Known Impact,09/18/2014:No Known Impact,-73.893_42.541
42.541_-75.904,42.541,-75.904,Mead Brook,No Known Impact,9/14/2016:No Known Impact,-75.904_42.541
42.541_-76.649,42.541,-76.649,Taughannock Creek,No Known Impact,7/9/2016:No Known Impact,-76.649_42.541
42.541_-78.982,42.541,-78.982,clear creek,No Conclusion,7/27/2016:No Conclusion,-78.982_42.541
42.544_-74.412,42.544,-74.412,Panther Creek,No Known Impact,"07/23/2014:No Known Impact
09/14/2012:Possibly Impaired",-74.412_42.544
42.545_-74.842,42.545,-74.842,Elk Creek,No Known Impact,9/29/2017:No Known Impact,-74.842_42.545
