"WSEI_WATER_CLARITY","WSEI_SUSPENDED_PHYTOPLANKTON","WSEI_PERIPHYTON","WSEI_MACROPHYTE","WSEI_ODOR","WSEI_TRASH","WSEI_DISCHARGE_PIPE","WSEI_EPIFAUNAL_COVER","WSEI_EMBEDDEDNESPOOLING","WSEI_VELOCITY_DEPTH_REGIME","WSEI_SEDIMENT_DEPOSITION","WSEI_FLOW_STATUS","WSEI_CHANNEL_ALTERATION","WSEI_RIFFLE_BEND_FREQUENCY","WSEI_LEFT_BANK_STABILITY","WSEI_RIGHT_BANK_STABILITY","WSEI_LEFT_BANK_VEG","WSEI_RIGHT_BANK_VEG","WSEI_LEFT_BANK_VEG_ZONE","WSEI_RIGHT_BANK_VEG_ZONE","WSEI_SAMPLE_ID","WSEI_LATITUDE","WSEI_LONGITUDE","WSEI_COLLECTION_DATE"
3,1,4,8,0,2,0,"b","b","b","b","a","b","b","b","b","b","b","b","b","42.4284_-77.431_20160911",42.4284,-77.431,"2016-09-11 0:00:00"
2,0,2,0,0,0,0,"b","a","c","a","a","a","a","b","b","a","a","a","a","42.4295_-74.4584_20150729",42.4295,-74.4584,"2015-07-29 0:00:00"
0,0,1,0,0,0,0,"b","a","b","a","a","b","a","b","c","b","a","a","a","42.4313_-74.4673_20150728",42.4313,-74.4673,"2015-07-28 0:00:00"
3,0,2,0,1,0,0,"a","a","b","a","b","a","b","b","a","b","b","a","a","42.432_-74.4628_20140722",42.432,-74.4628,"2014-07-22 0:00:00"
1,1,1,1,1,1,0,"c","a","b","a","b","a","b","a","c","c","a","a","a","42.4331_-74.4573_20140722",42.4331,-74.4573,"2014-07-22 0:00:00"
2,4,5,4,1,1,0,"b","b","b","b","b","b","a","a","a","a","a","a","a","42.4334_-77.4559_20160919",42.4334,-77.4559,"2016-09-19 0:00:00"
0,0,0,0,0,2,0,"a","a","a","a","a","a","a","a","a","a","a","a","a","42.434_-77.4555_20160829",42.434,-77.4555,"2016-08-29 0:00:00"
1,1,2,2,1,0,0,"b","a","a","a","a","b","a","a","b","a","a","b","c","42.4421_-76.0333_20150720",42.4421,-76.0333,"2015-07-20 0:00:00"
0,0,0,0,0,0,0,"a","a","a","a","a","a","a","a","a","a","a","a","a","42.4457_-74.9202_20170729",42.4457,-74.9202,"2017-07-29 0:00:00"
2,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.447_-74.7586_20130925",42.447,-74.7586,"2013-09-25 0:00:00"
5,1,7,0,1,2,0,"c","a","c","b","a","c","b","a","a","a","a","c","a","42.4479_-76.502_20150705",42.4479,-76.502,"2015-07-05 0:00:00"
2,0,5,0,0,0,0,"a","a","a","a","a","b","a","a","a","a","a","a","a","42.4518_-75.0159_20170708",42.4518,-75.0159,"2017-07-08 0:00:00"
1,0,1,0,0,1,0,"a","a","a","a","a","a","a","b","a","a","a","b","a","42.4628_-73.8478_20150922",42.4628,-73.8478,"2015-09-22 0:00:00"
2,2,7,2,0,2,2,"a","a","b","a","a","a","a","b","b","b","b","c","c","42.4644_-75.0546_20170707",42.4644,-75.0546,"2017-07-07 0:00:00"
0,0,0,0,0,0,0,"a","a","a","a","b","a","a","a","b","a","a","a","a","42.4647_-73.7697_20130823",42.4647,-73.7697,"2013-08-23 0:00:00"
0,0,7,0,0,0,0,"b","a","a","a","a","a","a","b","b","a","a","a","a","42.465_-73.7922_20160705",42.465,-73.7922,"2016-07-05 0:00:00"
2,2,2,1,0,0,1,"c","a","b","b","a","b","b","c","a","c","a","c","c","42.4667_-75.0504_20170705",42.4667,-75.0504,"2017-07-05 0:00:00"
1,0,4,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.4683_-79.1808_20140825",42.4683,-79.1808,"2014-08-25 0:00:00"
1,1,3,5,1,2,5,"b","a","a","b","a","c","a","a","b","a","c","a","c","42.4685_-75.9114_20150904",42.4685,-75.9114,"2015-09-04 0:00:00"
1,1,2,0,0,0,0,"a","b","b","b","c","a","a","a","a","a","a","b","b","42.4709_-73.8676_20160726",42.4709,-73.8676,"2016-07-26 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"b","c","b","a","a","a","b","a","b","b","a","b","a","42.4747_-73.6314_20140731",42.4747,-73.6314,"2014-07-31 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.4747_-73.6314_20150913",42.4747,-73.6314,"2015-09-13 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.4747_-73.6314_20160701",42.4747,-73.6314,"2016-07-01 0:00:00"
9,0,6,0,1,8,5,"b","c","a","b","b","a","a","a","a","a","a","b","a","42.4764_-73.7932_20160726",42.4764,-73.7932,"2016-07-26 0:00:00"
6,1,7,0,2,3,0,"a","a","b","a","a","a","b","b","a","b","b","c","b","42.4779_-73.794_20130925",42.4779,-73.794,"2013-09-25 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.4814_-74.0327_20160714",42.4814,-74.0327,"2016-07-14 0:00:00"
5,3,3,1,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.4822_-79.3055_20140806",42.4822,-79.3055,"2014-08-06 0:00:00"
4,3,7,2,1,3,0,"b","b","b","a","b","b","a","b",NA,"b","a","a","b","42.4822_-79.3055_20140914",42.4822,-79.3055,"2014-09-14 0:00:00"
0,0,2,0,0,0,0,"a","a","a","a","b","b","a","a","a","a","a","a","a","42.485_-74.2677_20130920",42.485,-74.2677,"2013-09-20 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"b","b","b","a","b","b","b","b","a","b","a","c","a","42.4903_-76.9143_20160705",42.4903,-76.9143,"2016-07-05 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.4945_-73.4474_20140811",42.4945,-73.4474,"2014-08-11 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.4945_-73.4474_20150912",42.4945,-73.4474,"2015-09-12 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.4947_-73.4473_20160710",42.4947,-73.4473,"2016-07-10 0:00:00"
0,0,0,0,0,0,0,"a","a","a","a","a","a","a","a","a","a","a","a","a","42.4953_-75.0454_20160701",42.4953,-75.0454,"2016-07-01 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.4989_-74.0204_20160714",42.4989,-74.0204,"2016-07-14 0:00:00"
0,0,0,0,0,0,0,"a","a","b","a","c","a","a","a","a","a","a","a","a","42.4996_-74.2923_20130920",42.4996,-74.2923,"2013-09-20 0:00:00"
1,1,1,2,0,0,1,"a","a","a","a","a","a","a","b","b","a","a","b","b","42.4997_-75.185_20170702",42.4997,-75.185,"2017-07-02 0:00:00"
0,0,0,3,0,0,0,"a","a","b","a","b","a","a","a","a","a","a","a","a","42.5009_-74.031_20160819",42.5009,-74.031,"2016-08-19 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"b","b","b","b","a","a","a","a","a","a","a","a","b","42.5042_-73.6177_20140802",42.5042,-73.6177,"2014-08-02 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5042_-73.6177_20150810",42.5042,-73.6177,"2015-08-10 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5042_-73.6177_20160701",42.5042,-73.6177,"2016-07-01 0:00:00"
0,1,5,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5053_-73.7353_20120826",42.5053,-73.7353,"2012-08-26 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5056_-73.5064_20140811",42.5056,-73.5064,"2014-08-11 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5056_-73.5064_20150823",42.5056,-73.5064,"2015-08-23 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5056_-73.5064_20160727",42.5056,-73.5064,"2016-07-27 0:00:00"
0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5082_-73.5087_20120730",42.5082,-73.5087,"2012-07-30 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5082_-73.5087_20160727",42.5082,-73.5087,"2016-07-27 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"b",NA,"a",NA,"b","a","a","a","a","a","a","a","a","42.5096_-73.516_20140704",42.5096,-73.516,"2014-07-04 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5096_-73.516_20150905",42.5096,-73.516,"2015-09-05 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5096_-73.516_20160710",42.5096,-73.516,"2016-07-10 0:00:00"
0,0,4,0,0,0,0,"a","a","a","b","b","a","a","a","a","a","a","a","a","42.5122_-73.8083_20160711",42.5122,-73.8083,"2016-07-11 0:00:00"
0,0,5,0,0,0,0,"a","a","a","a","b","c","a","a","a","c","c","a","a","42.5141_-74.2447_20130920",42.5141,-74.2447,"2013-09-20 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"a","c","b","b","a","a","a","b","b","a","b","a","b","42.5144_-73.6166_20140703",42.5144,-73.6166,"2014-07-03 0:00:00"
2,2,3,0,0,4,2,"b","a","c","b","b","b","b","b","b","c","b","b","b","42.5145_-74.0475_20130925",42.5145,-74.0475,"2013-09-25 0:00:00"
3,2,8,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5161_-73.7553_20120721",42.5161,-73.7553,"2012-07-21 0:00:00"
0,1,5,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5161_-73.7553_20120826",42.5161,-73.7553,"2012-08-26 0:00:00"
4,3,6,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5162_-73.7533_20130803",42.5162,-73.7533,"2013-08-03 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"c","b","c","a","c","c","c","a","a","c","c","c","c","42.5181_-73.3721_20140731",42.5181,-73.3721,"2014-07-31 0:00:00"
3,1,1,1,0,0,0,"b","b","a","b","b","a","a","a","b","a","a","b","a","42.5201_-73.6719_20130823",42.5201,-73.6719,"2013-08-23 0:00:00"
1,1,3,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5221_-74.7032_20130926",42.5221,-74.7032,"2013-09-26 0:00:00"
1,1,5,2,0,2,0,"a","b","b","b","c","a","b","a","a","a","a","b","a","42.5247_-76.4829_20150906",42.5247,-76.4829,"2015-09-06 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"a","a","a","a","a","a","a","b","a","b","a","a","b","42.5265_-73.4726_20140713",42.5265,-73.4726,"2014-07-13 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5265_-73.4726_20150722",42.5265,-73.4726,"2015-07-22 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5265_-73.4726_20160702",42.5265,-73.4726,"2016-07-02 0:00:00"
5,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5292_-73.8195_20120714",42.5292,-73.8195,"2012-07-14 0:00:00"
0,NA,NA,0,0,0,0,"c","b","a","a","b","a","a","a","b","a","a","a","a","42.5297_-76.6352_20150815",42.5297,-76.6352,"2015-08-15 0:00:00"
1,1,1,1,1,4,0,"a","a","a","b","b","b","a","a","b","a","a","b","a","42.5303_-75.8993_20160922",42.5303,-75.8993,"2016-09-22 0:00:00"
1,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5313_-73.4158_20120730",42.5313,-73.4158,"2012-07-30 0:00:00"
0,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5313_-73.4158_20120808",42.5313,-73.4158,"2012-08-08 0:00:00"
0,1,1,7,1,0,0,"a","b","a","b","b","b","a","a","a","a","a","a","a","42.5359_-74.0771_20160803",42.5359,-74.0771,"2016-08-03 0:00:00"
0,0,2,0,0,0,0,"a","a","a","a","b","a","a","b","a","a","a","a","a","42.5366_-73.8394_20190820",42.5366,-73.8394,"2019-08-20 0:00:00"
2,4,8,0,0,0,0,"a","b","b","a","c","b","a","a","a","b","b","a","a","42.5388_-73.8294_20160922",42.5388,-73.8294,"2016-09-22 0:00:00"
6,0,9,0,2,0,0,"b","a","b","b","b","a","c",NA,NA,"a","a","a","a","42.5388_-73.8294_20170918",42.5388,-73.8294,"2017-09-18 0:00:00"
1,0,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5395_-73.8302_20120714",42.5395,-73.8302,"2012-07-14 0:00:00"
5,8,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5395_-73.8302_20120720",42.5395,-73.8302,"2012-07-20 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"a","a","a","a","a","a","a","a","a","a","a","a","a","42.5401_-73.4033_20140728",42.5401,-73.4033,"2014-07-28 0:00:00"
1,1,2,0,0,2,0,"b","a","b","a","b","a","b","a","b","a","a","a","b","42.5407_-76.6491_20160709",42.5407,-76.6491,"2016-07-09 0:00:00"
1,0,1,1,0,0,0,"a","a","a","b","b","a","a","a","a","a","a","a","b","42.5408_-78.9825_20160727",42.5408,-78.9825,"2016-07-27 0:00:00"
1,2,6,5,0,0,0,"b","a","b","a","c","a","b","a","a","a","a","a","b","42.5413_-73.8928_20140918",42.5413,-73.8928,"2014-09-18 0:00:00"
2,2,4,2,1,3,0,"b","b","b","b","b","b","b","b","b","b","b","b","c","42.5413_-75.9043_20160914",42.5413,-75.9043,"2016-09-14 0:00:00"
1,2,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5442_-74.4125_20120914",42.5442,-74.4125,"2012-09-14 0:00:00"
1,2,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5442_-74.4125_20120914",42.5442,-74.4125,"2012-09-14 0:00:00"
2,2,1,0,1,1,1,"b","a","b","a","a","b","a","a","b","b","a","a","b","42.5442_-74.4125_20140723",42.5442,-74.4125,"2014-07-23 0:00:00"
1,1,1,1,1,0,0,"b","a","a","a","b","a","a","a","a","a","a","b","b","42.5454_-74.8417_20170929",42.5454,-74.8417,"2017-09-29 0:00:00"
1,0,5,1,1,3,1,"c","a","b","b","b","a","a","b","b","c","b","c","b","42.5462_-75.2359_20180720",42.5462,-75.2359,"2018-07-20 0:00:00"
3,3,4,3,2,2,3,"a","b","b","b","b","b","a","a","c","c","a","c","b","42.548_-73.7692_20190916",42.548,-73.7692,"2019-09-16 0:00:00"
1,0,4,1,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5489_-74.4068_20120909",42.5489,-74.4068,"2012-09-09 0:00:00"
1,1,5,1,0,1,4,"b","b","b","b","b","c","a","a","a","b","b","b","b","42.5489_-75.2465_20170721",42.5489,-75.2465,"2017-07-21 0:00:00"
1,2,6,2,0,1,1,"b","b","a","b","a","a","a","a","a","a","a","b","b","42.5551_-75.8968_20150901",42.5551,-75.8968,"2015-09-01 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"b","a","b","a","b","a","a","b","a","a","a","c","b","42.5575_-73.6536_20140726",42.5575,-73.6536,"2014-07-26 0:00:00"
0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5575_-73.6578_20120929",42.5575,-73.6578,"2012-09-29 0:00:00"
0,1,1,1,0,1,0,"a","b","a","a","a","a","a","a","b","a","b","b","a","42.5586_-73.5153_20190908",42.5586,-73.5153,"2019-09-08 0:00:00"
0,0,2,1,0,0,0,"b","b","a","a","b","a","a","b","b","a","a","a","a","42.5636_-73.6743_20140702",42.5636,-73.6743,"2014-07-02 0:00:00"
1,1,2,0,1,3,1,"b","b","a","b","b","c","a","c","c","c","c","c","c","42.5667_-75.8917_20160913",42.5667,-75.8917,"2016-09-13 0:00:00"
3,2,3,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5692_-73.6769_20120923",42.5692,-73.6769,"2012-09-23 0:00:00"
3,1,3,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5692_-73.6769_20120928",42.5692,-73.6769,"2012-09-28 0:00:00"
2,2,6,NA,1,1,2,"b","a","a","a","b","a","a","b","b","b","b","a","b","42.5692_-73.6769_20140916",42.5692,-73.6769,"2014-09-16 0:00:00"
1,1,1,1,0,3,0,"a","a","a","a","a","a","a","a","a","a","a","a","a","42.5739_-73.7051_20160719",42.5739,-73.7051,"2016-07-19 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5771_-78.8519_20150930",42.5771,-78.8519,"2015-09-30 0:00:00"
1,1,8,5,0,1,0,"b","b","b","c","b","b","b","c","c","a","b","b","a","42.5775_-73.8137_20150916",42.5775,-73.8137,"2015-09-16 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"b","c","b","c","b","b","c","a","a","a","a","a","a","42.5784_-73.8392_20160721",42.5784,-73.8392,"2016-07-21 0:00:00"
10,1,3,1,6,4,1,"a","c","c","b","b","c","c","b","b","a","a","a","a","42.5791_-73.8393_20160721",42.5791,-73.8393,"2016-07-21 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5815_-73.7663_20150801",42.5815,-73.7663,"2015-08-01 0:00:00"
0,0,1,1,0,3,0,"a","b","a","a","a","b","a","a","a","a","a","a","b","42.5835_-73.487_20190812",42.5835,-73.487,"2019-08-12 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5837_-73.4904_20190812",42.5837,-73.4904,"2019-08-12 0:00:00"
3,3,3,0,0,0,0,"a","b","a","b","b","a","a","b","b","a","a","b","b","42.5843_-73.7403_20130823",42.5843,-73.7403,"2013-08-23 0:00:00"
4,0,0,0,0,5,0,"b","a","a","b","b","c","a","b","c","a","b","a","c","42.5845_-73.7478_20130823",42.5845,-73.7478,"2013-08-23 0:00:00"
1,2,6,2,5,1,7,"c","b","b","b","a","b","a","a","a","a","a","b","b","42.5858_-76.1298_20160822",42.5858,-76.1298,"2016-08-22 0:00:00"
1,0,3,0,0,0,0,"a","a","a","a","c","a","a","c","c","a","a","a","a","42.5885_-78.6824_20140929",42.5885,-78.6824,"2014-09-29 0:00:00"
1,0,0,0,1,4,0,"b","a","b","a","b","b","a","c","c","b","c","b","c","42.5899_-74.7533_20160807",42.5899,-74.7533,"2016-08-07 0:00:00"
6,5,7,3,2,1,3,"a","b","b","a","b","a","a","a","b","b","c","b","b","42.5904_-73.6411_20140909",42.5904,-73.6411,"2014-09-09 0:00:00"
4,4,9,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5924_-74.3481_20130918",42.5924,-74.3481,"2013-09-18 0:00:00"
4,4,9,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5924_-74.3481_20130920",42.5924,-74.3481,"2013-09-20 0:00:00"
1,1,5,1,3,2,NA,"b","b","b","b","b","a","a","b","b","b","b","b","b","42.5924_-74.3481_20140811",42.5924,-74.3481,"2014-08-11 0:00:00"
1,3,6,5,1,5,5,"b","b","a","b","b","b","a","b","b","a","a","b","b","42.5943_-76.0948_20160831",42.5943,-76.0948,"2016-08-31 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"a","a","b","a","a","c","c","b","b","b","a","b","a","42.5945_-73.664_20140726",42.5945,-73.664,"2014-07-26 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.5967_-73.8563_20160706",42.5967,-73.8563,"2016-07-06 0:00:00"
5,4,4,0,0,0,0,"c","b","b","a","b","b","b","b","b","a","a","a","b","42.5978_-76.6303_20150930",42.5978,-76.6303,"2015-09-30 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"b","c","c","c","c","c","c",NA,"b",NA,"b",NA,"a","42.5984_-73.7817_20150907",42.5984,-73.7817,"2015-09-07 0:00:00"
2,4,6,5,3,6,2,"a","a","c","c","a","b","b","a","a","b","b","c","c","42.5999_-76.1907_20170813",42.5999,-76.1907,"2017-08-13 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.603_-79.1136_20150930",42.603,-79.1136,"2015-09-30 0:00:00"
0,0,4,0,0,2,0,"b","a","b","a","b","b","a","b",NA,NA,"b","c","c","42.6042_-76.1859_20190811",42.6042,-76.1859,"2019-08-11 0:00:00"
0,0,5,0,0,2,2,"b","a","b","b","b","a","a","b","a","a","a","a","b","42.6045_-76.2152_20150910",42.6045,-76.2152,"2015-09-10 0:00:00"
0,2,4,3,0,3,0,"b","a","a","a","b","b","a","a","a","a","a","c","a","42.6061_-76.1879_20150807",42.6061,-76.1879,"2015-08-07 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6069_-73.7692_20150801",42.6069,-73.7692,"2015-08-01 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6069_-73.7692_20150907",42.6069,-73.7692,"2015-09-07 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6077_-73.7693_20150907",42.6077,-73.7693,"2015-09-07 0:00:00"
1,1,1,0,0,0,0,"a","a","b","b","a","a","a","a","a","a","a","b","b","42.6084_-73.7478_20130823",42.6084,-73.7478,"2013-08-23 0:00:00"
2,0,1,0,0,0,0,"b","a","b","a","a","a","a","a","a","a","b","a","a","42.6097_-77.4038_20150821",42.6097,-77.4038,"2015-08-21 0:00:00"
2,2,2,1,0,0,0,"a","a","b","a","b","a","b","b","b","a","b","a","b","42.611_-73.8944_20160929",42.611,-73.8944,"2016-09-29 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6119_-79.1097_20150930",42.6119,-79.1097,"2015-09-30 0:00:00"
1,1,2,2,0,0,0,"a","a","b","a","b","a","b","b","a","a","a","a","a","42.6124_-73.897_20170802",42.6124,-73.897,"2017-08-02 0:00:00"
3,0,2,2,0,0,0,"a","a","b","a","b","a","b","b","b","a","b","a","b","42.613_-73.8979_20160929",42.613,-73.8979,"2016-09-29 0:00:00"
1,1,2,1,0,0,0,"a","b","a","a","b","a","a","c","b","a","a","a","a","42.6135_-73.8985_20170731",42.6135,-73.8985,"2017-07-31 0:00:00"
0,1,2,1,0,0,0,"c","b","b","b","b","a","a",NA,"a","a","a","a","a","42.6175_-74.13_20190916",42.6175,-74.13,"2019-09-16 0:00:00"
0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6213_-73.5247_20120925",42.6213,-73.5247,"2012-09-25 0:00:00"
5,0,0,0,0,0,0,"a","b","b","b","b","a","b","a","a","a","a","a","a","42.625_-74.1291_20170926",42.625,-74.1291,"2017-09-26 0:00:00"
0,2,2,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6253_-73.5645_20120816",42.6253,-73.5645,"2012-08-16 0:00:00"
0,5,5,5,1,0,0,"a","a","a","a","a","a","b","a","a","a","a","a","a","42.6255_-74.1298_20160921",42.6255,-74.1298,"2016-09-21 0:00:00"
0,0,2,0,0,2,2,"b","a","b","b","b","b","a","b","b","b","b","b","c","42.6264_-75.8142_20170922",42.6264,-75.8142,"2017-09-22 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"a","a","a","a","b","a","a","a","a","a","a","b","b","42.6281_-74.175_20130828",42.6281,-74.175,"2013-08-28 0:00:00"
2,1,1,0,0,0,0,"b","a","b","a","a","a","a","a","a","a","a","a","a","42.6298_-74.7406_20180803",42.6298,-74.7406,"2018-08-03 0:00:00"
1,0,0,0,0,0,0,"a","a","b","a","a","a","a","a","b","a","a","a","a","42.6299_-74.7405_20160807",42.6299,-74.7405,"2016-08-07 0:00:00"
2,2,3,3,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.631_-73.5354_20120912",42.631,-73.5354,"2012-09-12 0:00:00"
1,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.631_-73.5354_20120914",42.631,-73.5354,"2012-09-14 0:00:00"
NA,NA,NA,NA,NA,NA,NA,"b","a","a","a","a","a","a","a","a","a","a","a","a","42.6319_-73.4136_20140701",42.6319,-73.4136,"2014-07-01 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6319_-73.4136_20150817",42.6319,-73.4136,"2015-08-17 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6319_-73.4136_20160701",42.6319,-73.4136,"2016-07-01 0:00:00"
4,2,2,5,1,1,1,"b","a","c","b","b","b","b","c","c","b","b","c","c","42.6331_-78.3342_20140901",42.6331,-78.3342,"2014-09-01 0:00:00"
4,3,5,3,2,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6343_-73.8014_20120824",42.6343,-73.8014,"2012-08-24 0:00:00"
3,5,2,5,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6343_-73.8014_20120907",42.6343,-73.8014,"2012-09-07 0:00:00"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.6343_-73.8014_20130819",42.6343,-73.8014,"2013-08-19 0:00:00"
3,2,6,0,0,1,0,"b","a","b","a","a","b","b","a","a","a","a","b","b","42.6345_-73.8_20130923",42.6345,-73.8,"2013-09-23 0:00:00"
